rank,cihui,pinyin,mismatch_parsed,invalid_parsed,has_subdefs,raw_html
65104,必恭必敬,bìgōng-bìjìng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>必恭必敬</x-hw><x-pr> bìgōng-bìjìng</x-pr><br>现在规范词形写作“<a href=""entry://毕恭毕敬"" type=""normalized"">毕恭毕敬</a>”<x-f>。</x-f>
"
65138,独脚戏,dújiǎoxì,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>独脚戏</x-hw><x-pr> dújiǎoxì</x-pr><br>现在规范词形写作“<a href=""entry://独角戏"" type=""normalized"">独角戏</a>”<x-f>。</x-f>
"
65495,凤尾鱼,fèngwěiyú,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>凤尾鱼</x-hw><x-pr> fèngwěiyú</x-pr><br><x-gram>名</x-gram>凤鲚（jì）的通称<x-f>。</x-f></dt>
<dt>见“<a href=""entry://鲚"" type=""see"">鲚</a>”<x-f>。</x-f>
"
66175,透漏,tòulòu,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>透漏</x-hw><x-pr> tòulòu</x-pr>
<dt>见“<a href=""entry://透露"" type=""see"">透露</a>”<x-f>。</x-f>现在一般写作“透露”<x-f>。</x-f></dt>
"
67086,常年累月,chángnián-lěiyuè,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>常年累月</x-hw><x-pr> chángnián-lěiyuè</x-pr>现在一般写作“长年累月”<x-f>。</x-f></dt>
"
67179,圈操,quāncāo,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>圈操</x-hw><x-pr> quāncāo</x-pr><br><x-gram>名</x-gram>一种艺术体操项目<x-f>。</x-f></dt>
<dt>见“<a href=""entry://艺术体操"" type=""see"">艺术体操</a>”<x-f>。</x-f>
"
67860,呢料,níliào,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>呢料</x-hw><x-pr> níliào</x-pr><br><x-gram>名</x-gram>呢子衣料<x-f>。</x-f></dt>
<dt>见“<a href=""entry://呢子"" type=""see"">呢子</a>”<x-f>。</x-f>
"
68422,后悔药,hòuhuǐyào,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>后悔药</x-hw><x-pr> hòuhuǐyào</x-pr>
<dt>见“<a href=""entry://吃后悔药"" type=""see"">吃后悔药</a>”<x-f>。</x-f>
"
68650,叭儿狗,bārgǒu,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>叭<x-er>儿</x-er>狗</x-hw><x-pr> bārgǒu</x-pr>现在一般写作“巴<x-er>儿</x-er>狗”<x-f>。</x-f>
"
68886,北温带,běiwēndài,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>北温带</x-hw><x-pr> běiwēndài</x-pr><br><x-gram>名</x-gram>北回归线和北极圈之间的地带<x-f>。</x-f></dt>
<dt>见“<a href=""entry://温带"" type=""see"">温带</a>”<x-f>。</x-f>
"
69007,南极圈,nánjíquān,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>南极圈</x-hw><x-pr> nánjíquān</x-pr><br><x-gram>名</x-gram>距南极23°26′的纬度圈<x-f>。</x-f></dt>
<dt>见“<a href=entry://极圈"" type=""see"">极圈</a>”<x-f>。</x-f>
"
69203,模写,móxiě,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>模写</x-hw><x-pr> móxiě</x-pr><br>现在规范词形写作“<a href=""entry://摹写"" type=""normalized"">摹写</a>”<x-f>。</x-f>
"
69632,较场,jiàochǎng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>较场</x-hw><x-pr> jiàochǎng</x-pr>现在一般写作“校场”<x-f>。</x-f></dt>
"
