rank,origin_sn,new_sn
5002,1,1
5002,2,2
5004,1,1
5004,2,2
5005,1,1
5005,2,2
5008,1,1
5008,2,2
5011,1,1
5011,2,2
5018,2,1
5018,3,2
5018,1,3
5022,1,1
5022,2,2
5023,1,2
5023,2,1
5025,1,2
5025,2,1
### 输出CSV格式（id,origin_sn,new_sn）：
5042,1,1
5042,2,2
5042,3,3
5042,1,1
5042,2,2
5042,3,3
5043,2,1
5043,1,2
5050,1,1
5050,2,2
5054,1,1
5054,2,2
5058,1,3
5058,2,1
5058,3,2
5061,1,3
5061,2,1
5061,3,2
5062,1,2
5062,2,1
5063,1,1
5063,2,2
5066,1,1
5066,2,2
5070,1,1
5070,2,2
5080,1,1
5080,2,2
5081,1,1
5081,2,2
5085,1,2
5085,2,1
5085,3,3
5086,1,4
5086,2,2
5086,3,3
5086,4,1
5086,5,5
5088,1,1
5088,2,2
5091,1,2
5091,2,1
5108,1,4
5108,2,2
5108,3,3
5108,4,1
5109,1,1
5109,2,2
5117,1,2
5117,2,1
5119,1,2
5119,2,3
5119,3,1
5121,1,1
5121,2,2
5122,1,1
5122,2,2
5136,1,1
5136,2,2
5146,1,2
5146,2,1
5147,1,2
5147,2,1
5152,1,1
5152,2,2
5159,1,2
5159,2,1
5161,2,1
5161,1,2
5164,1,1
5164,2,2
5164,3,3
5164,4,4
5165,2,1
5165,1,2
5177,1,3
5177,2,1
5177,3,2
5185,1,2
5185,2,1
5186,1,1
5186,2,2
5189,1,1
5189,2,2
5194,1,2
5194,2,1
5196,1,1
5196,2,2
5197,1,2
5197,2,4
5197,3,3
5197,4,1
5199,1,2
5199,2,1
5202,1,1
5202,2,2
5202,1,1
5202,2,2
5206,1,2
5206,2,1
5206,3,4
5206,4,5
5206,5,3
5208,1,1
5208,2,2
5208,3,3
5212,1,1
5212,2,2
5219,1,2
5219,2,1
5222,1,2
5222,2,1
5225,1,2
5225,2,3
5225,3,1
5225,4,4
5229,1,1
5229,2,2
5237,1,2
5237,2,3
5237,3,1
5247,1,1
5247,2,2
5260,1,1
5260,2,2
5267,1,1
5267,2,2
5268,1,2
5268,2,1
5269,1,4
5269,2,1
5269,3,3
5269,4,2
5270,1,2
5270,2,1
5270,3,3
5275,1,3
5275,2,2
5275,3,1
5276,1,1
5276,2,2
5283,2,1
5283,1,2
5290,1,2
5290,2,1
5294,1,1
5294,2,2
5294,3,3
5307,1,1
5307,2,2
5308,1,1
5308,2,2
5309,1,1
5309,2,2
5311,1,3
5311,2,2
5311,3,1
5312,1,1
5312,2,2
5315,1,2
5315,2,1
5315,3,3
5327,1,1
5327,2,2
5332,1,2
5332,2,1
- id: 5335,zici: 规矩,"pinyin: guīju, sn: 1, pos: 名 → 名词义"
- id: 5335,zici: 规矩,"pinyin: guīju, sn: 2, pos: 形 → 形容词义"
5335,1,1
5335,2,2
5338,1,1
5338,2,2
5345,1,3
5345,2,2
5345,3,1
5347,1,1
5347,2,2
5349,2,1
5349,1,2
5360,1,2
5360,2,1
5368,1,1
5368,2,2
5369,1,1
5369,2,2
5374,1,1
5374,2,2
5374,3,3
5377,1,1
5377,3,2
5377,2,3
5377,4,4
5379,1,1
5379,2,2
5382,2,1
5382,1,2
5386,1,3
5386,2,1
5386,3,2
5389,1,1
5389,2,2
5399,1,1
5399,2,2
5400,1,2
5400,2,1
5401,1,1
5401,2,2
5401,1,1
5401,2,2
5404,1,1
5404,2,2
5407,1,1
5407,2,2
5408,1,2
5408,2,1
5413,1,1
5413,2,2
5414,1,1
5414,2,2
5419,1,2
5419,2,3
5419,3,1
5422,1,1
5422,2,2
5422,1,1
5422,2,2
5435,1,2
5435,2,1
5438,1,1
5438,2,2
5440,1,2
5440,2,1
5447,2,1
5447,1,2
5454,1,1
5454,2,2
5457,1,1
5457,2,2
5457,1,1
5457,2,2
5458,1,1
5458,2,2
5460,1,1
5460,2,2
5466,2,1
5466,1,2
5467,1,2
5467,2,1
5469,2,1
5469,1,2
5483,1,2
5483,2,1
5483,3,3
5486,1,2
5486,2,1
5491,1,1
5491,2,3
5491,3,2
5493,1,1
5493,2,2
5495,1,1
5495,2,2
5499,1,1
5499,2,2
5502,1,1
5502,2,2
5503,1,1
5503,2,2
5506,1,1
5506,2,2
5511,1,1
5511,2,2
5512,1,1
5512,2,2
5524,1,1
5524,2,2
5526,1,2
5526,2,1
5532,1,1
5532,2,2
5532,3,3
5532,1,1
5532,2,2
5532,3,3
5535,1,1
5535,2,2
5536,2,1
5536,1,2
5538,1,2
5538,2,1
5541,1,1
5541,2,2
5547,1,1
5547,2,2
5547,4,3
5547,3,4
5553,1,1
5553,2,2
5555,1,2
5555,2,1
5558,1,2
5558,2,3
5558,3,1
5559,1,1
5559,2,2
5560,1,1
5560,2,2
5569,1,2
5569,2,1
5573,3,1
5573,4,2
5573,1,3
5573,2,4
5574,1,1
5574,2,2
5580,1,1
5580,2,2
5584,1,1
5584,2,2
5587,2,1
5587,1,2
5588,1,1
5588,2,3
5588,3,2
5595,1,1
5595,2,2
5600,1,1
5600,2,2
5601,1,2
5601,2,3
5601,3,1
5606,2,1
5606,1,2
5608,1,2
5608,2,1
5609,1,1
5609,2,2
5610,2,1
5610,1,2
5611,1,1
5611,2,2
5614,1,2
5614,2,1
5622,1,1
5622,2,2
5623,2,1
5623,1,2
5624,1,3
5624,2,4
5624,3,1
5624,4,2
5627,1,1
5627,2,2
5628,1,1
5628,2,2
5630,1,1
5630,2,2
5632,1,1
5632,2,2
5635,1,1
5635,2,2
5644,1,1
5644,2,2
5657,1,2
5657,2,1
5661,1,1
5661,2,2
5662,1,1
5662,2,2
5664,1,1
5664,2,2
5666,1,1
5666,2,2
5673,2,1
5673,1,2
5674,1,1
5674,2,2
5679,1,1
5679,2,2
5684,1,1
5684,2,2
5687,2,1
5687,1,2
5691,1,1
5691,2,2
5696,1,2
5696,2,1
5697,1,1
5697,2,2
5700,1,3
5700,2,1
5700,3,2
5705,3,1
5705,1,2
5705,2,3
5712,1,1
5712,2,2
5713,1,1
5713,2,2
- id=5714,zici=警卫,"pinyin=jǐngwèi, sn=1, pos=动 → 动词用法"
- id=5714,zici=警卫,"pinyin=jǐngwèi, sn=2, pos=名 → 名词用法"
5714,1,2
5714,2,1
5723,1,1
5723,2,2
5724,1,1
5724,2,2
5725,1,1
5725,2,2
5727,1,1
5727,2,2
5729,1,2
5729,2,1
5731,1,2
5731,2,1
5734,1,1
5734,2,2
5740,1,1
5740,2,2
5741,1,1
5741,2,2
5747,1,1
5747,2,2
5749,2,1
5749,1,2
5751,1,2
5751,2,1
5753,1,1
5753,2,2
5757,1,1
5757,2,2
5762,1,2
5762,2,1
5764,1,1
5764,2,2
5770,1,1
5770,2,3
5770,3,2
5771,1,2
5771,2,1
5772,1,1
5772,2,2
5774,1,3
5774,2,2
5774,3,1
5775,1,1
5775,2,2
5780,1,1
5780,2,2
5781,2,1
5781,1,2
5783,1,2
5783,2,1
5784,1,1
5784,2,2
5785,1,3
5785,2,4
5785,3,1
5785,4,2
5786,1,2
5786,2,1
5792,1,2
5792,2,1
5796,1,1
5796,2,2
5797,1,1
5797,2,2
5799,1,1
5799,2,2
5801,1,1
5801,2,2
5803,1,1
5803,2,2
5806,1,1
5806,2,2
5807,1,1
5807,2,2
5827,1,2
5827,2,1
5834,1,1
5834,2,2
5835,1,1
5835,2,5
5835,3,2
5835,4,3
5835,5,4
5836,1,3
5836,2,2
5836,3,4
5836,4,1
5844,1,3
5844,2,4
5844,3,2
5844,4,1
5844,5,5
5846,1,2
5846,2,1
5847,1,1
5847,2,2
5850,1,1
5850,2,2
5853,1,1
5853,2,2
5858,2,1
5858,1,2
5873,1,1
5873,2,2
5873,3,3
5874,1,2
5874,2,1
5874,3,3
5874,4,4
5874,5,5
5877,1,1
5877,2,2
5880,1,2
5880,2,1
5882,1,1
5882,2,2
5883,1,1
5883,2,2
5887,1,1
5887,2,2
5894,1,1
5894,2,2
5895,1,1
5895,2,2
5896,1,1
5896,2,2
5898,1,1
5898,3,2
5898,2,3
5898,1,1
5898,3,2
5898,2,3
5903,1,1
5903,2,2
5907,1,2
5907,2,3
5907,3,1
5908,1,1
5908,2,2
5911,1,1
5911,2,2
5920,1,1
5920,2,2
5925,1,1
5925,2,2
5925,1,1
5925,2,2
5936,1,1
5936,2,2
5939,1,1
5939,2,2
5947,1,1
5947,2,2
5955,1,1
5955,2,2
5955,3,3
5957,1,3
5957,2,2
5957,3,1
5959,1,1
5959,2,2
5964,1,1
5964,2,2
5966,1,2
5966,2,1
5968,1,2
5968,2,1
5971,1,1
5971,2,2
5979,1,1
5979,2,2
5983,1,1
5983,2,2
5990,1,2
5990,2,1
5991,1,1
5991,2,2
5993,1,2
5993,2,1
5993,3,3
6006,1,2
6006,2,1
6009,1,1
6009,2,2
6011,1,2
6011,2,1
6015,1,1
6015,2,2
6016,3,1
6016,2,2
6016,1,3
6017,1,1
6017,2,2
6019,1,2
6019,2,1
6022,1,2
6022,2,1
6027,1,2
6027,2,1
6029,1,1
6029,2,2
6032,1,1
6032,2,2
6033,1,1
6033,2,2
6033,3,3
6033,1,1
6033,2,2
6033,3,3
6038,1,1
6038,2,2
6038,3,3
6041,1,1
6041,2,2
6043,1,1
6043,2,2
6048,1,1
6048,2,2
6050,1,1
6050,2,2
6052,1,1
6052,2,2
6052,3,3
6057,2,1
6057,1,2
6059,1,1
6059,2,2
6060,2,1
6060,1,2
6065,1,1
6065,2,2
6067,1,3
6067,2,2
6067,3,1
6075,1,2
6075,2,1
6077,1,2
6077,2,1
6080,1,1
6080,2,2
6082,1,1
6082,2,2
6083,1,2
6083,2,1
6091,1,2
6091,2,1
6094,1,1
6094,2,2
6098,1,1
6098,2,2
6099,1,1
6099,2,2
6104,1,1
6104,2,2
1. **sn=1,形,“和谐；融洽”**
2. **sn=2,动,“调停，使和解”**
3. **sn=3,动,“妥协、让步，使矛盾缓和（多用于否定）”**
4. **sn=4,动,“搅拌均匀”**
6108,1,4
6108,2,1
6108,3,3
6108,4,2
6116,1,2
6116,2,1
6120,1,1
6120,2,2
6125,1,1
6125,2,2
6129,1,2
6129,2,1
6130,1,1
6130,2,2
6132,1,2
6132,2,5
6132,3,4
6132,4,1
6132,5,3
6147,1,1
6147,2,2
6152,1,1
6152,2,2
6156,1,1
6156,2,2
6160,1,1
6160,2,2
6167,1,1
6167,2,2
6167,2,1
6167,1,2
6168,1,2
6168,2,1
6171,1,4
6171,2,2
6171,3,3
6171,4,1
6185,1,2
6185,2,3
6185,3,1
6187,1,1
6187,2,2
6190,1,2
6190,2,1
6192,1,2
6192,2,1
6196,1,2
6196,2,1
6205,1,2
6205,2,1
6207,1,1
6207,2,2
6210,2,1
6210,1,2
6216,1,2
6216,2,1
- id=6221,sn=1,pos=名 → 原序号1
- id=6221,sn=2,pos=副 → 原序号2
6221,1,2
6221,2,1
6223,1,1
6223,2,2
6223,1,1
6223,2,2
6225,1,2
6225,2,3
6225,3,1
6227,1,2
6227,2,1
6228,1,1
6228,2,2
6229,1,1
6229,2,2
6230,1,1
6230,2,2
6232,1,1
6232,2,2
6235,1,1
6235,2,2
6244,1,1
6244,2,2
6248,1,1
6248,2,2
6250,1,1
6250,2,2
6254,1,2
6254,2,1
6255,1,1
6255,2,2
6260,1,1
6260,2,2
6263,1,1
6263,2,2
6264,1,2
6264,2,1
6264,3,4
6264,4,3
6267,1,1
6267,2,2
6271,1,1
6271,2,2
6273,1,1
6273,2,2
6276,1,1
6276,2,2
6283,1,2
6283,2,3
6283,3,4
6283,4,1
6284,1,1
6284,2,2
6289,1,2
6289,2,3
6289,3,1
6291,1,2
6291,2,3
6291,3,1
6294,1,3
6294,2,1
6294,3,2
6295,1,2
6295,2,1
6296,1,1
6296,2,2
6296,1,1
6296,2,2
6299,1,1
6299,2,2
6306,1,1
6306,2,2
6311,1,1
6311,2,2
6317,1,1
6317,2,3
6317,3,2
6319,1,2
6319,2,1
6329,1,1
6329,2,3
6329,3,2
6331,2,1
6331,1,2
6337,1,3
6337,2,1
6337,3,2
6344,1,1
6344,2,2
6346,1,1
6346,2,2
6348,1,2
6348,2,1
6351,1,1
6351,2,2
6355,1,2
6355,2,1
6356,1,1
6356,2,2
6357,2,1
6357,1,2
6358,1,3
6358,2,2
6358,3,1
6362,1,1
6362,2,2
6363,1,2
6363,2,3
6363,3,1
6371,1,1
6371,2,2
6376,1,1
6376,2,2
6379,1,1
6379,2,2
6381,2,1
6381,3,2
6381,1,3
6385,1,3
6385,2,1
6385,3,2
6389,1,1
6389,2,2
6390,1,1
6390,2,2
6402,2,1
6402,1,2
6403,1,1
6403,2,2
6403,1,1
6403,2,2
6405,1,2
6405,2,1
6415,1,1
6415,2,2
6419,1,1
6419,2,2
6421,1,1
6421,2,2
6421,3,3
6422,1,1
6422,2,2
6424,1,2
6424,2,1
6425,1,1
6425,2,2
6425,3,3
6427,1,2
6427,2,1
6428,1,1
6428,2,2
6429,2,1
6429,3,2
6429,1,3
6434,1,2
6434,2,1
6435,1,1
6435,2,2
6438,1,1
6438,2,2
6439,1,1
6439,2,2
6439,3,4
6439,4,3
6439,1,1
6439,2,2
6439,3,4
6439,4,3
6443,1,2
6443,2,1
6448,1,1
6448,2,3
6448,3,2
6450,1,2
6450,2,1
6457,1,1
6457,2,2
6459,1,1
6459,2,2
6464,1,1
6464,2,2
6466,1,1
6466,2,2
6467,1,1
6467,2,2
6468,1,1
6468,2,2
6468,1,1
6468,2,2
6470,1,1
6470,2,2
6480,1,2
6480,2,1
6484,2,1
6484,1,2
6491,1,2
6491,2,1
6493,1,1
6493,2,2
6496,1,2
6496,2,1
6499,1,2
6499,2,1
6500,1,1
6500,2,2
6500,1,1
6500,2,2
6506,1,2
6506,2,1
- id=6513,zici=容纳,"pinyin=róngnà, sn=1, pos=动, definition=在一定的空间内可以盛下"
- id=6513,zici=容纳,"pinyin=róngnà, sn=2, pos=动, definition=接受（意见等）"
6513,1,1
6513,2,2
6515,1,1
6515,2,2
6516,2,1
6516,1,2
6516,3,3
6517,1,2
6517,2,1
6522,1,2
6522,2,1
6523,1,1
6523,2,2
6523,3,3
6529,1,1
6529,2,2
6535,1,1
6535,2,2
6537,1,1
6537,2,2
6538,1,2
6538,2,1
6539,2,1
6539,1,2
6540,1,2
6540,2,1
6548,2,1
6548,3,2
6548,1,3
6548,2,1
6548,3,2
6548,1,3
6549,1,1
6549,2,2
6550,1,1
6550,2,2
6552,1,2
6552,2,1
6557,1,1
6557,2,2
6561,1,1
6561,2,2
6565,1,1
6565,2,2
6565,3,3
6565,1,1
6565,2,2
6565,3,3
6571,2,1
6571,3,2
6571,1,3
6573,1,2
6573,2,1
6575,1,1
6575,2,2
6579,1,1
6579,2,2
6579,3,3
6580,1,1
6580,2,2
6584,1,1
6584,2,2
6593,1,1
6593,2,2
6597,1,1
6597,2,2
6598,1,1
6598,2,2
6603,1,2
6603,2,1
6604,1,2
6604,2,1
6611,1,1
6611,2,2
6613,2,1
6613,1,2
6615,1,1
6615,2,2
6616,1,2
6616,2,1
6617,1,1
6617,2,2
6617,1,1
6617,2,2
6618,1,1
6618,2,2
6618,3,3
6622,1,2
6622,2,1
6628,2,1
6628,1,2
6631,1,1
6631,2,2
6631,1,1
6631,2,2
6634,1,2
6634,2,1
6634,1,2
6634,2,1
6636,1,1
6636,2,2
6642,1,1
6642,2,2
6646,1,2
6646,2,1
6648,1,1
6648,2,2
6655,1,1
6655,3,2
6655,2,3
6661,1,1
6661,2,2
6662,1,1
6662,2,2
6664,1,1
6664,2,2
6667,1,2
6667,2,1
6674,1,1
6674,2,3
6674,3,2
6675,1,1
6675,2,2
6677,1,2
6677,2,3
6677,3,1
6679,1,1
6679,2,2
6680,1,1
6680,2,2
6684,1,2
6684,2,1
6684,3,3
6685,1,2
6685,2,1
6688,1,2
6688,2,1
6692,1,1
6692,2,2
6693,1,1
6693,2,2
6698,1,2
6698,2,1
6702,1,1
6702,2,2
6711,2,1
6711,1,2
6721,1,1
6721,2,2
6721,1,1
6721,2,2
6726,1,1
6726,2,2
6726,1,1
6726,2,2
6729,1,2
6729,2,1
6729,3,3
6734,2,1
6734,1,2
6737,1,2
6737,2,1
6743,1,1
6743,3,2
6743,2,3
6744,1,1
6744,2,2
6744,3,3
6744,1,1
6744,2,2
6744,3,3
6746,1,1
6746,2,2
6751,1,1
6751,2,2
6751,1,1
