rank,origin_sn,new_sn
10004,1,1
10004,2,2
10004,3,3
10004,4,4
10009,1,1
10009,2,2
10009,1,1
10009,2,2
10014,1,1
10014,2,2
10016,1,2
10016,2,1
10018,1,1
10018,2,2
10018,1,1
10018,2,2
10026,1,2
10026,2,1
10032,1,2
10032,2,1
10036,2,1
10036,1,2
10037,单边,"dānbiān,1,形,""由单独一方参加的"",""单边行动"
10037,单边,"dānbiān,2,名,""图案四周勾的单线边框"","
10037,1,1
10037,2,2
10038,1,1
10038,2,2
10038,3,3
10039,1,1
10039,2,2
10040,1,2
10040,2,1
10044,1,3
10044,2,1
10044,3,2
10053,1,1
10053,2,2
10056,1,1
10056,2,2
10060,1,1
10060,2,2
10065,1,1
10065,2,2
10072,1,1
10072,2,2
10079,1,2
10079,2,3
10079,3,1
10080,1,1
10080,2,2
10086,1,1
10086,2,2
10086,1,1
10086,2,2
10092,1,2
10092,2,1
10094,2,1
10094,1,2
10103,2,1
10103,1,2
10107,1,1
10107,2,2
10108,1,1
10108,2,2
10112,1,2
10112,2,3
10112,3,1
10117,1,3
10117,2,2
10117,3,1
10121,1,1
10121,2,2
10121,1,1
10121,2,2
10123,1,1
10123,2,2
10134,1,1
10134,2,2
10142,1,1
10142,2,2
10143,1,1
10143,2,2
10155,1,1
10155,2,2
10164,1,2
10164,2,1
10164,3,3
10165,1,2
10165,2,1
10165,3,3
10167,1,2
10167,2,1
10171,1,1
10171,2,2
10171,1,1
10171,2,2
10173,1,1
10173,2,2
10177,1,1
10177,2,2
10179,1,1
10179,2,2
10179,3,3
10181,1,1
10181,2,2
10181,1,1
10181,2,2
10183,1,3
10183,2,2
10183,3,1
10187,1,1
10187,2,2
10188,1,1
10188,2,2
10188,3,3
10190,1,3
10190,2,1
10190,3,2
10198,1,1
10198,2,2
10214,2,1
10214,1,2
10215,1,1
10215,2,2
10215,3,3
10236,1,1
10236,2,2
10236,1,1
10236,2,2
10243,1,1
10243,2,2
10260,1,1
10260,2,2
10261,1,4
10261,2,3
10261,3,2
10261,4,1
10262,2,1
10262,1,2
10272,1,1
10272,2,2
10281,1,2
10281,2,1
10289,1,1
10289,2,2
10292,1,1
10292,2,2
10294,1,1
10294,2,2
10296,1,1
10296,2,2
10297,1,2
10297,2,1
10299,1,2
10299,2,1
10300,2,1
10300,1,2
10302,1,1
10302,2,2
10306,1,1
10306,2,2
10310,1,1
10310,2,2
10311,1,1
10311,2,2
10314,1,2
10314,2,3
10314,3,1
10321,1,2
10321,2,1
10322,1,1
10322,2,2
10324,2,1
10324,1,2
10325,1,1
10325,2,2
10329,1,1
10329,2,2
10330,1,1
10330,2,2
10332,1,2
10332,2,1
10340,1,2
10340,2,1
10343,1,1
10343,2,2
10349,1,2
10349,2,1
10355,1,1
10355,2,2
10358,1,2
10358,2,1
10361,1,1
10361,2,2
10361,3,3
10362,1,2
10362,2,1
10363,1,1
10363,2,2
10364,1,3
10364,2,2
10364,3,1
10365,1,1
10365,2,2
10371,1,1
10371,2,2
10381,1,1
10381,2,2
10397,1,1
10397,2,2
10400,1,1
10400,2,2
10406,1,2
10406,2,1
10406,3,3
10423,1,3
10423,2,1
10423,3,2
10425,2,1
10425,1,2
10427,1,1
10427,2,2
10432,1,2
10432,2,1
10432,1,2
10432,2,1
10442,1,2
10442,2,1
10442,2,1
10442,1,2
10449,1,1
10449,2,2
10451,1,1
10451,2,2
10456,1,1
10456,2,2
10460,1,1
10460,2,2
10468,1,3
10468,2,2
10468,3,1
10481,1,1
10481,2,2
10481,3,3
10481,1,1
10481,2,2
10481,3,3
10492,1,3
10492,2,1
10492,3,2
10494,1,2
10494,2,1
10496,1,3
10496,2,2
10496,3,1
10501,1,2
10501,2,1
10502,1,1
10502,2,2
10511,1,2
10511,2,1
10520,1,2
10520,2,3
10520,3,1
10521,1,1
10521,2,2
10526,1,1
10526,2,2
10527,1,1
10527,2,2
10533,1,1
10533,2,2
10533,1,1
10533,2,2
10537,1,1
10537,2,2
10540,1,1
10540,2,2
10547,2,1
10547,1,2
10555,1,1
10555,2,2
10562,1,1
10562,2,2
10566,1,2
10566,2,1
10569,1,1
10569,2,2
10571,1,2
10571,2,1
10577,2,1
10577,1,2
10578,1,3
10578,2,1
10578,3,2
10581,1,1
10581,2,2
10584,1,1
10584,2,2
10598,1,1
10598,2,2
10598,3,3
10598,4,4
10603,1,1
10603,2,2
10612,1,2
10612,2,1
10615,1,1
10615,2,2
10616,1,1
10616,2,2
