rank,origin_sn,new_sn
80060,1,1
80060,2,2
80066,2,1
80066,1,2
80107,1,1
80107,2,2
80134,1,1
80134,2,2
80190,1,2
80190,2,1
80490,1,2
80490,2,1
80526,1,1
80526,2,2
80534,1,1
80534,2,2
80549,1,1
80549,2,2
80712,1,2
80712,2,1
80740,1,1
80740,2,2
80745,1,1
80745,2,2
80753,1,1
80753,2,2
80795,1,1
80795,2,2
80920,1,1
80920,2,2
80927,1,1
80927,2,2
81179,1,1
81179,2,2
81190,1,1
81190,2,2
81193,1,1
81193,2,2
81204,1,1
81204,2,2
81267,1,1
81267,2,2
81319,1,2
81319,2,1
81381,2,1
81381,1,2
81687,1,2
81687,2,1
81699,1,1
81699,2,2
81745,1,1
81745,2,2
81770,1,1
81770,2,2
81806,2,1
81806,1,2
81811,1,2
81811,2,1
81860,1,1
81860,2,2
81944,1,1
81944,2,2
81963,1,1
81963,2,2
81963,3,3
81963,1,1
81963,2,2
81963,3,3
81969,1,1
81969,2,2
81981,1,2
81981,2,1
81981,3,3
81999,1,1
81999,2,2
82022,1,2
82022,2,1
82048,1,1
82048,2,2
82117,1,1
82117,2,2
82165,1,1
82165,2,2
82204,1,2
82204,2,1
82248,1,1
82248,2,2
82298,1,2
82298,2,1
82442,1,1
82442,2,2
82474,1,1
82474,2,2
82538,1,2
82538,2,1
82554,1,2
82554,2,1
82581,1,1
82581,2,2
82726,1,1
82726,2,2
82734,1,2
82734,2,1
82779,1,1
82779,2,2
82852,2,1
82852,1,2
83101,1,1
83101,2,2
83391,1,1
83391,2,2
83412,1,1
83412,2,2
83415,1,3
83415,2,1
83415,3,2
83527,1,1
83527,2,2
83650,1,2
83650,2,1
83894,1,1
83894,2,2
84041,1,2
84041,2,1
84112,1,1
84112,2,2
84116,1,1
84116,2,2
84230,1,2
84230,2,1
84252,1,1
84252,2,2
84313,1,1
84313,2,2
84353,1,1
84353,2,2
84358,1,2
84358,2,1
84428,1,2
84428,2,1
84442,1,1
84442,2,2
84704,1,1
84704,2,2
84705,1,1
84705,2,2
