rank,origin_sn,new_sn
70008,1,2
70008,2,1
70024,1,1
70024,2,2
70045,2,1
70045,1,2
70052,1,2
70052,2,1
70053,1,1
70053,2,2
70063,1,1
70063,2,2
70118,1,1
70118,2,2
70212,1,1
70212,2,2
70236,1,1
70236,2,2
70279,1,2
70279,2,1
70333,1,2
70333,2,1
70342,1,2
70342,2,1
70377,1,1
70377,2,2
70400,1,1
70400,2,2
70408,1,1
70408,2,2
70408,1,1
70408,2,2
70523,1,2
70523,2,1
70558,1,2
70558,2,1
70567,1,1
70567,2,2
70572,1,1
70572,2,2
70677,1,2
70677,2,1
70686,1,1
70686,2,2
70742,1,1
70742,2,2
70774,1,1
70774,2,2
70808,1,1
70808,2,2
70828,1,1
70828,2,2
70883,2,1
70883,1,2
70907,1,1
70907,2,2
70971,1,1
70971,2,2
70997,1,1
70997,2,2
70998,1,1
70998,2,2
71020,1,2
71020,2,1
71026,1,1
71026,2,2
71027,1,1
71027,2,2
71041,1,1
71041,2,2
71042,1,1
71042,2,2
71053,1,1
71053,2,2
71062,1,2
71062,2,1
71116,1,1
71116,2,2
71123,1,1
71123,2,2
71125,1,2
71125,2,1
71182,1,2
71182,2,1
71183,2,1
71183,1,2
71222,1,1
71222,2,2
71283,1,2
71283,2,1
71291,1,2
71291,2,1
71320,1,1
71320,2,2
71322,1,1
71322,2,2
71339,花信,"huāxìn,1,名,""花期"",""月季的花信很长"
71339,花信,"huāxìn,2,名,""指花信风"","
71339,1,1
71339,2,2
71344,1,2
71344,2,1
71405,2,1
71405,1,2
71422,1,1
71422,2,2
71469,1,1
71469,2,2
71495,1,1
71495,2,2
71516,1,1
71516,2,2
71569,上蹿下跳,"shàngcuān-xiàtiào,1,形,""形容动物上下跳跃"","
71569,上蹿下跳,"shàngcuān-xiàtiào,2,,""上窜下跳"","
71569,1,1
71569,2,2
71602,2,1
71602,1,2
71628,1,1
71628,2,2
71628,3,3
71628,4,4
71628,1,1
71628,2,2
71628,3,3
71628,4,4
71684,1,1
71684,2,2
71762,1,1
71762,2,2
71803,1,1
71803,2,2
71826,1,2
71826,2,1
71877,2,1
71877,1,2
71891,1,1
71891,2,2
71913,1,2
71913,2,1
71937,1,2
71937,2,1
71946,1,1
71946,2,2
71947,1,2
71947,2,1
71956,1,2
71956,2,1
71957,2,1
71957,1,2
71963,1,2
71963,2,1
71972,1,2
71972,2,1
71988,1,1
71988,2,2
71989,1,2
71989,2,1
72057,1,1
72057,2,2
72064,1,2
72064,2,1
72076,1,2
72076,2,1
72078,1,1
72078,2,2
72079,1,1
72079,2,2
72079,1,1
72079,2,2
72087,1,2
72087,2,1
所以最终排序为：`sn=1 → 1`,`sn=2 → 2`,`sn=3 → 3`
72125,1,1
72125,2,2
72125,3,3
72241,1,1
72241,2,2
72264,1,1
72264,2,2
72277,1,1
72277,2,2
72330,1,1
72330,2,2
72365,1,1
72365,2,2
72365,1,1
72365,2,2
72379,1,1
72379,2,2
72379,1,1
72379,2,2
72415,1,1
72415,2,2
72458,1,2
72458,2,1
72471,1,1
72471,2,2
72531,1,1
72531,2,2
72539,1,1
72539,2,2
72560,1,1
72560,2,2
72560,1,1
72560,2,2
72591,1,2
72591,2,1
72595,1,1
72595,2,2
72670,2,1
72670,1,2
72670,3,3
72678,1,2
72678,2,3
72678,3,1
- id: 72694,zici: 原唱,"pinyin: yuánchàng, sn: 1, pos: 动 → 动词释义"
- id: 72694,zici: 原唱,"pinyin: yuánchàng, sn: 2, pos: 名 → 名词释义"
72694,1,2
72694,2,1
72740,1,2
72740,2,1
72747,1,1
72747,2,2
72755,2,1
72755,1,2
72799,1,1
72799,2,2
72799,3,4
72799,4,3
72806,1,1
72806,2,2
72849,1,1
72849,2,3
72849,3,2
72864,1,2
72864,2,1
72866,2,1
72866,1,2
72881,1,1
72881,2,2
72936,1,2
72936,2,1
72958,3,1
72958,2,2
72958,1,3
73051,1,2
73051,2,1
73066,1,1
73066,2,2
73090,1,1
73090,2,2
73113,1,2
73113,2,1
73124,1,2
73124,2,1
73125,1,1
73125,2,2
73143,1,2
73143,2,1
73188,1,1
73188,2,2
73199,1,1
73199,2,2
73239,1,2
73239,2,1
73261,1,2
73261,2,1
73301,2,1
73301,1,2
73309,1,1
73309,2,2
73317,1,1
73317,2,2
73351,1,1
73351,2,2
73368,1,1
73368,2,2
73373,1,1
73373,2,2
73463,1,1
73463,2,2
- id=73479,zici=咕叽,"pinyin=gūji, sn=1, pos=动 → 动词义"
- id=73479,zici=咕叽,"pinyin=gūjī, sn=2, pos=拟声 → 拟声义"
73479,1,2
73479,2,1
73482,1,2
73482,2,1
73482,3,3
73518,1,2
73518,2,3
73518,3,1
73548,1,1
73548,2,2
73581,1,2
73581,2,1
73582,1,1
73582,2,2
73652,1,1
73652,2,2
73694,1,2
73694,2,1
73773,1,1
73773,2,2
73872,1,1
73872,2,3
73872,3,2
73878,1,1
73878,2,2
73907,1,1
73907,2,2
73916,1,1
73916,2,2
73949,1,1
73949,2,2
73978,1,2
73978,2,1
73984,1,1
73984,2,2
73997,2,1
73997,1,2
74009,1,1
74009,2,2
74045,1,1
74045,2,2
74049,1,1
74049,2,2
74073,1,1
74073,2,2
74140,1,1
74140,2,2
74159,1,2
74159,2,1
74166,1,1
74166,2,2
74192,1,1
74192,2,2
74207,1,1
74207,2,2
74270,1,1
74270,2,2
74314,1,1
74314,2,2
74325,1,1
74325,2,2
74629,1,1
74629,2,2
74763,1,1
74763,2,2
74805,1,2
74805,2,1
74860,1,2
74860,2,1
74931,2,1
74931,1,2
74950,1,1
74950,2,2
74980,1,2
74980,2,1
