rank,origin_sn,new_sn
20001,1,1
20001,2,2
20001,3,3
20004,1,1
20004,2,2
20014,1,2
20014,2,1
20038,2,1
20038,1,2
20040,1,1
20040,2,2
20042,1,1
20042,2,2
20044,1,2
20044,2,1
20045,1,1
20045,2,2
20059,1,1
20059,2,2
20069,1,1
20069,2,2
20072,1,4
20072,2,2
20072,3,3
20072,4,1
20077,3,1
20077,2,2
20077,1,3
20084,1,1
20084,2,2
20087,1,1
20087,2,2
20092,2,1
20092,1,2
20095,1,2
20095,2,1
20095,3,3
20126,1,1
20126,2,2
20126,1,1
20126,2,2
20128,1,2
20128,2,1
20135,2,1
20135,1,2
20135,3,3
20141,1,1
20141,2,2
20142,1,2
20142,2,1
20143,1,2
20143,2,1
20149,1,1
20149,2,2
20150,1,1
20150,2,2
20153,1,1
20153,2,2
20154,1,2
20154,2,1
20157,2,1
20157,1,2
20170,1,1
20170,2,2
20177,1,1
20177,2,2
20177,3,3
20183,1,2
20183,2,1
20185,1,2
20185,2,3
20185,3,1
20186,1,1
20186,2,2
20198,1,1
20198,2,2
20198,1,1
20198,2,2
20202,1,1
20202,2,2
20206,1,2
20206,2,1
20207,1,1
20207,2,2
20210,1,3
20210,2,1
20210,3,2
20242,1,1
20242,2,2
20252,1,1
20252,2,2
20254,1,1
20254,2,2
20261,1,2
20261,2,1
20273,2,1
20273,1,2
20275,1,2
20275,2,1
20279,1,1
20279,2,2
20288,1,1
20288,2,2
20290,1,3
20290,2,1
20290,3,2
20291,1,1
20291,2,2
20296,1,1
20296,2,2
20299,1,1
20299,2,2
20300,1,2
20300,2,1
20300,3,3
20312,2,1
20312,1,2
20313,1,3
20313,2,2
20313,3,1
20319,2,1
20319,1,2
20322,1,1
20322,2,2
20331,1,2
20331,2,1
20336,1,1
20336,2,2
20340,1,1
20340,2,2
20340,3,4
20340,4,3
20350,1,1
20350,2,2
20352,1,2
20352,2,1
20354,1,2
20354,2,3
20354,3,1
20358,1,1
20358,2,2
20358,1,1
20358,2,2
20359,1,1
20359,2,2
20360,1,1
20360,2,2
20362,1,2
20362,2,1
20381,1,2
20381,2,1
20382,1,1
20382,2,2
20394,1,2
20394,2,1
20403,1,1
20403,2,2
20404,1,2
20404,2,1
20405,1,1
20405,2,2
20418,1,4
20418,2,2
20418,3,3
20418,4,1
20430,1,1
20430,3,2
20430,2,3
20438,1,1
20438,2,2
20438,1,1
20438,2,2
20442,1,2
20442,2,1
20443,1,1
20443,2,2
20458,1,1
20458,2,2
20471,1,1
20471,2,2
20471,3,3
20474,1,1
20474,2,2
20485,1,1
20485,2,2
20485,1,1
20485,2,2
20489,1,2
20489,2,1
20491,2,1
20491,1,2
20492,1,2
20492,2,1
20493,1,2
20493,2,1
20497,1,2
20497,2,1
20499,1,1
20499,2,2
20503,1,1
20503,2,2
20505,1,2
20505,2,1
20512,1,3
20512,2,2
20512,3,1
20516,1,3
20516,2,1
20516,3,4
20516,4,2
20517,2,1
20517,1,2
20518,1,2
20518,2,1
20523,1,2
20523,2,1
20533,1,2
20533,2,1
20534,2,1
20534,1,2
20559,1,2
20559,2,1
20562,1,1
20562,2,2
20562,1,1
20562,2,2
20564,1,1
20564,2,2
20572,1,1
20572,2,2
20572,3,3
20577,1,1
20577,2,2
20580,1,2
20580,2,1
20595,1,1
20595,2,2
20595,1,1
20595,2,2
20597,1,4
20597,2,3
20597,3,1
20597,4,2
20600,1,2
20600,2,1
20620,1,1
20620,2,2
20623,1,1
20623,2,2
20628,1,2
20628,2,1
20632,1,1
20632,2,2
20644,1,2
20644,2,1
20651,1,1
20651,2,2
20656,1,2
20656,2,1
20662,1,1
20662,2,2
20662,1,1
20662,2,2
20674,1,1
20674,2,2
20675,1,3
20675,2,2
20675,3,1
- id=20692,zici=周全,pinyin=zhōuquán
20692,1,1
20692,2,2
20692,1,1
20692,2,2
20694,1,1
20694,2,2
20720,1,1
20720,2,2
20727,1,1
20727,2,2
20729,1,1
20729,2,2
20738,1,2
20738,2,1
20745,1,1
20745,2,2
20745,3,3
20745,1,1
20745,2,2
20745,3,3
20758,4,1
20758,2,2
20758,3,3
20758,1,4
