rank,origin_sn,new_sn
30001,1,1
30001,2,2
30026,1,2
30026,2,1
30045,1,2
30045,2,1
30047,1,1
30047,2,2
30049,1,3
30049,2,1
30049,3,2
30064,2,1
30064,1,2
30069,2,1
30069,1,2
30074,1,2
30074,2,1
30087,1,1
30087,2,2
30106,1,1
30106,2,2
30111,1,1
30111,2,2
30115,1,2
30115,2,1
30120,1,1
30120,2,2
30135,1,2
30135,2,1
30145,1,1
30145,2,2
30146,1,5
30146,2,1
30146,3,4
30146,4,3
30146,5,2
30160,1,1
30160,2,2
30164,1,1
30164,2,2
30164,1,1
30164,2,2
30191,1,2
30191,2,1
30196,1,1
30196,2,2
30200,1,1
30200,2,2
30201,1,1
30201,2,2
30211,1,2
30211,2,1
30213,1,1
30213,2,2
30237,1,2
30237,2,1
30240,1,1
30240,2,2
30245,1,2
30245,2,1
30253,1,1
30253,2,2
30256,1,1
30256,2,2
30256,1,1
30256,2,2
30261,2,1
30261,1,2
30263,1,2
30263,2,1
30266,1,1
30266,2,2
30276,1,2
30276,2,1
30299,1,2
30299,2,1
30310,1,3
30310,2,1
30310,3,2
30311,1,1
30311,2,2
30319,1,1
30319,2,2
30320,2,1
30320,1,2
30325,1,2
30325,2,1
30355,1,1
30355,2,2
30355,3,3
30367,1,2
30367,2,1
30368,1,1
30368,2,2
30370,1,1
30370,2,2
30371,1,1
30371,2,2
30377,1,2
30377,2,1
30379,1,1
30379,2,2
30384,1,1
30384,2,2
30412,1,1
30412,2,2
30414,1,2
30414,2,1
30418,1,1
30418,2,2
30419,1,1
30419,2,2
30426,1,2
30426,2,1
30434,1,3
30434,2,2
30434,3,1
30438,1,2
30438,2,1
30444,1,1
30444,2,2
30445,1,1
30445,2,2
30462,1,1
30462,2,2
30464,1,1
30464,2,2
30466,2,1
30466,1,2
30467,1,1
30467,2,2
30475,1,2
30475,2,1
30493,1,1
30493,2,2
30498,1,2
30498,2,1
30500,1,2
30500,2,1
30518,1,1
30518,2,2
30518,3,3
30530,1,1
30530,2,2
30531,1,1
30531,2,2
30544,1,1
30544,2,2
30552,1,1
30552,2,2
30554,1,1
30554,2,2
30556,1,2
30556,2,1
30562,1,2
30562,2,1
30564,1,2
30564,2,1
30566,1,2
30566,2,1
30570,1,2
30570,2,1
30571,1,1
30571,2,2
30582,1,1
30582,2,2
30587,1,1
30587,2,2
30589,1,1
30589,2,2
30597,1,2
30597,2,1
30600,1,1
30600,2,2
30614,1,3
30614,2,2
30614,3,1
30617,1,2
30617,2,1
30619,1,3
30619,2,2
30619,3,1
30625,1,4
30625,2,1
30625,3,2
30625,4,3
30629,1,2
30629,2,1
30635,2,1
30635,1,2
30639,1,2
30639,2,1
30655,1,2
30655,2,1
30682,1,1
30682,2,2
30687,1,1
30687,2,2
30694,1,2
30694,2,1
30703,1,1
30703,2,2
30726,1,1
30726,2,2
30747,1,1
30747,2,2
30747,4,3
30747,3,4
30750,1,1
30750,2,2
30751,1,1
30751,2,2
30756,1,2
30756,2,1
30783,1,2
30783,2,1
30788,1,1
30788,2,2
30788,3,3
30810,1,1
30810,2,2
30828,1,2
30828,2,1
30829,1,1
30829,2,2
30830,1,1
30830,2,2
30833,1,2
30833,2,1
30846,1,2
30846,2,1
30871,1,3
30871,2,1
30871,3,2
30872,1,2
30872,2,1
30885,1,1
30885,2,2
30886,1,2
30886,2,1
30900,2,1
30900,1,2
30918,1,1
30918,2,2
30920,1,4
30920,2,3
30920,3,1
30920,4,2
30921,1,2
30921,2,1
30922,1,1
30922,2,2
30925,1,2
30925,2,1
30947,1,1
30947,2,2
30947,3,3
30947,1,1
30947,2,2
30947,3,3
30966,1,2
30966,2,1
30968,1,1
30968,2,2
30994,1,2
30994,2,1
30997,1,2
30997,2,1
31014,1,1
31014,2,2
31014,1,1
31014,2,2
31019,2,1
31019,1,2
31020,1,1
31020,2,2
31024,1,1
31024,2,2
31028,1,1
31028,2,2
31033,1,1
31033,2,2
31039,1,1
31039,2,2
31041,1,1
31041,2,2
31042,2,1
31042,1,2
31044,2,1
31044,1,2
31053,1,2
31053,2,1
31099,1,1
31099,2,2
31100,2,1
31100,1,2
31105,1,2
31105,2,1
31105,3,3
31113,1,1
31113,2,2
31116,1,1
31116,2,2
31116,3,3
31121,2,1
31121,1,2
31124,1,1
31124,2,2
31136,1,1
31136,2,2
31139,1,1
31139,2,2
31142,1,1
31142,2,2
31145,1,2
31145,2,1
31146,1,2
31146,2,1
31154,1,2
31154,2,1
31155,1,1
31155,2,2
31171,2,1
31171,1,2
31173,1,2
31173,2,1
31174,1,1
31174,2,2
31184,1,1
31184,2,2
31188,1,3
31188,2,2
31188,3,1
31204,1,1
31204,2,2
31208,1,2
31208,2,1
31209,1,1
31209,2,2
31214,1,1
31214,2,3
31214,3,2
31231,1,1
31231,2,2
31232,1,1
31232,2,2
31242,1,1
31242,2,2
31251,1,3
31251,2,2
31251,3,1
31263,1,1
31263,2,2
31263,1,1
31263,2,2
31266,1,1
31266,2,2
31270,1,1
31270,2,2
31271,1,1
31271,2,2
31275,1,1
31275,2,2
31276,1,2
31276,2,1
31279,1,1
31279,2,2
31280,1,1
31280,2,2
31282,1,1
31282,2,2
31283,1,1
31283,2,3
31283,3,2
31296,1,1
31296,2,2
31311,1,2
31311,2,1
31318,1,2
31318,2,1
31320,1,1
31320,2,2
31320,3,3
31320,1,1
31320,2,2
31320,3,3
31330,1,1
31330,2,2
31339,1,1
31339,2,2
31345,1,2
31345,2,1
31353,1,1
31353,2,2
31354,1,2
31354,2,1
31357,1,1
31357,2,2
31366,1,2
31366,2,1
31373,1,2
31373,2,1
31388,1,1
31388,2,2
31392,1,2
31392,2,1
31399,1,1
31399,2,2
31400,1,2
31400,2,1
31412,1,2
31412,2,1
31449,1,2
31449,2,1
31454,2,1
31454,1,2
31458,1,1
31458,2,2
31468,1,1
31468,2,2
31479,1,2
31479,2,1
31481,1,1
31481,2,2
31483,1,1
31483,2,2
31491,1,2
31491,2,1
31494,1,2
31494,2,1
31523,1,1
31523,2,2
31525,2,1
31525,1,2
31533,1,1
31533,2,2
31533,1,1
31533,2,2
31553,1,3
31553,2,1
31553,3,2
31555,1,1
31555,2,2
31561,2,1
31561,1,2
31576,1,1
31576,2,2
31579,1,2
31579,2,1
31594,1,2
31594,2,1
31602,1,1
31602,2,2
31603,1,1
31603,2,2
31604,1,1
31604,2,2
31606,1,1
31606,2,2
31608,1,3
31608,2,1
31608,3,2
31610,1,1
31610,2,2
31613,1,1
31613,2,2
31616,1,1
31616,2,2
31616,1,1
31616,2,2
31617,1,1
31617,2,2
31617,3,3
31617,1,1
31617,2,2
31617,3,3
31636,1,1
31636,2,2
31639,1,1
31639,2,2
31639,3,3
31639,4,4
31647,1,2
31647,2,1
31659,1,2
31659,2,1
31661,1,1
31661,2,2
31663,1,1
31663,2,2
31669,1,1
31669,2,2
31674,1,2
31674,2,1
31674,3,3
31676,1,1
31676,2,2
31677,1,2
31677,2,1
31677,3,3
31690,1,1
31690,2,2
31701,1,2
31701,2,1
31707,1,2
31707,2,1
31709,1,1
31709,2,2
31709,3,3
31714,1,2
31714,2,1
31734,1,2
31734,2,1
31748,1,2
31748,2,1
31756,1,2
31756,2,1
31765,1,2
31765,2,1
31772,1,1
31772,2,2
31773,2,1
31773,1,2
31776,1,3
31776,2,1
31776,3,2
31785,1,1
31785,2,2
31793,1,2
31793,2,1
31795,1,1
31795,2,2
31796,1,1
31796,2,2
31797,1,1
31797,2,2
31807,1,3
31807,2,1
31807,3,2
31818,1,2
31818,2,1
31827,1,1
31827,2,2
31832,3,1
31832,2,2
31832,1,3
31844,1,1
31844,2,2
31846,1,2
31846,2,1
31855,1,1
31855,2,2
31860,1,1
31860,2,2
31860,3,3
31860,1,1
31860,2,2
31860,3,3
31874,1,1
31874,2,2
31884,2,1
31884,1,2
31889,1,2
31889,2,1
31892,1,1
31892,2,2
31894,1,1
31894,2,2
31898,1,1
31898,2,2
31899,1,2
31899,2,1
31904,1,2
31904,2,1
31920,1,2
31920,2,1
31922,1,3
31922,2,1
31922,3,2
31972,2,1
31972,1,2
31982,1,1
31982,2,2
31987,1,1
31987,2,2
31991,1,2
31991,2,1
31991,3,3
31993,3,1
31993,1,2
31993,2,3
32020,1,1
32020,2,2
32035,1,1
32035,2,3
32035,3,2
32036,1,1
32036,2,2
32036,1,1
32036,2,2
32037,1,2
32037,2,3
32037,3,1
32037,4,4
32041,1,1
32041,2,2
32042,1,2
32042,2,1
32072,1,2
32072,2,1
32076,1,1
32076,2,2
32080,1,1
32080,2,2
32083,1,2
32083,2,1
32084,2,1
32084,1,2
32086,1,1
32086,2,2
32091,2,1
32091,1,2
32099,1,1
32099,2,2
32120,1,1
32120,2,2
32120,3,3
32127,1,1
32127,2,2
32139,1,1
32139,2,2
32139,3,3
32143,1,1
32143,2,2
32150,1,2
32150,2,1
32152,1,1
32152,2,2
32153,1,2
32153,2,1
32154,1,1
32154,2,2
32155,1,1
32155,2,2
32180,1,1
32180,2,2
32198,1,1
32198,2,2
32199,1,2
32199,2,1
32203,2,1
32203,1,2
32206,1,2
32206,2,1
32212,1,1
32212,2,2
32226,1,1
32226,2,2
32235,3,1
32235,1,2
32235,2,3
32236,1,2
32236,2,1
32238,1,1
32238,2,2
32243,1,1
32243,2,2
32243,1,1
32243,2,2
32245,1,1
32245,2,2
32245,1,1
32245,2,2
32265,1,2
32265,2,1
32270,1,1
32270,2,2
32304,1,2
32304,2,1
32318,1,2
32318,2,1
32338,1,1
32338,2,2
32344,1,1
32344,2,2
32356,1,1
32356,2,2
32359,1,1
32359,2,2
32367,1,1
32367,2,2
32369,1,2
32369,2,1
32406,1,1
32406,2,2
32419,1,1
32419,2,2
32423,1,1
32423,2,2
32424,1,1
32424,2,2
32432,1,2
32432,2,1
32460,1,1
32460,2,2
32460,3,3
32464,1,1
32464,2,2
32466,1,1
32466,2,2
32488,1,2
32488,2,1
1. `sn=1,形,"有利于做交易的；吉利""` → 如“利市利民”，偏书面或政策用语，有一定使用频率，但不如口语中“吉利”常见。"
2. `sn=2,名,"利润""` → 如“利市翻番”，在商业、财经语境中较常见，尤其在粤语或南方方言中，“利市”常指“利润”或“红包”。"
3. `sn=3,名,"买卖上好的预兆""` → 如“讨个利市”，与民俗、节日相关，偏向文化习俗用法。"
32503,2,1
32503,3,2
32503,1,3
32511,1,1
32511,2,2
32537,1,2
32537,2,1
32544,1,1
32544,2,2
32547,1,1
32547,2,3
32547,3,2
