rank,origin_sn,new_sn
45034,1,1
45034,2,2
45061,1,2
45061,2,1
45061,3,3
45066,1,1
45066,2,2
45077,1,1
45077,2,2
45106,1,2
45106,2,1
45108,2,1
45108,1,2
45153,1,1
45153,2,2
45169,1,2
45169,2,1
45207,1,1
45207,2,2
45242,1,1
45242,2,2
45246,1,1
45246,2,2
45279,1,1
45279,2,2
45292,1,-1
45292,2,-1
45325,1,1
45325,2,2
45325,3,3
45355,1,2
45355,2,1
45366,2,1
45366,1,2
45369,1,1
45369,2,2
45379,1,1
45379,2,2
45379,3,3
45379,1,1
45379,2,2
45379,3,3
45383,1,1
45383,2,2
45400,1,1
45400,2,2
45400,3,3
45419,1,1
45419,2,2
45419,1,1
45419,2,2
45447,1,2
45447,2,1
45452,1,1
45452,2,2
45461,1,2
45461,2,1
45478,1,1
45478,2,2
45481,1,1
45481,2,2
45488,1,1
45488,2,2
45509,1,1
45509,2,2
45519,1,3
45519,2,2
45519,3,1
45522,1,1
45522,2,2
45529,1,1
45529,2,2
45537,1,1
45537,2,2
45540,1,2
45540,2,1
45541,2,1
45541,1,2
45559,1,1
45559,2,2
45576,1,2
45576,2,1
45579,1,1
45579,2,2
45579,3,3
45579,1,1
45579,2,2
45579,3,3
45581,2,1
45581,1,2
45613,2,1
45613,1,2
45629,1,1
45629,2,3
45629,3,2
45638,1,2
45638,2,1
45644,1,1
45644,2,2
45647,1,2
45647,2,1
45655,1,1
45655,2,2
45657,1,2
45657,2,1
45658,1,2
45658,2,1
45695,1,1
45695,2,2
45696,1,1
45696,2,2
45700,1,1
45700,2,2
45700,1,1
45700,2,2
45712,1,1
45712,2,2
45725,1,1
45725,2,2
45741,1,3
45741,2,1
45741,3,2
45749,1,1
45749,2,2
45767,1,1
45767,2,2
45772,1,1
45772,2,2
45772,1,1
45772,2,2
45774,1,1
45774,2,2
45785,1,2
45785,2,1
45787,2,1
45787,1,2
45816,1,3
45816,2,2
45816,3,4
45816,4,1
45827,2,1
45827,1,2
45839,1,1
45839,2,2
45851,1,2
45851,2,1
45853,1,1
45853,2,2
45853,3,3
45875,1,2
45875,2,1
45918,1,1
45918,2,2
45922,3,1
45922,2,2
45922,1,3
45939,1,1
45939,2,2
45954,1,1
45954,2,2
45966,2,1
45966,1,2
45976,1,1
45976,2,2
46005,1,2
46005,2,1
46009,1,1
46009,2,2
46044,1,2
46044,2,1
46046,1,2
46046,2,1
46058,1,1
46058,2,2
46079,1,1
46079,2,2
46097,1,2
46097,2,1
46112,1,2
46112,2,1
46116,1,1
46116,2,3
46116,3,2
46142,1,1
46142,2,2
46153,1,1
46153,2,2
46247,2,1
46247,1,2
46257,1,1
46257,2,2
46265,1,1
46265,2,3
46265,3,2
46268,1,1
46268,2,2
46271,1,1
46271,2,2
46284,2,1
46284,1,2
46288,2,1
46288,1,2
46290,1,2
46290,2,1
46300,1,1
46300,2,2
46307,1,2
46307,2,3
46307,3,1
46363,1,1
46363,2,2
46364,2,1
46364,1,2
46369,1,1
46369,2,2
46371,1,3
46371,2,1
46371,3,2
46386,1,1
46386,2,2
46386,1,1
46386,2,2
46396,1,2
46396,2,1
46398,1,2
46398,2,1
46407,1,2
46407,2,1
46410,1,2
46410,2,1
46413,1,2
46413,2,3
46413,3,1
46421,1,2
46421,2,1
46428,1,2
46428,2,1
46447,1,1
46447,2,2
46457,1,1
46457,2,2
46464,1,2
46464,2,1
46470,2,1
46470,1,2
46495,1,1
46495,2,2
46496,1,1
46496,2,2
46508,1,1
46508,2,2
46511,1,2
46511,2,1
46512,1,1
46512,2,2
46529,1,1
46529,2,2
46547,1,1
46547,2,2
46581,1,1
46581,2,2
46582,1,2
46582,2,1
46584,2,1
46584,1,2
46597,1,1
46597,2,2
46597,1,1
46597,2,2
46614,3,1
46614,1,2
46614,2,3
46616,1,2
46616,2,1
46621,1,2
46621,2,1
46624,1,1
46624,2,2
46663,1,2
46663,2,1
46679,1,2
46679,2,1
46706,1,2
46706,2,1
46706,3,3
46709,1,1
46709,2,2
46709,1,1
46709,2,2
46721,1,1
46721,2,2
46747,1,2
46747,2,1
46767,1,1
46767,2,2
46796,1,1
46796,2,2
