rank,origin_sn,new_sn
85016,1,1
85016,2,2
85256,2,1
85256,1,2
85831,1,1
85831,2,2
85859,1,2
85859,2,1
86575,1,2
86575,2,3
86575,3,1
86839,1,2
86839,2,1
86866,2,1
86866,1,2
87020,1,1
87020,2,2
87030,1,1
87030,2,2
87132,2,1
87132,1,2
87299,2,1
87299,1,2
87417,1,1
87417,2,2
87417,1,1
87417,2,2
87477,1,1
87477,2,2
87939,1,2
87939,2,1
88004,1,1
88004,2,2
88004,1,1
88004,2,2
88094,1,1
88094,2,2
88132,1,2
88132,2,1
88170,1,1
88170,2,2
88245,1,1
88245,2,2
88433,1,1
88433,2,2
88672,1,1
88672,2,2
89020,1,1
89020,2,2
89429,1,1
89429,2,2
89619,1,1
89619,2,2
89708,1,1
89708,2,2
89724,1,2
89724,2,1
89748,1,1
89748,2,2
