rank,origin_sn,new_sn
25003,1,2
25003,2,1
25028,1,1
25028,2,2
25031,1,1
25031,2,2
25035,2,1
25035,1,2
25037,1,1
25037,2,2
25041,1,1
25041,2,2
25042,1,1
25042,2,2
25049,1,1
25049,2,2
25051,1,2
25051,2,1
25064,1,1
25064,2,2
25070,1,1
25070,2,2
25071,1,2
25071,2,1
25071,3,3
25074,1,1
25074,2,2
25074,1,1
25074,2,2
25083,1,1
25083,2,2
25088,1,2
25088,2,1
25114,1,1
25114,2,2
25125,1,2
25125,2,1
25128,1,2
25128,2,1
25132,1,1
25132,2,2
25132,1,1
25132,2,2
25145,1,1
25145,2,2
25149,1,1
25149,2,2
25154,1,1
25154,2,3
25154,3,2
25154,4,4
25157,1,1
25157,2,2
25162,1,1
25162,2,2
25163,1,1
25163,2,2
25176,1,1
25176,2,2
25176,1,1
25176,2,2
25178,1,1
25178,2,2
25179,1,2
25179,2,1
25184,1,1
25184,2,2
25188,2,1
25188,1,2
25208,1,1
25208,2,2
25211,1,1
25211,2,2
25247,1,4
25247,2,1
25247,3,5
25247,4,3
25247,5,2
25252,1,1
25252,2,2
25252,3,3
25252,1,1
25252,2,2
25252,3,3
25261,1,1
25261,2,2
25261,1,1
25261,2,2
25271,1,1
25271,2,2
25272,1,1
25272,2,2
25272,1,1
25272,2,2
25276,1,2
25276,2,1
25284,1,1
25284,2,2
25296,1,2
25296,2,1
25296,3,3
25299,1,2
25299,2,1
25307,1,2
25307,2,1
25314,2,1
25314,1,2
25323,1,1
25323,2,2
25333,1,2
25333,2,1
25334,1,2
25334,2,1
25336,1,1
25336,2,2
25341,2,1
25341,1,2
25346,1,1
25346,2,2
25347,2,1
25347,1,2
25349,1,1
25349,2,2
25349,3,3
25356,1,1
25356,2,2
25358,1,2
25358,2,1
25368,1,2
25368,2,3
25368,3,1
25375,1,2
25375,2,1
25383,1,1
25383,2,2
25391,1,1
25391,2,2
25395,1,1
25395,2,2
25397,1,1
25397,2,2
25399,1,1
25399,2,2
25401,2,1
25401,1,2
25419,1,2
25419,2,1
