rank,origin_sn,new_sn
50011,1,2
50011,2,1
50012,1,1
50012,2,2
50023,1,2
50023,2,1
50038,1,2
50038,2,1
50081,1,1
50081,2,2
50083,1,1
50083,2,2
50085,1,1
50085,2,2
50092,1,2
50092,2,1
50105,1,1
50105,2,2
50122,2,1
50122,1,2
50128,1,1
50128,2,2
50129,1,1
50129,2,2
50150,1,2
50150,2,1
50187,1,1
50187,2,2
50216,1,2
50216,2,3
50216,3,1
50217,2,1
50217,1,2
50220,1,1
50220,2,2
50220,3,3
> 注：本例中原始顺序（sn=1,2,3）已经符合常用度排序，因此 new_sn 与原 sn 一致。
50258,1,1
50258,2,2
50264,1,2
50264,2,1
50268,1,2
50268,2,1
50268,1,2
50268,2,1
50294,1,1
50294,2,2
50294,3,3
50302,1,2
50302,2,1
50311,1,1
50311,2,2
50334,1,2
50334,2,3
50334,3,1
50340,1,2
50340,2,3
50340,3,1
50347,1,1
50347,2,2
50377,2,1
50377,1,2
50399,1,1
50399,2,2
50409,1,1
50409,2,2
50438,1,2
50438,2,1
50457,1,1
50457,2,2
50475,2,1
50475,1,2
50487,1,1
50487,2,2
50517,1,1
50517,3,2
50517,2,3
50518,2,1
50518,1,2
50580,1,1
50580,2,2
50581,1,1
50581,2,2
50585,1,2
50585,2,1
50590,1,1
50590,2,2
50605,1,1
50605,2,2
50624,1,2
50624,2,1
50634,1,1
50634,2,2
50634,3,3
50640,1,1
50640,2,2
50674,1,1
50674,2,2
50674,3,3
50675,1,1
50675,2,2
50712,1,1
50712,2,2
50713,1,1
50713,2,2
50717,1,1
50717,2,2
50776,1,2
50776,2,1
50793,1,1
50793,2,2
50801,1,2
50801,2,1
50820,1,2
50820,2,1
50826,1,1
50826,2,2
50830,2,1
50830,1,2
50836,1,1
50836,2,2
50854,1,2
50854,2,1
50860,1,1
50860,2,2
50883,1,1
50883,2,2
50923,1,2
50923,2,1
50942,1,1
50942,2,3
50942,3,2
50943,1,1
50943,2,2
50943,1,1
50943,2,2
50951,1,1
50951,2,2
50952,1,1
50952,2,2
50996,1,1
50996,2,2
51064,1,2
51064,2,1
51082,1,1
51082,2,2
51083,1,1
51083,2,2
51083,1,1
51083,2,2
51089,2,1
51089,1,2
51116,1,1
51116,2,2
51127,1,1
51127,2,2
51132,2,1
51132,1,2
51139,1,1
51139,2,2
51171,1,1
51171,2,2
51171,1,1
51171,2,2
51186,1,1
51186,2,2
51190,2,1
51190,1,2
51191,2,1
51191,1,2
51191,3,3
51192,1,1
51192,2,2
51242,1,2
51242,2,1
51257,1,2
51257,2,1
51266,1,2
51266,2,1
51274,1,2
51274,2,1
51285,1,1
51285,2,2
51300,1,1
51300,2,2
51331,2,1
51331,1,2
51339,1,1
51339,2,2
51378,1,1
51378,2,2
51378,1,1
51378,2,2
51389,1,1
51389,2,2
51398,1,1
51398,2,2
51439,2,1
51439,1,2
51446,1,2
51446,2,1
51478,1,1
51478,2,2
51485,1,1
51485,2,2
51500,2,1
51500,1,2
51506,1,1
51506,2,2
51516,1,1
51516,2,2
51518,1,1
51518,2,2
51523,1,1
51523,2,2
51526,1,2
51526,2,1
51543,1,1
51543,2,2
51561,1,1
51561,2,2
51572,1,2
51572,2,1
51589,2,1
51589,1,2
51597,1,2
51597,2,1
51609,1,1
51609,2,2
51622,1,1
51622,2,2
51633,1,1
51633,2,2
51638,1,1
51638,2,2
51641,1,2
51641,2,1
51653,1,2
51653,2,1
51653,3,3
51653,4,4
51658,1,2
51658,2,1
51669,1,1
51669,2,2
51669,1,1
51669,2,2
51683,1,2
51683,2,1
51688,1,1
51688,2,2
51688,1,1
51688,2,2
51693,1,-1
51693,2,-1
51722,2,1
51722,1,2
51733,1,1
51733,2,2
51733,1,1
51733,2,2
51757,1,1
51757,2,2
51794,1,3
51794,2,1
51794,3,2
51798,1,1
51798,2,2
51804,2,1
51804,1,2
51808,1,1
51808,2,2
51826,1,2
51826,2,1
51832,2,1
51832,1,2
51838,1,1
51838,2,2
51840,1,1
51840,2,2
51883,1,1
51883,2,2
51888,1,2
51888,2,1
51929,1,1
51929,2,2
51934,2,1
51934,1,2
51937,1,2
51937,2,1
51959,1,1
51959,2,2
51967,1,1
51967,2,2
51973,2,1
51973,1,2
51982,1,1
51982,2,2
51982,3,3
52005,1,1
52005,3,2
52005,2,3
52066,1,2
52066,2,1
52094,1,1
52094,2,2
52120,1,1
52120,2,2
52123,1,1
52123,2,2
52151,1,1
52151,2,2
52162,1,1
52162,2,2
52182,1,2
52182,2,1
52194,1,1
52194,2,2
52197,1,3
52197,2,2
52197,3,1
52209,2,1
52209,1,2
52212,1,1
52212,2,2
52219,1,1
52219,2,2
52250,2,1
52250,1,2
52267,1,1
52267,2,2
52270,1,1
52270,2,2
52319,1,2
52319,2,1
52327,1,2
52327,2,1
52344,1,1
52344,2,2
52347,1,1
52347,2,2
52369,1,1
52369,2,2
52372,1,1
52372,2,2
52383,1,1
52383,2,2
52383,3,3
52408,1,1
52408,2,2
52414,1,1
52414,2,2
52431,2,1
52431,1,2
52442,2,1
52442,1,2
52471,1,2
52471,2,1
52471,3,3
52476,1,1
52476,2,2
52484,1,1
52484,2,2
52484,1,1
52484,2,2
52485,1,2
52485,2,1
52486,1,2
52486,2,1
52502,1,1
52502,2,2
52504,1,1
52504,2,2
52530,1,1
52530,2,2
52559,1,4
52559,2,3
52559,3,2
52559,4,1
52561,1,2
52561,2,1
52576,1,1
52576,2,2
52576,1,1
52576,2,2
52599,1,2
52599,2,3
52599,3,1
52612,1,2
52612,2,1
52652,2,1
52652,1,2
52660,1,1
52660,2,2
52660,1,1
52660,2,2
52664,1,1
52664,2,2
52669,1,1
52669,2,2
52674,1,1
52674,2,2
52677,1,1
52677,2,2
52715,1,1
52715,2,2
52732,1,1
52732,2,2
52742,1,1
52742,2,2
52753,1,1
52753,2,2
52821,1,1
52821,2,2
52837,2,1
52837,1,2
52838,1,2
52838,2,1
52849,1,1
52849,2,2
52860,1,2
52860,2,1
52862,1,1
52862,2,2
52880,1,1
52880,2,2
52897,1,1
52897,2,2
52920,1,1
52920,2,2
52924,1,1
52924,2,2
52925,1,2
52925,2,1
52932,2,1
52932,1,2
52932,2,1
52932,1,2
52940,1,2
52940,2,1
52948,1,1
52948,2,2
52951,1,2
52951,2,1
52971,1,2
52971,2,1
52992,1,1
52992,2,2
52994,1,1
52994,2,2
53007,1,2
53007,2,1
53020,2,1
53020,1,2
53023,1,1
53023,2,2
53024,1,1
53024,2,2
53037,1,1
53037,2,2
53044,1,2
53044,2,1
53077,1,1
53077,2,2
53079,1,1
53079,2,2
- sn=1,名词,“神怪”
- sn=2,形容词,“神奇怪异”
53100,1,2
53100,2,1
53104,1,2
53104,2,1
53108,1,2
53108,2,1
53115,1,3
53115,2,1
53115,3,2
53122,1,2
53122,2,1
53128,1,2
53128,2,1
53129,1,1
53129,2,2
53134,1,1
53134,2,2
53143,1,2
53143,2,1
53150,1,1
53150,2,2
53152,1,1
53152,2,2
53152,1,1
53152,2,2
53160,1,2
53160,2,1
53168,1,1
53168,2,2
53168,1,1
53168,2,2
53188,1,2
53188,2,1
53197,1,2
53197,2,1
53212,1,2
53212,2,1
53235,1,1
53235,2,2
53240,1,2
53240,2,1
53242,1,1
53242,2,2
53253,1,2
53253,2,1
53260,1,1
53260,2,2
53264,1,2
53264,2,1
53291,1,2
53291,2,1
53292,1,1
53292,2,2
53307,1,1
53307,2,2
53315,1,1
53315,2,2
53331,1,1
53331,2,2
53335,1,1
53335,2,2
53350,1,1
53350,2,2
53366,1,1
53366,2,2
53366,3,3
53366,1,1
53366,2,2
53366,3,3
53367,1,2
53367,2,1
53380,1,1
53380,2,2
53407,1,2
53407,2,1
53440,1,1
53440,2,2
53451,1,1
53451,2,2
53453,1,1
53453,2,2
53457,1,1
53457,2,2
53468,1,1
53468,2,2
53478,1,1
53478,2,2
53485,1,1
53485,2,2
53514,1,1
53514,2,2
53556,2,1
53556,1,2
53564,1,1
53564,2,2
53565,1,1
53565,2,2
53565,1,1
53565,2,2
53572,1,2
53572,2,1
53574,3,1
53574,1,2
53574,2,3
53593,1,1
53593,2,2
53594,1,1
53594,2,2
53600,1,1
53600,2,2
53616,1,1
53616,2,2
53625,1,1
53625,3,2
53625,2,3
53634,1,1
53634,2,2
53635,1,1
53635,2,2
53642,1,2
53642,2,1
53684,1,1
53684,2,2
53697,1,1
53697,2,3
53697,3,2
53714,1,2
53714,2,1
53746,1,1
53746,2,2
53746,1,1
53746,2,2
53747,1,1
53747,2,2
53747,3,3
53756,1,1
53756,2,2
53784,1,1
53784,2,2
53787,1,1
53787,2,3
53787,3,2
53795,1,1
53795,2,2
53803,2,1
53803,1,2
53823,1,1
53823,2,2
53828,2,1
53828,1,2
53829,1,1
53829,2,2
53839,1,2
53839,2,1
53840,1,1
53840,2,2
53861,1,1
53861,2,2
53927,1,1
53927,2,2
53934,1,2
53934,2,1
53961,1,2
53961,2,1
54001,1,1
54001,2,2
54002,1,1
54002,2,2
54016,1,1
54016,2,2
54033,1,1
54033,2,2
54155,1,1
54155,2,2
54169,2,1
54169,1,2
54186,1,1
54186,2,2
54200,1,2
54200,2,1
54208,1,1
54208,2,2
54243,1,1
54243,2,2
54254,1,1
54254,2,2
54283,2,1
54283,1,2
54291,1,2
54291,2,1
54304,1,1
54304,2,2
54312,1,2
54312,2,1
54332,1,2
54332,2,1
54341,1,1
54341,2,2
54360,1,2
54360,2,3
54360,3,1
54362,1,1
54362,2,2
54371,1,2
54371,2,1
54377,1,1
54377,2,2
54387,1,1
54387,2,2
54387,3,3
54388,1,1
54388,2,2
54396,1,1
54396,2,2
54398,1,1
54398,2,2
54409,1,2
54409,2,1
54411,1,1
54411,2,2
54411,3,3
54411,1,1
54411,2,2
54411,3,3
54421,1,1
54421,2,2
54438,1,2
54438,2,1
54439,1,2
54439,2,1
54444,1,1
54444,2,2
54444,3,3
54445,1,2
54445,2,1
54466,1,2
54466,2,1
54466,3,3
54502,1,2
54502,2,1
54540,1,2
54540,2,1
54553,1,1
54553,2,2
54556,1,1
54556,2,2
54556,1,1
54556,2,2
54580,1,2
54580,2,1
54594,2,1
54594,1,2
54603,1,2
54603,2,1
54610,1,2
54610,2,1
54636,1,1
54636,2,2
54664,1,1
54664,2,2
54695,2,1
54695,1,2
54708,1,1
54708,2,2
54719,1,2
54719,2,1
54735,1,2
54735,2,1
54750,2,1
54750,1,2
54787,2,1
54787,1,2
54799,1,2
54799,2,1
54816,1,1
54816,2,2
54818,1,1
54818,2,2
54824,1,1
54824,2,2
54828,1,1
54828,2,2
54839,1,1
54839,2,2
54844,1,2
54844,2,1
54856,1,1
54856,2,2
54872,1,2
54872,2,1
54876,2,1
54876,1,2
54935,1,2
54935,2,1
54937,2,1
54937,1,2
54937,3,3
54944,1,1
54944,2,2
54954,1,1
54954,2,2
54961,2,1
54961,1,2
54983,1,2
54983,2,1
54991,1,1
54991,2,2
