hanzi_id,hanzi,frequency_rank,pinyin_id,pinyin,pinyin_sn,hsk_level
20697,始祖,20001,21324,shǐ zǔ,1,
20698,愈合,20002,21325,yù hé,1,
20699,和局,20003,21326,hé jú,1,
20700,沉稳,20004,21327,chén wěn,1,
20701,空气污染,20006,21328,kōng qì wū rǎn,1,
20702,亲历,20007,21329,qīn lì,1,
20703,住址,20008,21330,zhù zhǐ,1,
20704,剔除,20010,21331,tī chú,1,
20705,边城,20011,21332,biān chéng,1,
20706,初春,20012,21333,chū chūn,1,
20707,典当,20013,21334,diǎn dàng,1,
20708,浩然,20014,21335,hào rán,1,
20709,违犯,20015,21336,wéi fàn,1,
20710,降生,20016,21337,jiàng shēng,1,
20711,三部曲,20019,21338,sān bù qǔ,1,
20712,修道院,20020,21339,xiū dào yuàn,1,
20713,相映,20023,21340,xiāng yìng,1,
20714,后撤,20024,21341,hòu chè,1,
20715,邪说,20025,21342,xié shuō,1,
20716,沼气,20026,21343,zhǎo qì,1,
20717,周身,20027,21344,zhōu shēn,1,
20718,酷似,20029,21345,kù sì,1,
20719,光闪闪,20030,21346,guāng shǎn shǎn,1,
20720,至高无上,20032,21347,zhì gāo wú shàng,1,
20721,肆无忌惮,20033,21348,sì wú jì dàn,1,
20722,厢房,20034,21349,xiāng fáng,1,
20723,围坐,20035,21350,wéi zuò,1,
20724,百十,20036,21351,bǎi shí,1,
20725,举目,20037,21352,jǔ mù,1,
20726,风扇,20038,21353,fēng shàn,1,
20727,尾随,20039,21354,wěi suí,1,
20728,胡闹,20040,21355,hú nào,1,
20729,佛学,20041,21356,fó xué,1,
20730,见鬼,20042,21357,jiàn guǐ,1,
20731,久违,20043,21358,jiǔ wéi,1,
20732,下风,20044,21359,xià fēng,1,
20733,探视,20045,21360,tàn shì,1,
20734,脚底,20046,21361,jiǎo dǐ,1,
20735,视屏,20047,21362,shì píng,1,
20736,制动,20049,21363,zhì dòng,1,
20737,消费结构,20051,21364,xiāo fèi jié gòu,1,
20738,盔甲,20052,21365,kuī jiǎ,1,
20739,轶事,20053,21366,yì shì,1,
20740,电筒,20054,21367,diàn tǒng,1,
20741,尚可,20055,21368,shàng kě,1,
20742,赎罪,20056,21369,shú zuì,1,
20743,野马,20057,21370,yě mǎ,1,
20744,游园,20058,21371,yóu yuán,1,
20745,宽慰,20059,21372,kuān wèi,1,
20746,姥爷,20060,21373,lǎo ye,1,
20747,毒案,20061,21374,dú àn,1,
20748,超乎,20062,21375,chāo hū,1,
20749,给付,20064,21376,jǐ fù,1,
20750,赔礼,20065,21377,péi lǐ,1,
20751,犹太教,20067,21378,yóu tài jiào,1,
20752,肺结核,20068,21379,fèi jié hé,1,
20753,欠债,20069,21380,qiàn zhài,1,
20754,脊椎动物,20070,21381,jǐ zhuī dòng wù,1,
20755,却步,20071,21382,què bù,1,
20756,算计,20072,21383,suàn ji,1,
20757,行好,20073,21384,xíng hǎo,1,
20758,异口同声,20074,21385,yì kǒu tóng shēng,1,
20759,高危,20075,21386,gāo wēi,1,
20760,冷藏,20076,21387,lěng cáng,1,
20761,祸害,20077,21388,huò hai,1,
20762,研读,20078,21389,yán dú,1,
20763,奄奄,20080,21390,yǎn yǎn,1,
20764,按捺,20081,21391,àn nà,1,
20765,同心协力,20082,21392,tóng xīn xié lì,1,
20766,脍炙人口,20083,21393,kuài zhì rén kǒu,1,
20767,批次,20084,21394,pī cì,1,
20768,庆功,20085,21395,qìng gōng,1,
20769,东侧,20086,21396,dōng cè,1,
20770,沿街,20087,21397,yán jiē,1,
20771,计划单列市,20088,21398,jì huà dān liè shì,1,
20772,老农,20089,21399,lǎo nóng,1,
20773,位能,20090,21400,wèi néng,1,
20774,大不了,20092,21401,dà bu liǎo,1,
20775,制成品,20094,21402,zhì chéng pǐn,1,
20776,不含糊,20095,21403,bù hán hu,1,
20777,高速铁路,20097,21404,gāo sù tiě lù,1,
20778,习以为常,20098,21405,xí yǐ wéi cháng,1,
20779,本草,20100,21406,běn cǎo,1,
20780,汛情,20101,21407,xùn qíng,1,
20781,匈奴,20102,21408,xiōng nú,1,
20782,联袂,20103,21409,lián mèi,1,
20783,责难,20104,21410,zé nàn,1,
20784,双亲,20106,21411,shuāng qīn,1,
20785,自责,20107,21412,zì zé,1,
20786,苦痛,20108,21413,kǔ tòng,1,
20787,冰糖,20109,21414,bīng táng,1,
20788,下学,20110,21415,xià xué,1,
20789,无成,20113,21416,wú chéng,1,
20790,灯泡,20114,21417,dēng pào,1,
20791,能见度,20115,21418,néng jiàn dù,1,
20792,涉及面,20116,21419,shè jí miàn,1,
20793,落日,20117,21420,luò rì,1,
20794,教化,20118,21421,jiào huà,1,
20795,茁壮,20119,21422,zhuó zhuàng,1,
20796,临别,20120,21423,lín bié,1,
20797,改称,20121,21424,gǎi chēng,1,
20798,减低,20122,21425,jiǎn dī,1,
20799,开本,20123,21426,kāi běn,1,
20800,求索,20126,21427,qiú suǒ,1,
20801,雅致,20127,21428,yǎ zhì,1,
20802,奢望,20128,21429,shē wàng,1,
20803,三北,20129,21430,sān běi,1,
20804,临时性,20131,21431,lín shí xìng,1,
20805,玷污,20132,21432,diàn wū,1,
20806,重阳,20133,21433,chóng yáng,1,
20807,采摘,20134,21434,cǎi zhāi,1,
20808,脸皮,20135,21435,liǎn pí,1,
20809,韭菜,20136,21436,jiǔ cài,1,
20810,开道,20137,21437,kāi dào,1,
20811,富饶,20138,21438,fù ráo,1,
20812,和乐,20139,21439,hé lè,1,
20813,飘浮,20141,21440,piāo fú,1,
20814,宣泄,20142,21441,xuān xiè,1,
20815,造化,20143,21442,zào hua,1,
20815,造化,20143,21443,zào huà,2,
20816,家庭暴力,20144,21444,jiā tíng bào lì,1,
20817,全责,20145,21445,quán zé,1,
20818,后腿,20146,21446,hòu tuǐ,1,
20819,学海,20147,21447,xué hǎi,1,
20820,魁梧,20148,21448,kuí wú,1,
20821,念叨,20149,21449,niàn dao,1,
20822,重生,20150,21450,chóng shēng,1,
20823,钻探,20151,21451,zuān tàn,1,
20824,稚嫩,20153,21452,zhì nèn,1,
20825,合算,20154,21453,hé suàn,1,
20826,竖立,20156,21454,shù lì,1,
20827,成见,20157,21455,chéng jiàn,1,
20828,别出心裁,20161,21456,bié chū xīn cái,1,
20829,会签,20162,21457,huì qiān,1,
20830,租界,20163,21458,zū jiè,1,
20831,揭牌,20164,21459,jiē pái,1,
20832,所见所闻,20166,21460,suǒ jiàn suǒ wén,1,
20833,阻击,20167,21461,zǔ jī,1,
20834,旗舰,20168,21462,qí jiàn,1,
20835,斗殴,20169,21463,dòu ōu,1,
20836,布景,20170,21464,bù jǐng,1,
20837,糯米,20171,21465,nuò mǐ,1,
20838,木匠,20172,21466,mù jiang,1,
20839,白热,20173,21467,bái rè,1,
20840,耐劳,20174,21468,nài láo,1,
20841,牙膏,20175,21469,yá gāo,1,
20842,坚毅,20176,21470,jiān yì,1,
20843,重读,20177,21471,chóng dú,1,
20843,重读,20177,21472,zhòng dú,2,
20844,恩惠,20179,21473,ēn huì,1,
20845,半成品,20180,21474,bàn chéng pǐn,1,
20846,一席话,20181,21475,yī xí huà,1,
20847,气冲冲,20182,21476,qì chōng chōng,1,
20848,险阻,20183,21477,xiǎn zǔ,1,
20849,同盟军,20184,21478,tóng méng jūn,1,
20850,干枯,20185,21479,gān kū,1,
20851,交通线,20186,21480,jiāo tōng xiàn,1,
20852,藏学,20190,21481,zàng xué,1,
20853,五反,20191,21482,wǔ fǎn,1,
20854,草拟,20192,21483,cǎo nǐ,1,
20855,秉公,20195,21484,bǐng gōng,1,
20856,金三角,20198,21485,jīn sān jiǎo,1,
20857,五官,20199,21486,wǔ guān,1,
20858,戒严,20200,21487,jiè yán,1,
20859,密林,20201,21488,mì lín,1,
20860,比照,20202,21489,bǐ zhào,1,
20861,芹菜,20203,21490,qín cài,1,
20862,不道德,20204,21491,bù dào dé,1,
20863,不解之缘,20205,21492,bù jiě zhī yuán,1,
20864,套路,20206,21493,tào lù,1,
20865,伯母,20207,21494,bó mǔ,1,
20866,补习,20209,21495,bǔ xí,1,
20867,便道,20210,21496,biàn dào,1,
20868,奉为,20213,21497,fèng wéi,1,
20869,南瓜,20214,21498,nán guā,1,
20870,专有,20215,21499,zhuān yǒu,1,
20871,演技,20216,21500,yǎn jì,1,
20872,奉承,20218,21501,fèng cheng,1,
20873,看守所,20219,21502,kān shǒu suǒ,1,
20874,起誓,20221,21503,qǐ shì,1,
20875,交椅,20223,21504,jiāo yǐ,1,
20876,共度,20224,21505,gòng dù,1,
20877,木雕,20226,21506,mù diāo,1,
20878,义愤,20227,21507,yì fèn,1,
20879,忍痛,20228,21508,rěn tòng,1,
20880,形似,20229,21509,xíng sì,1,
20881,受精,20230,21510,shòu jīng,1,
20882,斩首,20231,21511,zhǎn shǒu,1,
20883,女仆,20232,21512,nǚ pú,1,
20884,大过,20234,21513,dà guò,1,
20885,利索,20235,21514,lì suo,1,
20886,天外,20236,21515,tiān wài,1,
20887,老弟,20238,21516,lǎo dì,1,
20888,起死回生,20240,21517,qǐ sǐ huí shēng,1,
20889,基因工程,20241,21518,jī yīn gōng chéng,1,
20890,隐匿,20242,21519,yǐn nì,1,
20891,毛发,20243,21520,máo fà,1,
20892,九天,20244,21521,jiǔ tiān,1,
20893,济济,20245,21522,jǐ jǐ,1,
20894,水沟,20246,21523,shuǐ gōu,1,
20895,缜密,20247,21524,zhěn mì,1,
20896,承租,20248,21525,chéng zū,1,
20897,译作,20249,21526,yì zuò,1,
20898,偏颇,20250,21527,piān pō,1,
20899,排演,20251,21528,pái yǎn,1,
20900,书展,20252,21529,shū zhǎn,1,
20901,总务,20254,21530,zǒng wù,1,
20902,宪政,20255,21531,xiàn zhèng,1,
20903,季军,20257,21532,jì jūn,1,
20904,休整,20258,21533,xiū zhěng,1,
20905,织布,20259,21534,zhī bù,1,
20906,尾气,20260,21535,wěi qì,1,
20907,弟妹,20261,21536,dì mèi,1,
20908,率部,20262,21537,shuài bù,1,
20909,女方,20263,21538,nǚ fāng,1,
20910,对打,20264,21539,duì dǎ,1,
20911,毒蛇,20265,21540,dú shé,1,
20912,走人,20266,21541,zǒu rén,1,
20913,武侠小说,20267,21542,wǔ xiá xiǎo shuō,1,
20914,司空见惯,20268,21543,sī kōng jiàn guàn,1,
20915,边境贸易,20270,21544,biān jìng mào yì,1,
20916,菠菜,20271,21545,bō cài,1,
20917,蜚声,20272,21546,fēi shēng,1,
20918,水草,20273,21547,shuǐ cǎo,1,
20919,无止境,20274,21548,wú zhǐ jìng,1,
20920,下药,20275,21549,xià yào,1,
20921,冰冻,20277,21550,bīng dòng,1,
20922,格子,20278,21551,gé zi,1,
20923,阴郁,20279,21552,yīn yù,1,
20924,捷报,20281,21553,jié bào,1,
20925,繁杂,20282,21554,fán zá,1,
20926,接生,20283,21555,jiē shēng,1,
20927,便携,20284,21556,biàn xié,1,
20928,有意无意,20286,21557,yǒu yì wú yì,1,
20929,粗俗,20287,21558,cū sú,1,
20930,蠕动,20288,21559,rú dòng,1,
20931,受用,20290,21560,shòu yòng,1,
20931,受用,20290,21561,shòu yong,2,
20932,行营,20291,21562,xíng yíng,1,
20933,凛然,20292,21563,lǐn rán,1,
20934,映照,20293,21564,yìng zhào,1,
20935,士大夫,20294,21565,shì dà fū,1,
20936,吭声,20295,21566,kēng shēng,1,
20937,衣冠,20296,21567,yī guān,1,
20938,肃清,20297,21568,sù qīng,1,
20939,易燃,20298,21569,yì rán,1,
20940,截断,20299,21570,jié duàn,1,
20941,实录,20300,21571,shí lù,1,
20942,挖苦,20301,21572,wā ku,1,
20943,省得,20302,21573,shěng de,1,
20944,遍野,20303,21574,biàn yě,1,
20945,楼宇,20304,21575,lóu yǔ,1,
20946,半壁江山,20305,21576,bàn bì jiāng shān,1,
20947,夜以继日,20306,21577,yè yǐ jì rì,1,
20948,划清,20307,21578,huà qīng,1,
20949,士卒,20311,21579,shì zú,1,
20950,筹码,20312,21580,chóu mǎ,1,
20951,红线,20313,21581,hóng xiàn,1,
20952,稍加,20314,21582,shāo jiā,1,
20953,首富,20315,21583,shǒu fù,1,
20954,切忌,20317,21584,qiè jì,1,
20955,些微,20319,21585,xiē wēi,1,
20956,不择手段,20320,21586,bù zé shǒu duàn,1,
20957,首当其冲,20321,21587,shǒu dāng qí chōng,1,
20958,呆滞,20322,21588,dāi zhì,1,
20959,安逸,20324,21589,ān yì,1,
20960,慨叹,20325,21590,kǎi tàn,1,
20961,血红,20326,21591,xuè hóng,1,
20962,被害人,20330,21592,bèi hài rén,1,
20963,速递,20331,21593,sù dì,1,
20964,惊惶,20333,21594,jīng huáng,1,
20965,树脂,20334,21595,shù zhī,1,
20966,脚尖,20335,21596,jiǎo jiān,1,
20967,涵养,20336,21597,hán yǎng,1,
20968,起敬,20337,21598,qǐ jìng,1,
20969,灯塔,20338,21599,dēng tǎ,1,
20970,环抱,20339,21600,huán bào,1,
20971,透支,20340,21601,tòu zhī,1,
20972,星子,20341,21602,xīng zi,1,
20973,保护伞,20344,21603,bǎo hù sǎn,1,
20974,提价,20346,21604,tí jià,1,
20975,偏袒,20348,21605,piān tǎn,1,
20976,天际,20349,21606,tiān jì,1,
20977,群落,20350,21607,qún luò,1,
20978,公车,20351,21608,gōng chē,1,
20979,持证,20352,21609,chí zhèng,1,
20980,恩人,20353,21610,ēn rén,1,
20981,强暴,20354,21611,qiáng bào,1,
20982,招徕,20355,21612,zhāo lái,1,
20983,笑眯眯,20357,21613,xiào mī mī,1,
20984,情急,20358,21614,qíng jí,1,
20985,变种,20359,21615,biàn zhǒng,1,
20986,绝缘,20360,21616,jué yuán,1,
20987,车牌,20362,21617,chē pái,1,
20988,低语,20363,21618,dī yǔ,1,
20989,僵持,20364,21619,jiāng chí,1,
20990,中式,20366,21620,zhōng shì,1,
20991,保健食品,20367,21621,bǎo jiàn shí pǐn,1,
20992,复印件,20368,21622,fù yìn jiàn,1,
20993,多年生,20369,21623,duō nián shēng,1,
20994,积攒,20370,21624,jī zǎn,1,
20995,答话,20371,21625,dá huà,1,
20996,零散,20372,21626,líng sǎn,1,
20997,禽类,20373,21627,qín lèi,1,
20998,坐镇,20374,21628,zuò zhèn,1,
20999,胶片,20375,21629,jiāo piàn,1,
21000,愁眉,20376,21630,chóu méi,1,
21001,荷叶,20377,21631,hé yè,1,
21002,部颁,20378,21632,bù bān,1,
21003,绷带,20379,21633,bēng dài,1,
21004,优生,20381,21634,yōu shēng,1,
21005,遮盖,20382,21635,zhē gài,1,
21006,硬着头皮,20383,21636,yìng zhe tóu pí,1,
21007,初级产品,20384,21637,chū jí chǎn pǐn,1,
21008,地摊,20385,21638,dì tān,1,
21009,蒸气,20387,21639,zhēng qì,1,
21010,质变,20389,21640,zhì biàn,1,
21011,划策,20390,21641,huà cè,1,
21012,用料,20391,21642,yòng liào,1,
21013,致残,20393,21643,zhì cán,1,
21014,皮层,20394,21644,pí céng,1,
21015,穷苦,20396,21645,qióng kǔ,1,
21016,傣族,20397,21646,dǎi zú,1,
21017,灵芝,20398,21647,líng zhī,1,
21018,得志,20399,21648,dé zhì,1,
21019,断面,20400,21649,duàn miàn,1,
21020,问好,20401,21650,wèn hǎo,1,
21021,行刑,20402,21651,xíng xíng,1,
21022,休克,20403,21652,xiū kè,1,
21023,对眼,20404,21653,duì yǎn,1,
21024,冲撞,20405,21654,chōng zhuàng,1,
21025,欢腾,20408,21655,huān téng,1,
21026,事权,20410,21656,shì quán,1,
21027,笔触,20411,21657,bǐ chù,1,
21028,舞曲,20412,21658,wǔ qǔ,1,
21029,民事责任,20414,21659,mín shì zé rèn,1,
21030,笔法,20415,21660,bǐ fǎ,1,
21031,棋布,20416,21661,qí bù,1,
21032,无谓,20417,21662,wú wèi,1,
21033,重修,20418,21663,chóng xiū,1,
21034,炒股,20419,21664,chǎo gǔ,1,
21035,大葱,20421,21665,dà cōng,1,
21036,原稿,20423,21666,yuán gǎo,1,
21037,高墙,20424,21667,gāo qiáng,1,
21038,增减,20425,21668,zēng jiǎn,1,
21039,脾胃,20426,21669,pí wèi,1,
21040,岂非,20427,21670,qǐ fēi,1,
21041,充其量,20428,21671,chōng qí liàng,1,
21042,肥大,20430,21672,féi dà,1,
21043,自以为是,20431,21673,zì yǐ wéi shì,1,
21044,葱葱,20433,21674,cōng cōng,1,
21045,一应俱全,20434,21675,yī yīng jù quán,1,
21046,茅草,20435,21676,máo cǎo,1,
21047,公用事业,20437,21677,gōng yòng shì yè,1,
21048,大件,20438,21678,dà jiàn,1,
21049,效仿,20440,21679,xiào fǎng,1,
21050,匿迹,20441,21680,nì jì,1,
21051,坦荡,20442,21681,tǎn dàng,1,
21052,心慌,20443,21682,xīn huāng,1,
21053,铁轨,20445,21683,tiě guǐ,1,
21054,必修,20446,21684,bì xiū,1,
21055,中落,20447,21685,zhōng luò,1,
21056,口才,20448,21686,kǒu cái,1,
21057,统管,20449,21687,tǒng guǎn,1,
21058,爱美,20450,21688,ài měi,1,
21059,讨伐,20451,21689,tǎo fá,1,
21060,平添,20452,21690,píng tiān,1,
21061,生父,20453,21691,shēng fù,1,
21062,造作,20454,21692,zào zuò,1,
21063,植根,20455,21693,zhí gēn,1,
21064,那般,20456,21694,nà bān,1,
21065,辩证唯物主义,20457,21695,biàn zhèng wéi wù zhǔ yì,1,
21066,尊师,20458,21696,zūn shī,1,
21067,精神食粮,20459,21697,jīng shén shí liáng,1,
21068,去路,20460,21698,qù lù,1,
21069,会聚,20461,21699,huì jù,1,
21070,姑妈,20462,21700,gū mā,1,
21071,碧波,20463,21701,bì bō,1,
21072,有喜,20464,21702,yǒu xǐ,1,
21073,三线,20465,21703,sān xiàn,1,
21074,订婚,20466,21704,dìng hūn,1,
21075,云彩,20467,21705,yún cai,1,
21076,国别,20468,21706,guó bié,1,
21077,差事,20471,21707,chāi shi,1,
21077,差事,20471,21708,chà shì,2,
21078,说真的,20472,21709,shuō zhēn de,1,
21079,义气,20474,21710,yì qi,1,
21080,中国工农红军,20475,21711,zhōng guó gōng nóng hóng jūn,1,
21081,合作医疗,20477,21712,hé zuò yī liáo,1,
21082,词义,20478,21713,cí yì,1,
21083,旨意,20479,21714,zhǐ yì,1,
21084,苗条,20481,21715,miáo tiao,1,
21085,分属,20483,21716,fēn shǔ,1,
21086,方志,20484,21717,fāng zhì,1,
21087,主裁,20485,21718,zhǔ cái,1,
21088,爪子,20486,21719,zhuǎ zi,1,
21089,本息,20488,21720,běn xī,1,
21090,客座,20489,21721,kè zuò,1,
21091,肋骨,20490,21722,lèi gǔ,1,
21092,韧性,20491,21723,rèn xìng,1,
21093,窝囊,20492,21724,wō nang,1,
21094,关卡,20493,21725,guān qiǎ,1,
21095,沸水,20494,21726,fèi shuǐ,1,
21096,惨叫,20495,21727,cǎn jiào,1,
21097,应战,20497,21728,yìng zhàn,1,
21098,超负荷,20499,21729,chāo fù hè,1,
21099,巡航导弹,20501,21730,xún háng dǎo dàn,1,
21100,第二产业,20502,21731,dì èr chǎn yè,1,
21101,冉冉,20503,21732,rǎn rǎn,1,
21102,叮当,20504,21733,dīng dāng,1,
21103,双星,20505,21734,shuāng xīng,1,
21104,敌手,20506,21735,dí shǒu,1,
21105,发青,20508,21736,fā qīng,1,
21106,缺憾,20509,21737,quē hàn,1,
21107,彬彬有礼,20510,21738,bīn bīn yǒu lǐ,1,
21108,工程兵,20511,21739,gōng chéng bīng,1,
21109,警戒线,20512,21740,jǐng jiè xiàn,1,
21110,低压,20516,21741,dī yā,1,
21111,枪战,20517,21742,qiāng zhàn,1,
21112,骄人,20518,21743,jiāo rén,1,
21113,翌日,20521,21744,yì rì,1,
21114,至当,20522,21745,zhì dàng,1,
21115,大写,20523,21746,dà xiě,1,
21116,外用,20525,21747,wài yòng,1,
21117,清点,20526,21748,qīng diǎn,1,
21118,有闲,20527,21749,yǒu xián,1,
21119,黄蜂,20528,21750,huáng fēng,1,
21120,无形中,20529,21751,wú xíng zhōng,1,
