definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
64154,44824,1,动词,脸上露出高兴的神情,to beam with joy
64155,44825,1,动词,借贷或买卖双方债务债权或钱款货物已结清,to settle accounts
64156,44826,1,动词,鉴赏,to appreciate
64157,44827,1,名词,子孙,descendants
64158,44828,1,动词,用欺诈手段使人上当受骗,to swindle
64159,44829,1,名词,杆秤的主要组成部分，多用木杆或金属杆做成，上面镶有秤星,steelyard arm
64160,44830,1,名词,租赁的价格,rental price
64161,44831,1,动词,跟别人结怨，使成为自己的敌人,to make enemies
64162,44832,1,名词,铅字印刷时浇铸铅版的纸质模子。用特制的纸在排好的铅版上压制而成,paper matrix
64163,44833,1,名词,借指美女,beauties
64164,44833,2,名词,妇女搽脸的白粉和描眉的青黑色颜料,face powder and eyebrow pigment
64165,44834,1,名词,包票,guarantee
64166,44835,1,,模样、形态奇怪（含贬义）,grotesque in appearance
64167,44836,1,,刚结婚安乐、美满（燕：通“宴”，安乐；尔：文言虚词，多用在形容词后，表示情态）。现多作为对新婚者的贺词,newlyweds in bliss
64168,44837,1,,原指龙在云中，东露一鳞，西露半爪，使人难见全貌。比喻事物的零星片断,fragments
64169,44838,1,,初露锋芒,to begin to show talent
64170,44839,1,,《孟子·滕文公上》：“为富不仁矣，为仁不富矣。”后用“为富不仁”指靠不正当手段发财的人是不会讲仁义的,be rich and cruel
64171,44840,1,形容词,形容故作姿态，卖弄风情,coquettish
64172,44841,1,,既不是亲属，也不是老朋友（故：老朋友）。指彼此没有关系,neither relative nor friend
64173,44842,1,,指人到了极端艰难困苦、无路可走的时候，就会被迫寻求出路，力求改变现状,poverty gives rise to desire for change
64174,44843,1,,脸上露出为难的神色,to show reluctance
64175,44844,1,,比喻自己不露面而是借助或利用别人去害人,to kill with a borrowed knife
64176,44845,1,,两种对立的事物既互相排斥，又在一定条件下互相统一,opposites complement each other
64177,44846,1,形容词,形容文章或言论分析透彻，切中要害（鞭辟：剖析；里：里面）,incisive
64178,44847,1,,有几进院子的宽大住宅,large mansion
64179,44848,1,名词,家母,my mother
64180,44849,1,动词,死者家属或亲戚以穿孝服、佩黑纱等方式表示对死者的哀悼,to wear mourning
64181,44850,1,名词,以人、畜粪便为主要原料经过发酵制成的农家肥料,manure
64182,44851,1,动词,指用色相供人取乐来挣钱,to sell smiles
64183,44852,1,形容词,一种视力功能缺陷，看远处清楚，看近处模糊,farsighted
64184,44852,2,动词,朝远处看,to look into the distance
64185,44852,3,形容词,比喻目光远大,farsighted
64186,44853,1,名词,秋季发生的河水暴涨现象,autumn flood
64187,44854,1,名词,微不足道的小事,trivial matter
64188,44854,2,名词,相当于“什么事”，表示反感和厌恶,nothing important
64189,44855,1,名词,指意外得到的钱财,windfall gain
64190,44855,2,名词,跟外国人做买卖赚取的钱物,foreign trade profits
64191,44856,1,名词,常绿乔木，高可达20米，叶小，鳞片形，结长卵形球果。木质坚硬，供建筑或制家具用。叶子和果实可以做药材,oriental arborvitae
64192,44857,1,名词,不易变形的纸质平板。一般较厚，适宜制作精装书籍的封面或包装材料等,cardboard
64193,44858,1,动词,拥戴帝王、首领即位,to enthrone
64194,44859,1,名词,耕地里培起的用来种植农作物的土埂,ridge
64195,44860,1,,救助人脱离苦难,to relieve suffering
64196,44861,1,名词,读书人迂腐的习气,pedantry
64197,44862,1,动词,学生故意不去上课,to skip class
64198,44863,1,,头脑糊涂，思维混乱,muddle-headed
64199,44864,1,动词,庇护保佑,to bless and protect
64200,44865,1,名词,鱼，体中长，侧扁，常呈褐色或红色，并有条纹和斑点。多栖息于热带及温带海洋。我国南方海域种类较多,grouper
64201,44866,1,名词,胆力,courage
64202,44867,1,动词,夏季播种农作物,summer planting
64203,44868,1,动词,有呕的动作，但吐不出东西来,to retch
64204,44869,1,,指文化极其落后或文化遭到严重摧残的地区；也指只重视物质生活而忽视精神文明的地方,cultural desert
64205,44870,1,名词,写字、作画运笔的气势,stroke momentum
64206,44870,2,名词,诗文作品表现出来的气势,literary force
64207,44871,1,动词,听凭自便,as you please
64208,44872,1,,把人命看得如同野草一样轻贱（菅：茅草）。指任意残害人命,to treat human life as grass
64209,44873,1,名词,汽车上供司机观察后面情况的镜子，装在车前两侧和驾驶室内前上方。,rearview mirror
64210,44874,1,名词,装邮件的袋子。多用帆布制作,mailbag
64211,44875,1,名词,多年生草本植物，根状茎黄色，有香味。茎可以做药材，也可提取黄色染料,turmeric
64212,44875,2,形容词,形容颜色像姜一样黄,ginger-yellow
64213,44876,1,名词,指月球、水星、火星等表面的一种特殊的地形结构。山呈环状，四周高起，中间平地上又多有小山。多由陨星撞击或火山爆发形成,crater
64214,44877,1,名词,气体在常压下导电时发生的伴有火花和爆裂声的放电现象,electric spark
64215,44878,1,名词,路程；历程,journey
64216,44879,1,名词,中医指丸剂药物,pill
64217,44880,1,名词,车辆悬挂装置或飞机起落架上的一种减震部件。有摩擦式和液压式两种,shock absorber
64218,44881,1,名词,贤明而又才智超群的人,sage
64219,44882,1,名词,有机化合物，白色结晶体或粉末，易溶于水，存在于人及哺乳动物的乳汁中。用于制造婴儿食品、糖果、人造奶油等,lactose
64220,44883,1,名词,镐,pickaxe
