example_id,definition_id,example_sn,example_cn
69574,69553,1,这片森林里有许多珍稀的银杉。｜银杉是我国特有的保护植物。
69575,69554,1,敌人的凶焰被压下去了。
69576,69555,1,让他做这个工作真是大材小用。｜大材小用会浪费人才。
69577,69556,1,他们相爱到地老天荒。｜这份情谊直到地老天荒。
69578,69557,1,宫中正在举行盛大的筵宴。｜这场筵宴非常热闹。
69579,69558,1,农民正在防治螟虫。｜螟虫危害水稻生长。
69580,69559,1,为自己声辩
69581,69560,1,多有冒犯，尚祈宽宥。
69582,69561,1,父亲出门拜客去了。
69583,69562,1,黏着力
69584,69563,1,蜡炬在黑暗中发出微光。｜她点燃了蜡炬。
69585,69564,1,驼色风衣
69586,69565,1,批点二十四史
69587,69566,1,怫然不悦｜怫然而去｜怫然作色
69588,69567,1,这位银匠手艺很精湛。｜银匠打造了一对银镯。
69589,69568,1,中秋之夜仰望蟾宫。｜传说嫦娥住在蟾宫。
69590,69569,1,这个厕所只有蹲坑，没有马桶。
69591,69570,1,蹲坑监控
69592,69571,1,缮写公文
69593,69572,1,这部作品毁誉参半。｜对他的评价毁誉参半。
69594,69573,1,他的弹跳力很好。｜弹跳力是篮球运动员的重要素质。
69595,69574,1,我收到了一张圣诞卡。｜他寄来了圣诞卡。
69596,69575,1,地主组织了团练武装。｜团练负责地方治安。
69597,69576,1,他担任了团练一职。｜团练带领队伍巡逻。
69598,69577,1,弯腰弓背
69599,69578,1,弓背是用竹子做的。｜他抚摸着弓背。
69600,69579,1,用词允当
69601,69580,1,她点燃了一支线香。｜线香散发出淡淡香气。
69602,69581,1,凤仙花开了很漂亮。｜她用凤仙花染指甲。
69603,69582,1,双方都采取高姿态，问题就好解决。
69604,69583,1,审案必须重调查，重证据，严禁逼供信。
69605,69584,1,他总爱当和事佬。｜和事佬调解了纠纷。
69606,69585,1,这件事谁也说不清，成了一笔糊涂账。
69607,69586,1,门前挂着一盏纱灯。｜纱灯发出柔和的光。
69608,69587,1,拾人牙慧
69609,69588,1,他的耳廓很大。｜医生检查了耳廓。
69610,69589,1,这简直是虎口拔牙。｜虎口拔牙太危险了。
69611,69590,1,这座拱坝很坚固。｜拱坝能承受大水压。
69612,69591,1,别把人看扁了
69613,69592,1,泥坨子
69614,69593,1,计算2的3次乘方得到8。｜乘方运算在数学中很常见。
69615,69594,1,学习乘方运算。｜二的三次乘方是八。
69616,69595,1,山上有许多坟冢。｜这座坟冢很古老。
69617,69596,1,说得很浅白
69618,69597,1,锐眼识真伪
69619,69598,1,他的水平不过尔尔。｜这幅画不过尔尔。
69620,69599,1,他整天蝇营狗苟。｜蝇营狗苟令人不齿。
69621,69600,1,他胆小如鼠。｜胆小如鼠难成大事。
69622,69601,1,她用胰子洗衣服。｜这块胰子很好用。
69623,69602,1,猪胰子可以入药。｜他买了些羊胰子。
69624,69603,1,他在文件上盖私章。｜私章要保管好。
69625,69604,1,火腿哈喇了｜月饼有哈喇味儿
69626,69605,1,军队在此驻屯。｜他们驻屯在边境。
69627,69606,1,汽车安装了消声器。｜消声器能降低噪音。
69628,69607,1,我们日常使用的数字是十进制。｜十进制是常见的计数方法。
69629,69608,1,他擦了风油精提神。｜风油精可以止痒。
69630,69609,1,他有个有趣的诨名。｜大家都叫他的诨名。
69631,69610,1,花圃周围用栅栏拦挡。
69632,69611,1,工程师使用示波器。｜示波器显示波形。
69633,69612,1,他是个马大哈。｜马大哈总是丢东西。
69634,69613,1,你也太马大哈了，连自己家的电话号码都记不清。
69635,69614,1,这点钱聊胜于无。｜有总比没有好，聊胜于无。
69636,69615,1,他有点缺心眼儿。｜缺心眼儿容易上当。
69637,69616,1,“一叶知秋”是一个熟语。｜熟语包括成语和谚语。
69638,69617,1,他恃才傲物。｜恃才傲物会得罪人。
69639,69618,1,这人官儿不大，官架子不小。
69640,69619,1,她长着鹅蛋脸。｜鹅蛋脸很漂亮。
69641,69620,1,他们投掷燃烧瓶。｜燃烧瓶爆炸起火。
69642,69621,1,原来的规章制度也有合理的部分，不能都一风吹。
69643,69622,1,不要搞一风吹，选人才光看文凭。
69644,69623,1,这个厂的产品在同行里是数得上的。
69645,69624,1,医生用缝合线缝伤口。｜这种缝合线可吸收。
69646,69625,1,这里有一条缝合线。｜缝合线是板块碰撞形成的。
69647,69626,1,军队装备了机关炮。｜机关炮连续射击。
69648,69627,1,他留下了绝命书。｜绝命书令人心痛。
69649,69628,1,那个色情狂被抓了。｜色情狂是变态。
69650,69629,1,这是公交起点站。｜火车从起点站出发。
69651,69630,1,你不要血口喷人。｜血口喷人是诬陷。
69652,69631,1,田里种着紫云英。｜紫云英是绿肥作物。
69653,69632,1,他东挪西借凑钱。｜东挪西借度日艰难。
69654,69633,1,他傻呵呵地笑着。｜别装得傻呵呵的。
69655,69634,1,他穿着工装裤工作。｜工装裤很耐磨。
69656,69635,1,马在槽头吃草。｜槽头需要打扫。
69657,69636,1,这座土坝很坚固。｜土坝能防洪。
69658,69637,1,她是著名的舞星。｜舞星的表演很精彩。
69659,69638,1,他的眼压偏高。｜需要测量眼压。
69660,69639,1,这个问题聚讼纷纭。｜学者们聚讼纷纭。
69661,69640,1,他喜欢攀龙附凤。｜攀龙附凤可耻。
69662,69641,1,他显得八面威风。｜将军八面威风。
69663,69642,1,餐桌杯盘狼藉。｜宴后杯盘狼藉。
69664,69643,1,烦劳您捎个口信儿。
69665,69644,1,他穿着孝衣守孝。｜孝衣是白色的。
69666,69645,1,这个命令要及时下达，不得迟误。
69667,69646,1,电影有日场优惠。｜日场票价更便宜。
69668,69647,1,父亲住院，儿女们轮流陪床。
69669,69648,1,忧郁感伤，向隅独坐。
69670,69649,1,这个金瓜很甜。｜金瓜可以煮粥。
69671,69650,1,仪仗队手持金瓜。｜金瓜是古代兵器。
69672,69651,1,这封信欠资了。｜欠资邮件需补费。
69673,69652,1,他戴着套袖工作。｜套袖保护衣服。
69674,69653,1,哄传那里出现过野人
69675,69654,1,这药能通窍。｜通窍有助于呼吸。
69676,69655,1,深望加倍努力
69677,69656,1,山桃花开得很美。｜山桃可作砧木。
69678,69657,1,一片虔心
69679,69658,1,虔心布道
69680,69659,1,苍耳可以入药。｜苍耳有钩刺。
69681,69660,1,宜将剩勇追穷寇
69682,69661,1,金属需要钝化处理。｜钝化能防腐蚀。
69683,69662,1,不要钝化了青年时的锐气。
69684,69663,1,矛盾逐渐钝化了。｜关系已经钝化。
69685,69664,1,心毒手黑
69686,69665,1,心情忧苦
69687,69666,1,他用改锥拧螺丝。｜改锥是常用工具。
69688,69667,1,他在河里踩水。｜踩水是游泳技巧。
69689,69668,1,我在这里住了30年，始终没动窝。
69690,69669,1,安排出乘人员
69691,69670,1,旱稻适合旱地种植。｜旱稻产量不错。
69692,69671,1,路不拾遗，夜不闭户。
69693,69672,1,下雨要穿雨靴。｜雨靴能防水。
69694,69673,1,凭依法理
69695,69674,1,西瓜瓤子很甜。｜瓤子可以吃。
69696,69675,1,信封的瓤子掉了。｜瓤子是指内容物。
69697,69676,1,他看起来呆痴。｜别装得呆痴。
69698,69677,1,絮棉可以做被子。｜絮棉很柔软。
69699,69678,1,山海关素称“两京锁钥无双地，万里长城第一关”。
69700,69679,1,弄清事实是解决问题的锁钥。
69701,69680,1,锁钥要保管好。｜他丢了锁钥。
69702,69681,1,记载详备
69703,69682,1,花苗需要浇水。｜这些花苗很健康。
69704,69683,1,这么晚了，他横是不来了吧。
69705,69684,1,不管多忙，横直得去一趟。
69706,69685,1,屏弃不良习惯。｜屏弃旧观念。
69707,69686,1,晚年生活闲逸
69708,69687,1,农民在田里栽秧。｜栽秧是农活。
69709,69688,1,他惜墨如金，篇篇都是精品。
69710,69689,1,温泉汤池很舒服。｜他在汤池泡澡。
69711,69690,1,金城汤池
69712,69691,1,他囊空如洗。｜囊空如洗很穷困。
69713,69692,1,旧社会称兵为丘八。｜丘八是蔑称。
69714,69693,1,他们吵翻了。｜吵翻后不再来往。
69715,69694,1,古代法律对鸡奸行为有严厉惩罚｜鸡奸在部分国家仍属刑事犯罪
69716,69695,1,这幅绢画很珍贵。｜绢画是传统艺术。
69717,69696,1,他们结了干亲。｜干亲没有血缘。
69718,69697,1,他喜欢听琴书。｜琴书是曲艺形式。
69719,69698,1,她包着头帕。｜头帕是传统服饰。
69720,69699,1,他走钢丝如履平地。｜如履平地显身手。
69721,69700,1,年纪大了，牙口不好。
69722,69701,1,这匹马牙口很好。｜看牙口知马龄。
69723,69702,1,工作时间不许耍笑。
69724,69703,1,不要耍笑别人
69725,69704,1,行为乖谬
69726,69705,1,他们结党营私。｜结党营私可耻。
69727,69706,1,蛇胆可以入药。｜蛇胆很苦。
69728,69707,1,两国开仗了。｜开仗导致伤亡。
69729,69708,1,他用货物抵缴税款。｜抵缴是一种方式。
69730,69709,1,他穿着猎装打猎。｜猎装很实用。
69731,69710,1,钢筋需要锚固。｜锚固确保结构稳。
69732,69711,1,筹算一个万全之策。
69733,69712,1,筹算一下得用多少个工。
69734,69713,1,岳飞表字鹏举。｜古人都有表字。
69735,69714,1,她穿了一条漂亮的筒裙。｜这件筒裙很合身。
69736,69715,1,粮食回销给农民。｜政府决定回销部分商品。
69737,69716,1,犯人必须遵守监规。｜监规十分严格。
69738,69717,1,水管年久失修，销蚀十分严重。
69739,69718,1,用骨胶粘合木器。｜骨胶的粘性很强。
69740,69719,1,骨胶对骨骼健康很重要。｜补充骨胶有益身体。
69741,69720,1,雄威之师
69742,69721,1,万里海疆振雄威
69743,69722,1,菊花早都萎谢了
69744,69723,1,他藏了些浮财。｜浮财包括首饰和现金。
69745,69724,1,日上三竿他才起床。｜等到日上三竿，会议才开始。
69746,69725,1,成夜咳嗽
69747,69726,1,泥塑似的木立着
69748,69727,1,老房子倒坍了。｜墙倒坍得很突然。
69749,69728,1,服式新颖
69750,69729,1,停灵在祠堂里。｜停灵三天后下葬。
69751,69730,1,追补投资
69752,69731,1,亏空巨大，无法追补。
69753,69732,1,忧国感愤，乃赋《离骚》。
69754,69733,1,一人不守纪律带累全组。
69755,69734,1,乱兵四处抢掠。｜遭遇乱兵很危险。
69756,69735,1,寒苦家庭｜出身寒苦
69757,69736,1,她买了块竹布做衬衫。｜竹布夏衣很凉爽。
69758,69737,1,鸡瘟让养殖户损失惨重。｜预防鸡瘟很重要。
69759,69738,1,土鳖是一种药材。｜他在墙角发现土鳖。
69760,69739,1,这种行为真是斯文扫地。｜斯文扫地，令人不齿。
69761,69740,1,他有很多徒子徒孙。｜徒子徒孙遍布各地。
69762,69741,1,我有眼无珠，认错了人。｜别怪他有眼无珠。
69763,69742,1,腰肌劳损让他很痛苦。｜长期劳累导致腰肌劳损。
69764,69743,1,院子里堆满废铜烂铁。｜这些废铜烂铁不值钱。
69765,69744,1,两个球队相遇，真是棋逢对手，难分上下。
69766,69745,1,子女披麻戴孝送葬。｜披麻戴孝是传统习俗。
69767,69746,1,他博闻强记，学识渊博。｜博闻强记是他的特长。
69768,69747,1,沙漠里渺无人烟。｜渺无人烟的荒岛。
69769,69748,1,提线木偶表演很有趣。｜他操纵提线木偶。
69770,69749,1,他看破红尘，四大皆空。｜四大皆空是佛家思想。
69771,69750,1,猫头鹰是益鸟。｜保护益鸟很重要。
69772,69751,1,旅客已经安寝
69773,69752,1,早餐吃了一碗阳春面。｜阳春面简单又美味。
69774,69753,1,这是非卖品，仅供展示。｜非卖品不对外销售。
69775,69754,1,他是这里的活地图。｜活地图带我们穿行。
69776,69755,1,肾盂连接肾脏和输尿管。｜检查肾盂健康。
69777,69756,1,路上有很多石头子儿。｜孩子玩石头子儿。
69778,69757,1,他画了一幅铅笔画。｜铅笔画细节丰富。
69779,69758,1,圆溜溜的葡萄｜眼睛瞪得圆溜溜的。
69780,69759,1,看家狗很忠诚。｜他像看家狗一样守护。
69781,69760,1,用不干胶贴海报。｜不干胶可以重复使用。
69782,69761,1,帮规必须严格遵守。｜违反帮规受惩罚。
69783,69762,1,别总拿老眼光看人。
69784,69763,1,漆包线用于电机。｜绝缘漆保护漆包线。
69785,69764,1,他怒形于色，大声斥责。｜面对不公，他怒形于色。
69786,69765,1,美国实行两党制。｜两党制是政治制度。
69787,69766,1,这件大衣是华达呢的。｜华达呢面料很耐用。
69788,69767,1,美人蕉花开得很美。｜种了美人蕉在花园。
