example_id,definition_id,example_sn,example_cn
36456,36439,1,他是我们家族的始祖｜这位始祖开创了我们的家族传统
36457,36440,1,释迦牟尼是佛教的始祖。
36458,36441,1,始祖鸟｜始祖文化
36459,36442,1,伤口很快就愈合了｜他的伤口正在慢慢愈合
36460,36443,1,下成了和局｜以和局结束
36461,36444,1,办事沉稳｜沉稳持重
36462,36445,1,作风沉稳
36463,36446,1,城市空气污染很严重｜空气污染影响健康
36464,36447,1,亲历其事
36465,36448,1,请填写你的住址｜这个住址是正确的吗
36466,36449,1,剔除糟粕｜把筐里的烂梨剔除干净
36467,36450,1,这座边城风景很美｜边城的生活很宁静
36468,36451,1,初春的天气还很冷｜初春时节百花盛开
36469,36452,1,他典当了手表换钱｜这件首饰可以典当
36470,36453,1,浩然之气
36471,36454,1,水势浩然
36472,36455,1,违犯治安管理条例｜违犯禁令
36473,36456,1,耶稣降生
36474,36457,1,这是他的文学三部曲｜人生有三部曲
36475,36458,1,这座修道院很古老｜她在修道院修行
36476,36459,1,珠联璧合，相映生辉｜相映成趣
36477,36460,1,后撤30公里｜部队要立即后撤
36478,36461,1,歪理邪说
36479,36462,1,沼气可以用来做饭｜沼气是一种清洁能源
36480,36463,1,周身发痒
36481,36464,1,二人相貌酷似
36482,36465,1,光闪闪的奖章
36483,36466,1,皇权是至高无上的｜他在公司至高无上
36484,36467,1,他肆无忌惮地大笑｜他们肆无忌惮地闹事
36485,36468,1,东厢房住着客人｜厢房里很安静
36486,36469,1,围坐在老师周围
36487,36470,1,百十户人家｜百十里地
36488,36471,1,举目四望｜举目无亲
36489,36472,1,电风扇在转动｜打开风扇凉快一下
36490,36473,1,人力风扇很费力｜老式风扇需要拉绳
36491,36474,1,保镖尾随其后
36492,36475,1,要听从劝导，别在这里胡闹了。
36493,36476,1,自己不懂，偏要拆掉彩电重装，简直是胡闹。
36494,36477,1,他研究佛学多年｜佛学很深奥
36495,36478,1,笔掉到地上就找不着了，真见鬼!
36496,36479,1,让这些丑恶现象见鬼去吧!
36497,36480,1,久违了，一向可好?
36498,36481,1,客队处于下风
36499,36482,1,站在下风处很冷｜烟往下风方向飘
36500,36483,1,到医院探视病人
36501,36484,1,不时向门外探视
36502,36485,1,脚底很疼｜按摩脚底很舒服
36503,36486,1,视屏显示很清晰｜视屏上出现图像
36504,36487,1,紧急制动｜制动阀
36505,36488,1,消费结构在变化｜优化消费结构
