definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
41249,25248,1,动词,修改宪法,amend the constitution
41250,25249,1,名词,土壤的质地,soil texture
41251,25250,1,名词,现成的方法,established method
41252,25250,2,名词,现成的法律、法规,existing law
41253,25251,1,名词,未经开发的森林,virgin forest
41254,25252,1,名词,指熟睡时的境界,dreamland
41255,25253,1,形容词,尖酸刻薄,acrimonious
41256,25254,1,名词,乳制品,dairy products
41257,25255,1,动词,熔解,melt
41258,25256,1,名词,涂抹嘴唇以增加嘴唇色泽或改变嘴唇颜色的化妆品。多为红色，故称,lipstick
41259,25257,1,动词,爱怜并关怀体贴,caress
41260,25258,1,动词,（用种草、种树等方法）固定流沙，使沙漠不再扩展,sand fixation
41261,25259,1,名词,太阳,sun
41262,25260,1,动词,（企业）减少亏损,reduce losses
41263,25261,1,名词,出售粮食的店铺,grain shop
41264,25262,1,,环绕行星或卫星运行的人造天体。通常指人造地球卫星。用于通讯、气象和军事等方面,artificial satellite
41265,25263,1,形容词,命运好；多指大难不死,lucky
41266,25264,1,动词,放慢脚步,walk slowly
41267,25265,1,动词,调理休养使病体逐渐康复,recuperate
41268,25266,1,名词,大纲和细目,outline
41269,25267,1,动词,监督制作,supervise production
41270,25268,1,名词,过往的行人；旅客,passerby
41271,25269,1,名词,行刺的人,assassin
41272,25270,1,,没有任何约束，自由自在,unrestrained
41273,25271,1,动词,补教或补学有欠缺的课程,make up missed lessons
41274,25271,2,动词,比喻重做某一未做好的事,remedy a deficiency
41275,25272,1,动词,超过；胜过,surpass
41276,25273,1,名词,系统介绍主食制作和菜肴烹调方法的书,cookbook
41277,25273,2,名词,写有主食、菜肴品种的单子,menu
41278,25274,1,动词,养护皮肤,skin care
41279,25275,1,动词,生气；恼怒,annoyed
41280,25276,1,动词,坐在那里看着。指对该管的事不管或漠不关心,sit by and watch
41281,25277,1,动词,恳切耐心地说,advise in earnest
41282,25277,2,动词,使嘴里发苦,cause a bitter taste
41283,25278,1,动词,一般指从事外贸的企业出口收汇后，向开户银行按当时牌价出售外汇,settle foreign exchange
41284,25279,1,动词,愤怒地瞪着眼睛,glare angrily
41285,25279,2,名词,愤怒时瞪着的眼睛,angry stare
41286,25280,1,,启发人们深刻思考而有所觉悟,thought-provoking
41287,25281,1,名词,多年生草本植物，羽状复叶，开淡黄色花，主根长圆柱形。根可做药材,astragalus
41288,25282,1,名词,脸盘儿,face
41289,25283,1,动词,指在分轮次比赛中，某参赛者在某轮没有安排对手，直接进入下一轮比赛,have a bye
41290,25283,2,动词,（专业人员）暂时没有安排任务,be temporarily unassigned
41291,25284,1,动词,字词的读音相同或相近,homophonic
41292,25284,2,名词,声学上指由发音体的复合振动所产生的音,harmonic
41293,25285,1,名词,记载财务收支、物品进出等事项的本子,account book
41294,25286,1,名词,凶狠的气焰或神态,murderous look
41295,25287,1,动词,借助腿的弹跳力，使身体开始跃起（多用于跳高、跳远、跳水、篮球、排球等比赛）,take off
41296,25288,1,动词,使柴、煤等燃料燃烧,make a fire
41297,25289,1,动词,开挖河道,dig a canal
41298,25289,2,动词,河面的冰融化,river thawing
41299,25290,1,名词,指训诂学,critical interpretation of ancient texts
41300,25290,2,动词,解释古书中字、词、句的意义,interpret ancient texts
