definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
61067,42112,1,动词,责问；责难,interrogate and blame
61068,42113,1,名词,人和高等动物的肺表面有深长的裂沟，把肺分为若干部分，每一部分就是一个肺叶。人的左肺有两叶，右肺有三叶,lung lobe
61069,42114,1,形容词,形容动作迟缓或做事缓慢,slow-handed
61070,42115,1,动词,寻求；设法弄到,seek
61071,42116,1,动词,挑拨煽动；唆使,instigate
61072,42117,1,名词,一种有机化合物的简称。白色颗粒或粉末状晶体。可制消炎药,sulfanilamide
61073,42118,1,动词,给马喝水,water a horse
61074,42119,1,名词,皇帝发布的命令,imperial edict
61075,42119,2,动词,皇帝发布命令,issue an imperial edict
61076,42120,1,动词,隐居避世,live in seclusion
61077,42120,2,名词,隐居的人,recluse
61078,42121,1,名词,柔软的心肠；比喻温柔缠绵的情意,tender heart
61079,42122,1,动词,立论；抱有某种观点,hold a view
61080,42123,1,动词,原指登上擂台与擂主比武；现多指在体育或其他比赛中应战,challenge the champion
61081,42124,1,动词,加重刑罚,increase punishment
61082,42125,1,名词,特指阴茎前部包着龟头的外皮,foreskin
61083,42125,2,名词,包装的外皮,wrapper
61084,42126,1,名词,泌尿系统疾病，因代谢失常，尿中盐类沉积，生成结石而致。主要症状有剧痛、血尿等,kidney stone
61085,42127,1,名词,一种佐餐食品。用豆腐作坯，经过发酵、腌制而成，有特殊的气味,stinky tofu
61086,42128,1,名词,英语[bikini]音译。指一种由小三角裤和胸罩组成的女子泳装。,bikini
61087,42129,1,名词,地层因受地质应力作用而连续出现一条或多条断层错位且断层两侧岩块破碎的地带,fault zone
61088,42130,1,名词,用大量快速机动兵力和精锐武器突然实施猛烈袭击，以图迅速摧毁对方的作战方法,blitzkrieg
61089,42131,1,,盘算；打主意,calculate
61090,42131,2,,拨打算盘珠子计算,use an abacus
61091,42132,1,名词,不自制节目只从事转播的电视台,relay station
61092,42133,1,名词,一种辣椒，果实形状像柿子，略带甜味，是普通蔬菜,bell pepper
61093,42134,1,名词,解放军战士穿的一种橡胶底、军绿色帆布面的系带鞋,liberation shoes
61094,42135,1,名词,落叶乔木，叶柔软，长针形，果实卵圆形，表面有鳞片，种子上端有翅。木材坚实，可作枕木、桥梁等用材,larch
61095,42136,1,名词,一种蓝藻，呈螺旋状。富含蛋白质、碳水化合物、脂肪、维生素以及微量元素等，为保健食品,spirulina
61096,42137,1,,把被褥等卷起来准备离开。借指被解雇或辞职,pack up and leave
61097,42138,1,名词,用来排练体操、舞蹈、戏曲等的场地,rehearsal space
61098,42139,1,,织布时，每条经线都丝毫不差地从筘齿通过（扣：筘，织布机上像梳子的机件）；比喻做得十分细致准确,meticulous
61099,42140,1,形容词,形容遇到困难或危急情况时能沉着镇定；也指对事情无动于衷,composed
61100,42141,1,,人马都被打翻在地。形容狼狈不堪或乱成一团,thrown into confusion
61101,42142,1,,旧指歪曲法律条文营私作弊；后泛指玩弄文辞,play with words
61102,42143,1,,重新和好,make up
61103,42144,1,形容词,形容人肥胖，肚子大（含贬义）,potbellied
61104,42145,1,,矫正弯曲的东西，做过了头，又弯向另一面。比喻纠正偏差超过了应有限度,overcorrect
61105,42146,1,,原形容老练而自负的神态。现多形容暮气沉沉、缺乏朝气的样子,lacking in youthful spirit
61106,42147,1,形容词,形容记得非常牢固，念得或背得非常流利,fluently memorized
61107,42148,1,,《韩非子·内储说上》记载：齐宣王喜欢听吹竽（古代一种竹制吹奏乐器），让三百人一齐吹奏。南郭先生本不会吹竽，也混在里面充数。后用“滥竽充数”比喻没有本事的人混在有真才实学的人里面充数，或以次充好。有时也用作谦词,pass oneself off as one of the players in an ensemble
61108,42149,1,,自家人动起刀枪来。原指兄弟相残；现多指内部争斗,internal strife
61109,42150,1,,法院就被告人是否犯罪、应否处刑、如何处刑所作的决定,criminal judgment
61110,42151,1,动词,正式展出前预先试展,preview exhibition
61111,42152,1,,泛指与正统思想对立的或有危害的主张、学说,heresy
61112,42153,1,名词,多年生草本植物，地上茎细长，能缠绕物体，叶子互生，秋天开白花，根茎块状。地上茎和根茎都可以做药材,fleeceflower root
61113,42154,1,形容词,不和睦,discordant
61114,42155,1,动词,粗放的灌溉方法，即不筑畦埝，让水顺着地势自然流淌,flood irrigation
61115,42155,2,动词,洪水流入（低洼地区）,inundate
61116,42156,1,动词,恭敬地供奉,reverently worship
61117,42156,2,动词,恭敬地进献,respectfully offer
61118,42157,1,形容词,稀少零落,sparse
61119,42157,2,形容词,沉寂冷落,desolate
61120,42158,1,名词,指一个地区一年中从终霜后到初霜前的天数，是植物最有利的生长期,frost-free period
61121,42159,1,名词,指在工程建筑或产品制造中用于人工上的费用,labor cost
61122,42160,1,形容词,枯萎与茂盛；衰败和发达,withered and flourishing
61123,42161,1,名词,在砖上雕刻造型的工艺或作品,brick carving
61124,42162,1,名词,进项,income
61125,42162,2,名词,指学识、修养的提高,improvement in knowledge
61126,42163,1,动词,轻盈柔美地起舞或飞舞,dance gracefully
61127,42164,1,名词,病情,condition of an illness
61128,42165,1,名词,作画时垫在画纸下面的板子,drawing board
61129,42166,1,,白天潜伏起来，黑夜出来活动（伏：躲藏）,hide by day and come out by night
61130,42167,1,动词,提高温度,increase temperature
61131,42168,1,动词,散着掉下（多用于固体）,spill
61132,42169,1,名词,铁路、公路等交通部门有关客运、货运等的规章制度,road regulations
61133,42170,1,形容词,直立向上的,vertical
61134,42170,2,动词,使垂直,make vertical
61135,42171,1,名词,冷言冷语,sarcastic remarks
61136,42172,1,名词,一种肠道疾病，指肠腔阻塞，进入肠内的东西不能向下移动。主要症状有腹部剧烈疼痛、呕吐、不能排便排气等,intestinal obstruction
61137,42173,1,,多次禁止，仍未杜绝,repeatedly banned but not eradicated
61138,42174,1,名词,九代直系亲属。除自身外，上及父、祖父、曾祖父、高祖父，下及子、孙、曾孙、玄孙（一说包括异姓亲属，父族四代，母族三代，妻族两代，合为九族）,nine degrees of kinship
61139,42175,1,名词,汹涌的浪涛,raging waves
61140,42176,1,名词,常绿灌木，叶子像竹叶但厚而有韧性，夏季开桃红色或白色花。花可供观赏；叶、花、树皮有毒，可制强心剂,oleander
61141,42177,1,名词,一层一层的树林,layers of forest
61142,42178,1,名词,比喻在一定阶段或一定程度上目标相同的人,fellow traveler
61143,42178,2,名词,一路同行的人,traveling companion
61144,42179,1,名词,悲惨的境地,miserable situation
61145,42180,1,名词,日夜亮着的油灯（多点燃在神佛的像前）,eternal lamp
61146,42181,1,,用口头和书面形式对罪状进行揭露、声讨,denounce orally and in writing
61147,42182,1,动词,耍阴谋陷害,plot against
61148,42182,2,动词,秘密杀害,assassinate
61149,42183,1,形容词,（颜色）淡雅,plain and neat
61150,42183,2,形容词,（味道）清淡,light (in taste)
61151,42184,1,,比喻已经到了非做不可的地步,point of no return
61152,42185,1,动词,吊在房梁上；多指上吊自杀,hang from a beam
61153,42186,1,动词,修补物体上的漏洞或裂缝；也比喻弥补工作上的缺漏,mend a leak
61154,42187,1,动词,苟且生存,drag out an ignoble existence
61155,42188,1,形容词,浅显,simple and easy
61156,42189,1,名词,远古时代的一种陶器，陶胎很薄，表面漆黑光亮。在我国新石器时代晚期的大汶口文化和龙山文化遗址中常有发现,black pottery
61157,42190,1,形容词,仁慈厚道,kind and generous
61158,42191,1,名词,枪上的一个机件，可用以拉开枪膛推进子弹,rifle bolt
61159,42192,1,名词,丈夫的叔父,husband's uncle
61160,42193,1,动词,遭受痛苦；受罪,suffer
61161,42194,1,名词,腌制的蔬菜,pickled vegetables
61162,42194,2,动词,腌制蔬菜,pickle vegetables
61163,42195,1,动词,拖延,procrastinate
61164,42196,1,名词,甲型病毒性肝炎的简称。由甲型肝炎病毒引起的传染病，多经胃肠道及血液途径传染。症状有厌食、恶心、乏力、发热、肝大、肝区疼痛等，多数病人有黄疸,hepatitis A
61165,42197,1,名词,用作航标的灯具；比喻指示前进方向的事物,navigation light
61166,42198,1,名词,困难的局面；困境,difficult situation
61167,42199,1,动词,敬词，用于称对方给予指教,To grant instruction (honorific)
61168,42200,1,动词,煎熬,To suffer
61169,42201,1,名词,旧指没有取得功名的平民（丁：成年男子）,Commoner
61170,42202,1,名词,一种黑色素脱失性皮肤病。皮肤上呈现大小不等的白斑，一般不痛不痒，多发生于面部、躯干等处,Vitiligo
61171,42203,1,名词,乌龟的硬壳。古人用它来占卜吉凶。殷代在龟甲上刻有与占卜有关的文字，就是卜辞,Tortoise shell
61172,42204,1,名词,稻子茎秆上端开花结实的部分,Rice ear
61173,42205,1,,比喻寻找解决问题的途径,To seek connections
61174,42206,1,动词,加大干劲；努力,To exert more effort
61175,42207,1,形容词,合适；相宜,Appropriate
61176,42208,1,名词,声音特别响的雷,Thunderclap
61177,42209,1,名词,专门为某种内容而编辑出版的一期刊物,Special issue
61178,42210,1,名词,主要课程,Main course
61179,42211,1,,处之泰然,To take something calmly
61180,42212,1,动词,彼此友好往来（多用于国家之间）,To maintain friendly relations
61181,42213,1,动词,用残忍的手段杀害,To kill cruelly
61182,42213,2,动词,虐待致死,To cause death by maltreatment
61183,42214,1,,驾着轻便的车走熟路；比喻熟悉情况，富有经验，容易把事情办好,To do something with ease due to familiarity
61184,42215,1,,职工随单位经济效益和本人工作实绩而变动的那一部分工资,Merit pay
61185,42216,1,,不能成为有用的器具；比喻没出息,Good-for-nothing
61186,42217,1,名词,君主是最高统治者或国家元首的国家,Monarchy
61187,42218,1,名词,丈夫的弟弟（用于背称）,Husband's younger brother
61188,42219,1,动词,像群蜂一下子飞起一样。比喻众多,To rise in swarms
61189,42220,1,,古代道家的哲学思想和政治主张。强调顺应自然，不必采取刑罚及其他强制措施，就能把国家管理好,Governance through non-action
61190,42221,1,动词,展开悬挂,To hang up (unfolded)
61191,42222,1,动词,站成队列,To line up
61192,42223,1,动词,残杀；屠杀,To slaughter
61193,42224,1,名词,岳父母家,Wife's parental home
