example_id,definition_id,example_sn,example_cn
31328,31311,1,老式汽车
31329,31312,1,站在景山上眺望全城夜景。
31330,31313,1,这座桥的跨度很大｜屋顶的跨度决定了室内空间
31331,31314,1,年龄跨度
31332,31315,1,飞越地中海｜跳高运动员飞越横竿。
31333,31316,1,他每月按时还贷｜还贷压力让他很焦虑
31334,31317,1,有前例可循｜史无前例
31335,31318,1,爷爷骑着三轮车买菜｜这辆三轮车能载很多货物
31336,31319,1,德行高尚
31337,31320,1,山上有许多松树｜松树的叶子是针形的
31338,31321,1,拜金主义｜拜金思想依然在某些人头脑中作怪
31339,31322,1,小伙子太倔强
31340,31323,1,深为感动
31341,31324,1,霞光辉映着白云｜湖光山色交相辉映。
31342,31325,1,先决条件｜先决因素
31343,31326,1,偌大的操场静悄悄的，没有一个人。
31344,31327,1,扶助贫困户
31345,31328,1,无价之宝｜情义无价
31346,31329,1,暗无天日
31347,31330,1,阴雨连绵，不见天日。
31348,31331,1,完成这项工作，恐怕得（děi）些天日。
31349,31332,1,她被比作《红楼梦》里的王熙凤。
31350,31333,1,努力和天赋相辅相成｜这两个因素相辅相成
31351,31334,1,过量放牧导致草原荒漠化。
31352,31335,1,导出一个结论
31353,31336,1,此案已经审结
31354,31337,1,船体逐渐下沉
31355,31338,1,路面下沉
31356,31339,1,解救被捆绑的人质。
31357,31340,1,工程的时限太紧｜合同的时限已到
31358,31341,1,女高音｜高音喇叭
31359,31342,1,消息闭塞
31360,31343,1,修了公路，山村不再闭塞。
31361,31344,1,通风口闭塞
31362,31345,1,排在倒数第三位
31363,31346,1,5的倒数是1/5｜这两个数互为倒数
31364,31347,1,泥泞的乡间小道
31365,31348,1,他踏着泥泞，艰难地走上堤坝。
31366,31349,1,这学期开了新课｜新课的内容很有趣
31367,31350,1,他在地主家做长工｜长工的工作很辛苦
31368,31351,1,我喜欢喝热可可｜这杯可可很香甜
31369,31352,1,用可可做蛋糕｜可可粉味道浓郁
31370,31353,1,可可树生长在热带｜可可的果实可制饮料
31371,31354,1,项羽无颜见江东父老｜江东地区很富庶
31372,31355,1,孙权统治着江东｜江东是吴国的根据地
31373,31356,1,这片台地很平坦｜台地四周是陡坡
31374,31357,1,供求关系影响价格｜市场供求关系要平衡
31375,31358,1,田里种着麦子｜麦子已经成熟了
31376,31359,1,今年麦子收成好｜麦子是一种粮食作物
31377,31360,1,他去医院就诊｜就诊需要提前预约
31378,31361,1,办公用品由我公司负责配送。
31379,31362,1,天文台观测星空｜他在天文台工作
31380,31363,1,图书馆上午8点开馆。
31381,31364,1,客厅装潢得很时尚｜装潢门面
31382,31365,1,美观的装潢赢得客户的青睐。
31383,31366,1,以振兴中华为己任。
31384,31367,1,长江之水，永不枯竭。
31385,31368,1,财源枯竭｜文思枯竭
31386,31369,1,展台上陈列着新产品｜这个展台设计精美
31387,31370,1,这是历史发展的必然性｜必然性不可抗拒
31388,31371,1,祖国优秀的传统文化具有强大的感召力量。
31389,31372,1,爆出丑闻
31390,31373,1,调拨救灾物资
