example_id,definition_id,example_sn,example_cn
50354,50337,1,风势变化不大
50355,50338,1,看不准风势，他不会贸然行动。
50356,50339,1,天边还挂着几颗晨星｜晨星在黎明前闪烁
50357,50340,1,晨星在东方格外明亮｜晨星与朝霞相映成趣
50358,50341,1,小儿麻痹症需要及时治疗｜他小时候得过小儿麻痹症
50359,50342,1,余缺互补
50360,50343,1,填补余缺
50361,50344,1,他爱说俏皮话逗乐儿｜遇到看不惯的事，他常会说上几句俏皮话。
50362,50345,1,他最爱说俏皮话｜这句俏皮话真有意思
50363,50346,1,立式衣柜｜立式锅炉
50364,50347,1,立式射击
50365,50348,1,军饷按时发放很重要｜军饷不足影响士气
50366,50349,1,她正在月子里
50367,50350,1,她的月子是五月底。
50368,50351,1,照着底本校对
50369,50352,1,这部书的底本至今保存完好
50370,50353,1,小店底本有限，恕不赊欠
50371,50354,1,街灯照亮了夜路｜街灯下人影摇曳
50372,50355,1,工人们正在卸车｜卸车要小心轻放
50373,50356,1,卸车后要喂马休息｜卸车时先解开缰绳
50374,50357,1,特快专递明天就到｜寄特快专递比较贵
50375,50358,1,二人言语不合，闹得不欢而散。
50376,50359,1,他决定远走高飞｜鸟儿远走高飞了
50377,50360,1,为了理想在所不惜｜他花钱在所不惜
50378,50361,1,重要文件放保险箱｜保险箱很沉重
50379,50362,1,这里不是保险箱｜别把公司当保险箱
50380,50363,1,数学成了他的拦路虎｜遇到拦路虎别放弃
50381,50364,1,她不愿做小老婆｜旧时富人家有小老婆
50382,50365,1,转角有家咖啡店｜在转角处相遇
50383,50366,1,这酒味道醇厚｜茶香醇厚可口
50384,50367,1,加强自律，谨防行为脱轨。
50385,50368,1,吊装需要专业设备｜工人在吊装钢梁
50386,50369,1,没有万全之策
50387,50370,1,事先一点儿口风也没露。
50388,50371,1,校长训话
50389,50372,1,图案类同｜手法类同
50390,50373,1,老人爱看命相｜命相之说不可信
50391,50374,1,因病去职
50392,50375,1,靠裙带关系当了个部门经理。
50393,50376,1,粗粮细做
50394,50377,1,抱病指挥战斗
50395,50378,1,银耳汤很滋补｜银耳要提前泡发
50396,50379,1,重操旧业
50397,50380,1,重整旧业
50398,50381,1,她整天担惊受怕｜别再让我担惊受怕
50399,50382,1,利己主义要不得｜反对极端利己主义
50400,50383,1,除了读书，别无癖好。
50401,50384,1,这小子太花心
50402,50385,1,她不相信丈夫有花心。
50403,50386,1,立体声音效很棒｜这是立体声耳机
50404,50387,1,拔河比赛很激烈｜我们班拔河赢了
50405,50388,1,将军南征北战多年｜他南征北战立大功
50406,50389,1,读书成为他生活的至爱。
50407,50390,1,至爱儿女｜至爱亲朋
50408,50391,1,那幅画以20万元的价格起拍。
50409,50392,1,将功补过
50410,50393,1,我太忙，实在不能分身。
50411,50394,1,原装白兰地
50412,50395,1,购买原装彩色电视机。
50413,50396,1,整肃风纪｜风纪严明
50414,50397,1,老板上货去了
50415,50398,1,柜台空了，马上上货。
50416,50399,1,黑奴历史很悲惨｜解放黑奴是进步
50417,50400,1,这句话是双关语｜双关用得巧妙
50418,50401,1,医生带着药箱｜药箱里药品齐全
50419,50402,1,夫妻都上班，家里没人打理｜打理公司业务
50420,50403,1,重炮火力强大｜重炮阵地很重要
50421,50404,1,连翘可以入药｜连翘花开得真美
50422,50405,1,今年是甲子年｜六十年一甲子
50423,50406,1,我收藏纪念封｜这个纪念封很珍贵
50424,50407,1,防空洞很坚固｜躲进防空洞避难
50425,50408,1,这里成了防空洞｜不能做坏人的防空洞
50426,50409,1,圣诞树真漂亮｜装饰圣诞树有趣
50427,50410,1,电信号在传输｜接收电信号
50428,50411,1,当作笑柄
50429,50412,1,这孩子真不赖｜今天天气真不赖
50430,50413,1,为孩子心焦
50431,50414,1,芳草菲菲
50432,50415,1,a是元音字母｜元音发音要准确
50433,50416,1,她从师学习京剧程派唱腔。
50434,50417,1,今年旱情严重，肯定歉收。
50435,50418,1,他耳濡目染学会了｜在艺术家庭耳濡目染
50436,50419,1,他最近春风得意｜春风得意马蹄疾
50437,50420,1,探索外层空间｜外层空间很神秘
50438,50421,1,城墙千疮百孔｜制度千疮百孔
50439,50422,1,想念家乡是人之常情｜这是人之常情
50440,50423,1,天然橡胶弹性好｜轮胎用天然橡胶
50441,50424,1,做事不能操之过急｜他总是操之过急
50442,50425,1,大学生写那么多错别字实在说不过去。
50443,50426,1,他喜形于色｜好消息让他喜形于色
50444,50427,1,他在家待岗｜待岗期间要学习
50445,50428,1,青年踊跃支边｜支边建设祖国
50446,50429,1,此文乃不才草撰
50447,50430,1,鄙人不才
50448,50431,1,他吓得脸色煞白｜病人面色煞白
50449,50432,1,出手非常阔绰｜阔绰人家
50450,50433,1,这些切花很新鲜｜用切花装饰房间
50451,50434,1,遭人嫌恶
50452,50435,1,器用杂物
50453,50436,1,此事盛传已久｜盛传他要离职
50454,50437,1,给产品定级
50455,50438,1,巨石下坠，危险异常。
50456,50439,1,肚子一阵阵地下坠。
50457,50440,1,油耗降低了20%。
50458,50441,1,两路夹攻顽敌
50459,50442,1,我们去溜冰｜溜冰要注意安全
50460,50443,1,妈妈正在下厨｜今天爸爸下厨
50461,50444,1,社区关心孤老｜他是位孤老
50462,50445,1,他在网上征婚｜征婚要真诚
50463,50446,1,两省比邻｜比邻而居
50464,50447,1,天涯若比邻
50465,50448,1,他尽心竭力工作｜尽心竭力完成任务
50466,50449,1,他已功成名就｜功成名就退休
50467,50450,1,艺术需要形象思维｜形象思维很重要
50468,50451,1,谣言让人心惶惶｜人心惶惶不安
50469,50452,1,苦苦承受炼狱煎熬，才有了今日的成就。
50470,50453,1,炼狱是宗教概念｜经历炼狱般考验
50471,50454,1,蹼泳是竞技项目｜他擅长蹼泳
50472,50455,1,运动员在蹼泳｜蹼泳速度很快
50473,50456,1,鬼迷心窍｜心窍未开
50474,50457,1,默念碑文
50475,50458,1,默念着祖母生前的音容笑貌。
50476,50459,1,这里是重要伏笔｜小说伏笔巧妙
50477,50460,1,婚嫁是人生大事｜准备婚嫁用品
50478,50461,1,顾盼自雄（自雄：自认为比众人高明）。
50479,50462,1,甩手也是一种健身运动。
50480,50463,1,甩手掌柜｜事情还没有完，你别想甩手。
50481,50464,1,棉袄又轻又软和
50482,50465,1,把杂草连根拔｜连根拔除毒瘤
50483,50466,1,麻花又香又脆｜买根麻花吃
50484,50467,1,人力车是老物件｜坐人力车观光
50485,50468,1,人力车拉货很累｜用人力车运输
50486,50469,1,俗文学很受欢迎｜研究古代俗文学
50487,50470,1,水蒸气往上冒｜壶嘴冒水蒸气
50488,50471,1,海天交界是水平线｜水平线很平直
50489,50472,1,画条水平线｜用水平仪找水平线
50490,50473,1,达到新水平线｜提高业务水平线
50491,50474,1,矫情自饰
50492,50475,1,他们去年定亲｜定亲要送聘礼
50493,50476,1,岁月绵长
50494,50477,1,圆明园微缩景观
50495,50478,1,拂袖而起｜拂袖而去
50496,50479,1,优劣各半
50497,50480,1,投资相等，利润各半。
50498,50481,1,这个图形是扇形｜扇形面积怎么算
50499,50482,1,拔下一墩花生，在地上摔打摔打。
50500,50483,1,青年人要到艰苦环境中去摔打才能成才。
50501,50484,1,收到国外邮包｜邮包寄到了
50502,50485,1,贪赃枉法，毫无廉耻。
50503,50486,1,安全度汛
50504,50487,1,巧立名目收费｜反对巧立名目
50505,50488,1,台风来时，海浪瞬时可达八九米高。
50506,50489,1,做事要动脑筋，不能蛮干。
50507,50490,1,神色怅惘
50508,50491,1,这个理论自成体系｜他自成体系
50509,50492,1,对这件大案要一查到底，不要怕触雷。
50510,50493,1,街上摩肩接踵｜景区摩肩接踵
50511,50494,1,惨无人道的暴行｜敌人惨无人道
50512,50495,1,玻璃是半透明的｜半透明材质
50513,50496,1,她矫揉造作｜矫揉造作不自然
50514,50497,1,百姓丰衣足食｜过上丰衣足食生活
50515,50498,1,兄弟自相残杀｜禁止自相残杀
50516,50499,1,室内陈设简朴，一张写字台，两把木椅，一盏台灯，如此而已。
50517,50500,1,这是块飞地｜飞地归属特殊
50518,50501,1,这块飞地属西班牙｜飞地问题复杂
50519,50502,1,野鸡学校
50520,50503,1,打击野鸡现象｜野鸡站街拉客
50521,50504,1,野鸡是保护动物｜看到野鸡飞过
50522,50505,1,当面呈交
50523,50506,1,买件新泳衣｜泳衣要合身
50524,50507,1,我和他只是初识，彼此还不了解。
50525,50508,1,强压心火
50526,50509,1,心火旺要调理｜他心火太重
50527,50510,1,走漏风声
50528,50511,1,严防走漏行为
50529,50512,1,轧机在运转｜新型轧机效率高
50530,50513,1,禀告二老双亲
50531,50514,1,黄羊在奔跑｜保护黄羊种群
50532,50515,1,拐弯时，不得超车。
50533,50516,1,顺乎民意
50534,50517,1,先生过誉了，老朽实不敢当。
50535,50518,1,老朽愚钝
50536,50519,1,这是蚊子的成虫｜成虫会飞
50537,50520,1,船只夜间夜航｜夜航要注意安全
50538,50521,1,流散的古籍善本已陆续搜集起来｜亲朋流散各地
50539,50522,1,缉拿毒犯
50540,50523,1,他无依无靠｜老人无依无靠
50541,50524,1,徐步庭前
50542,50525,1,把电能转变成光能。
50543,50526,1,平装书｜平装本
50544,50527,1,黑胶唱盘在转｜收藏老唱盘
50545,50528,1,主理家务｜由名厨主理
50546,50529,1,环山抱水，风景秀丽。
50547,50530,1,汽车环山盘行
50548,50531,1,心中积怨难消
50549,50532,1,两人积怨已久
50550,50533,1,静候佳音
50551,50534,1,飞禽种类很多｜观察飞禽习性
50552,50535,1,顺流而下
50553,50536,1,这孩子在外面从不惹事。
50554,50537,1,前赴后继冲锋｜前赴后继救灾
50555,50538,1,这条路坑坑洼洼，很难走。
50556,50539,1,速战速决取胜｜工作要速战速决
50557,50540,1,不能见死不救｜他见死不救可耻
50558,50541,1,规定成一纸空文｜计划成一纸空文
50559,50542,1,这件绸子衣服很柔软｜她喜欢绸子的光滑手感
50560,50543,1,眯缝着眼睛
50561,50544,1,这座桥是拱形的｜拱形的屋顶很美观
50562,50545,1,地壳已经形变
50563,50546,1,鹿角是珍贵的中药材｜墙上挂着一对鹿角
50564,50547,1,军营周围设置了鹿角
50565,50548,1,这面铜镜保存得很完整｜铜镜背面刻着花纹
50566,50549,1,胸前挂着金灿灿的奖章。
50567,50550,1,增强短跑运动员起跑时的爆发力。
50568,50551,1,船的推进器出了故障｜飞机推进器需要维修
50569,50552,1,服药得用白开水｜这个剧本像白开水一样平淡。
50570,50553,1,士兵配备了轻武器｜轻武器便于携带
50571,50554,1,黑板报内容每周更新｜他在写黑板报
50572,50555,1,他把医院当避风港。
50573,50556,1,渔船驶入避风港｜这个海湾是天然避风港
50574,50557,1,一片萧瑟的景象
50575,50558,1,秋风萧瑟
50576,50559,1,明代陵寝规模宏大｜参观古代帝王陵寝
50577,50560,1,咕咚咕咚几口就把一杯水喝光了。
50578,50561,1,漫画重神似
50579,50562,1,需要量度物体的长度｜仔细量度这块土地
50580,50563,1,做事要从实际出发，不要跟风。
50581,50564,1,我们一起去吃夜宵｜夜宵摊很热闹
50582,50565,1,他完成了漂亮的后空翻｜空翻动作很难
50583,50566,1,这份卷宗很重要
50584,50567,1,把文件放进卷宗里
50585,50568,1,历朝文物典章
50586,50569,1,历朝历代都有明君｜研究历朝典章制度
50587,50570,1,铃铛声音很清脆｜马脖子上挂着铃铛
50588,50571,1,今年家乡遭灾，颗粒无收。
50589,50572,1,分毫不少
50590,50573,1,通衢大道
50591,50574,1,白文用大字排印，注疏排双行小字。
50592,50575,1,这本是白文版本
50593,50576,1,印章刻的是白文
50594,50577,1,她是国际名模｜名模的时装秀
50595,50578,1,豆豉炒菜很香｜广东豆豉很有名
50596,50579,1,鹿茸是名贵补品｜购买优质鹿茸
50597,50580,1,这是重要证物｜警方收集了证物
50598,50581,1,我为她点歌｜点歌送祝福
50599,50582,1,少先队员高举队旗｜队旗迎风飘扬
50600,50583,1,开赛前两队交换队旗。
50601,50584,1,头巾四边儿镶着花边。
50602,50585,1,山势险峻雄奇
50603,50586,1,播送新闻｜播送演出实况
50604,50587,1,奶奶提着提篮买菜｜这个提篮很结实
50605,50588,1,站在山巅眺望｜山巅云雾缭绕
50606,50589,1,醋酸味道很刺鼻｜醋酸是常用调料
50607,50590,1,每年都去祖庙祭拜｜祖庙香火旺盛
50608,50591,1,举办电影回顾展｜摄影回顾展很精彩
50609,50592,1,全靠你提携｜提携后进
50610,50593,1,彼此提携
50611,50594,1,提携幼儿
50612,50595,1,犯人戴着脚镣｜沉重的脚镣
50613,50596,1,用扩音器讲话｜扩音器音量太大
50614,50597,1,他已山穷水尽｜面临山穷水尽的境地
50615,50598,1,没脸见人｜没脸向人开口
50616,50599,1,斗胆向你进一言
50617,50600,1,客船在烟波里渐渐消失｜烟波浩渺
