definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
54130,36087,1,名词,铁在高温下熔化成的炽热液体,molten iron
54131,36088,1,名词,旧时覆盖在屋檐边上的滴水瓦的垂面部分。有圆形和半圆形两种，上面多有文字或图案,eaves tile
54132,36089,1,动词,起义；暴动,stage an uprising
54133,36090,1,动词,妇女月经前或经期中下腹出现疼痛症状,dysmenorrhea
54134,36091,1,名词,口实；借口,pretext
54135,36092,1,形容词,悲哀忧伤,sorrowful
54136,36093,1,名词,藕,lotus root
54137,36094,1,名词,一种板面狭长的凳子,bench
54138,36095,1,动词,居住（在某处）,reside
54139,36096,1,名词,未定型前最初的样式；也指照原物按比例缩小的模型,prototype
54140,36097,1,动词,请假期满后向上级报到，恢复上班工作,report back after leave
54141,36098,1,名词,僵硬的尸体；常用来比喻失去生命力的事物,corpse
54142,36099,1,名词,多年生或二年生草本植物，茎直立而上部多分枝，叶互生，夏季开花，头状花序呈半球形。茎、叶、籽实都可以做药材,sweet wormwood
54143,36100,1,名词,【别字】把甲字错读成或错写成乙字，乙字叫别字。如把“性别”写成“姓别”是写别字，把“晌午”读成“响午”是读别字,wrongly written or mispronounced character
54144,36101,1,名词,设置在水面上的航行标志。作用是指示航道的界限，浅滩、礁石等障碍物的位置和危险地区等,buoy
54145,36102,1,动词,巡回治疗,make medical rounds
54146,36103,1,动词,胡来,act recklessly
54147,36104,1,名词,指已经走过的路；比喻倒退的路,the road back
54148,36105,1,名词,脊柱,spine
54149,36105,2,名词,比喻志气、骨气等,backbone
54150,36105,3,名词,比喻事物的关键部分或支撑事物的中坚力量,backbone
54151,36106,1,名词,（民族、团体等）自己决定自己事务的权利,right to self-determination
54152,36107,1,名词,党派、团体等的成员忠诚于所在组织，严格遵守所在组织的各项纪律的自觉程度,organizational discipline
54153,36108,1,名词,内设过滤装置的盛凉水的容器,mineral water dispenser
54154,36109,1,名词,简略的传记,brief biography
54155,36110,1,动词,拼搏；奋斗,strive
54156,36111,1,,门前可以张网捕雀（罗：张网捕捉）。形容宾客稀少，门庭冷落。,deserted
54157,36112,1,,具有电子计算机部分功能，可以拿在手上使用的便携式电子设备,handheld computer
54158,36113,1,,佛教指命中注定的灾难，逃脱不了；借指某些不幸的事情一定要发生，避免不了,inevitable
54159,36114,1,,招募士兵，购置战马；比喻招揽人才、扩充力量,recruit followers
54160,36115,1,,堵住耳朵不听。形容故意不听别人的意见或对某些事漠不关心,turn a deaf ear
54161,36116,1,名词,冷暖空气相遇产生的大范围雨区,rain belt
54162,36117,1,动词,轮换工作岗位,job rotation
54163,36118,1,动词,消除心头的气愤,vent one's spleen
54164,36119,1,名词,快步,quick steps
54165,36120,1,动词,在应试者参加的共同科目的考试外，对部分人增加科目或内容的考试,additional test
54166,36121,1,动词,不断地急速流出,gush
54167,36122,1,动词,铺开；展开,spread out
54168,36123,1,名词,使头发湿润光泽的油质化妆品,hair oil
54169,36124,1,形容词,轻捷而勇猛,agile and brave
54170,36125,1,名词,树墩,tree stump
54171,36125,2,名词,可以做盆景的粗矮的根木,tree stump
54172,36126,1,动词,按照词的格律，即词牌所要求的字数、句式、声韵、平仄等写词,compose ci poetry
54173,36127,1,动词,佛教、道教指僧尼或道士向人要求布施,beg alms
54174,36128,1,动词,接到报警；警方受理警务性案件,receive an alarm
54175,36129,1,名词,铸或刻在器物上凸起的文字或花纹（跟“阴文”相区别）,relief
54176,36130,1,名词,诗人或诗歌爱好者定期聚会进行创作、评论等活动的组织,poetry club
54177,36131,1,名词,益处；好处,benefit
54178,36131,2,动词,使产生或得到益处,benefit
