definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
13250,4190,1,名词,古代汉民族所居住的黄河中下游地区；后专指我国所统辖的全部国土；今为中华人民共和国的简称,China; the middle kingdom; ancient Han ethnic settlement area in the Yellow River's middle-lower reaches; now refers specifically to the entire territory under China's jurisdiction; short for the People's Republic of China
13251,4190,2,名词,古代指京师,China; the central state; ancient term for the capital
13252,4191,1,动词,事物由小到大、由简单到复杂、由低级到高级不断演变,"develop; to evolve from small to large, simple to complex, low-level to high-level"
13253,4191,2,动词,吸纳新成员，使组织的规模扩充,"develop; to recruit new members, expand an organization's scale"
13254,4192,1,名词,指国民经济；也指国民经济的某一部门,economy; national economy; also refers to a specific sector of the national economy
13255,4192,2,名词,指个人的收支情况,economy; personal financial situation
13256,4192,3,形容词,形容耗费少而收益大；价格便宜,economical; describing low cost with high returns; inexpensive
13257,4192,4,名词,指经济活动，包括生产、流通、分配和消费以及金融、保险等活动或过程,"economy; economic activities including production, circulation, distribution, consumption, finance, insurance, etc."
13258,4192,5,名词,一定历史时期社会生产关系的总和。是政治和思想意识等上层建筑的基础,economy; the sum total of social production relations in a certain historical period; foundation of political and ideological superstructure
13259,4192,6,动词,〈文〉经世济民，治理国家,manage state affairs; to govern the country and benefit the people
13260,4193,1,代词,“我”的复数形式，称包括自己在内的若干人,"we; plural form of ""I"", referring to oneself and others"
13261,4193,2,代词,指“我”，含委婉语气，多用于报告或论文中,"we; refers to ""I"", conveying a modest tone, often used in reports or academic papers"
13262,4193,3,代词,指“你们”或“你”，含亲切意味,"we; refers to ""you"" or ""yours"", conveying intimacy"
13263,4193,4,代词,指“我”，含有亲昵色彩，用于口语,"we; refers to ""I"", conveying affection, used in colloquial speech"
13264,4194,1,名词,在一定的历史阶段中由固定的土地和人民组成、有一个进行管理的组织的共同实体,country; a common entity composed of fixed land and people with a governing organization in a certain historical stage
13265,4194,2,名词,指一个国家所领有的整个区域,country; the entire territory possessed by a nation
13266,4195,1,名词,新闻媒体采访新闻、进行报道的专职人员,journalist; professional personnel in news media who gather and report news
13267,4196,1,副词,“【没】对领有、具有的否定。口语中多说“没（méi）”,"not have; negation of possession or ownership; colloquially often ""méi"""
13268,4196,2,动词,“【没】无（跟“有”相对）,"not have; absence (opposite of ""have"")"
13269,4197,1,名词,职业,job; occupation
13270,4197,2,名词,业务；任务,work; business; task
13271,4197,3,动词,从事体力或脑力劳动,work; to engage in physical or mental labor
13272,4197,4,动词,泛指机器、设备等处在运转状态,"work; generally refers to machines, equipment, etc., being in operation"
13273,4198,1,代词,称不包括自己和对方的若干人,they; refers to several people excluding oneself and the listener
13274,4199,1,名词,创造历史、推动人类社会进步的所有社会基本成员的总称,people; the collective term for all basic members of society who create history and promote social progress
13275,4200,1,名词,有待解决的疑难事情,problem; a matter that needs to be solved; puzzle
13276,4200,2,名词,有毛病的或不好的情况,problem; a faulty or undesirable situation
13277,4200,3,名词,要求解答的题目；论述的事项,question; a topic requiring an answer; matter for discussion
13278,4200,4,名词,重要的事情；关键,problem; an important matter; key point
13279,4200,5,名词,意外的麻烦；事故,problem; unexpected trouble; accident
13280,4201,1,动词,从事（某种持续性的活动）,conduct; to engage in (a continuous activity)
13281,4201,2,动词,行进；前进,proceed; to advance; move forward
13282,4202,1,名词,以一定的物质生产活动为基础而相互联系起来的人群,society; a group of people interconnected based on certain material production activities
13283,4202,2,名词,以一定的物质生产活动为基础而相互联系的人类生活共同体。人是社会的主体，劳动是社会生存和发展的前提。人们在生产中形成的一定生产关系构成社会经济基础，在这一基础上产生与之相适应的上层建筑,"society; a human community interconnected based on material production activities; people are the main body, labor is the premise for social survival and development; production relations form the economic base, giving rise to corresponding superstructure"
13284,4203,1,名词,国家与国家之间；世界各国之间,international; between nations; among countries worldwide
13285,4203,2,形容词,国家与国家之间的；世界各国之间的,international; pertaining to relations between nations; worldwide
13286,4204,1,代词,代替人或物本身。通常用来复指前面的名词或代词（代替的主体有时不出现）,"self; refers to the person or thing itself, often used to reiterate a preceding noun or pronoun (the subject may not always appear)"
13287,4204,2,代词,用在名词前，表示属于本人这一方面的,self; used before a noun to indicate belonging to one's own side
13288,4205,1,名词,国家行政机关。一般分中央政府和地方政府。政府的组织形式和名称各国有所不同。我国的中央人民政府叫国务院,"government; state administrative organs, generally divided into central and local governments; forms and names vary by country; China's central government is called the State Council"
13289,4206,1,名词,从事生产、购销、运输以及服务性活动的经营实体（跟“事业”相区别）。如工厂、农场、矿山、公司等,"enterprise; a business entity engaged in production, trade, transportation, and services (distinguished from ""institution""), e.g., factories, farms, mines, companies"
13290,4207,1,名词,指地球上所有地方,world; all places on Earth
13291,4207,2,名词,指某个范围或领域,world; a certain scope or field
13292,4207,3,名词,指自然界和人类社会的一切客观存在的总和,world; the sum total of all objective existence in nature and human society
13293,4208,1,名词,各处；处处,world; everywhere; all places
13294,4207,4,名词,佛教指无限的时间和空间,"world; in Buddhism, refers to infinite time and space"
13295,4209,1,名词,我国首都，中央直辖市。是全国的政治、文化中心。著名的历史文化名城和古都。10世纪初，辽代在此建立陪都，自金代起正式建都。明清时称北京。1928年至新中国成立以前，曾先后改称北平特别市、北平市。简称京,"Beijing; China's capital, a municipality directly under the central government; national political and cultural center; famous historical and cultural city and ancient capital; established as a secondary capital in the Liao Dynasty, officially became capital from the Jin Dynasty; called Beijing in Ming and Qing; renamed Beiping Special City/Beiping City from 1928 until the founding of the PRC; abbreviated as Jing"
13296,4210,1,名词,买卖商品较集中的场所,market; a place where goods are traded in a concentrated manner
13297,4210,2,名词,商品流通领域,market; the field of commodity circulation
13298,4210,3,名词,比喻某种观点、言论或活动等传播的范围和人们的接受情况,"market; metaphorically, the scope of dissemination and acceptance of certain views, opinions, or activities"
13299,4211,1,代词,指事物或人，表示疑问,"what; refers to things or people, expressing inquiry"
13300,4211,2,代词,指事物或人，表示不确定的事物,"what; refers to things or people, indicating uncertainty"
13301,4211,3,代词,指事物或人，用在“都”、“也”前，表示在所说的范围内没有例外,"what; used before ""all"" or ""also"", indicating no exceptions within the stated range"
13302,4211,4,代词,指事物或人，两个“什么”连用，表示前者决定后者,"what; two ""what""s used together, indicating the former determines the latter"
13303,4211,5,代词,用在并列成分前，表示列举不尽,And so on; et cetera
13304,4211,6,代词,表示惊讶,what; expresses surprise
13305,4211,7,代词,表示不同意、不满意或不以为然,"what; expresses disagreement, dissatisfaction, or disapproval"
13306,4212,1,名词,依法定程序成立、以营利为目的的具有法人资格的企业。我国的公司有有限责任公司和股份有限公司两种,"company; an enterprise established by legal procedures for profit with legal person status; in China, includes limited liability companies and joint stock limited companies"
13307,4213,1,代词,指比较近的人或事物,this; refers to a relatively near person or thing
13308,4213,2,代词,代替事物,this; substitutes for a thing
13309,4213,3,代词,跟“那个”对举，表示不确指某人或某事物,"this; used in contrast with ""that"", indicating an unspecified person or thing"
13310,4213,4,代词,表示程度高，带有夸张的意味（常用在动词、形容词之前）,"this; indicates a high degree, with an exaggerated tone (often used before verbs or adjectives)"
13311,4214,1,动词,表示条件、环境、情理上许可,"can; indicates permission under conditions, environment, or reason"
13312,4214,2,动词,表示可能,can; indicates possibility
13313,4214,3,动词,表示有某种用途,can; indicates having a certain use
13314,4214,4,动词,表示值得（做某事）,can; indicates worth doing (something)
13315,4214,5,形容词,表示不错；勉强过得去（前面常加“还”）,"passable; indicates not bad; barely acceptable (often preceded by ""still"")"
13316,4214,6,形容词,表示在程度上超出想象（前面常加“真”）,"impressive; indicates exceeding expectations in degree (often preceded by ""really"")"
13317,4215,1,副词,表示坚决、肯定或强调,"just; indicates firmness, affirmation, or emphasis"
13318,4215,2,助词,"用在句末，表示肯定，让对方放心（后面多加""了""）",Rest assured; certainly
13319,4215,3,副词,表示限定范围，排除其他,"just; indicates limiting scope, excluding others"
13320,4215,4,动词,独立使用，表示同意,exactly; used independently to express agreement
13321,4215,5,连词,连接分句，表示假设兼让步关系，相当于“即使”,"even if; connects clauses, indicating hypothetical and concessive relation, equivalent to ""even"""
13322,4216,1,名词,整个国家；国家的整个范围,nationwide; the entire country; the whole scope of the nation
13323,4217,1,动词,创建；建造,construct; to create; build
13324,4217,2,动词,通过劳动来创造和改善生产生活的环境与条件,construct; to create and improve production and living environments and conditions through labor
13325,4217,3,名词,有关建设方面的工作,construction; work related to building aspects
13326,4218,1,副词,表示动作、变化完成或达到某种程度,"already; indicates completion of an action or change, or reaching a certain degree"
13327,4219,1,数词,列在等级、次序首位的,first; ranking first in grade or order
13328,4219,2,数词,表示最重要,primary; indicates most important
13329,4220,1,名词,当前；现在,currently; at present; now
13330,4221,1,名词,某一范围的地方；较大的区域,region; a certain area; a larger district
13331,4221,2,名词,在国际上相对国家而言，指一国中在特定情况下单独参加某些国际活动的地方行政区域；也指未获得独立的殖民地、托管地等,"region; internationally, refers to an administrative region within a country that participates separately in certain international activities under specific circumstances; also refers to non-independent colonies, trust territories, etc."
13332,4221,3,名词,我国省、自治区人民政府设立行政公署作为派出机关所管理的区域，包括若干个县、市，不是一级行政区域，原称专区。目前我国的地区大多已取消，改为省辖市,"region; in China, an area managed by an administrative office set up by a provincial or autonomous regional government, including several counties and cities, not a first-level administrative region, formerly called a special district; most regions in China have been abolished and replaced by provincial cities"
13333,4222,1,名词,指相对的或并列的人或事物中的一方或一部分,Aspect; side
13334,4223,1,动词,【组】把分散的人或事物结合成为一个整体或系统,Organize
13335,4223,2,名词,按一定目标和结构系统组织起来的集体,organization; a collective formed with certain goals and structural systems
13336,4223,3,名词,事物之间形成的系统或相互配合关系,organization; the system or coordination formed between things
13337,4223,4,名词,机体中由许多形态、功能相同或相似的细胞按一定方式组成各种器官的单位。如上皮、结缔、肌肉和神经等组织,Tissue
13338,4223,5,名词,纺织物经纬纱线的结构,weave; the structure of warp and weft threads in textiles
13339,4224,1,形容词,具有重大意义和深远影响的,important; having significant meaning and far-reaching impact
13340,4225,1,动词,对人或事物提出或持有某种看法，作出某种判断,"consider; to hold or propose a certain view about a person or thing, making a judgment"
13341,4226,1,名词,过失；过错,fault; mistake; error
13342,4227,1,代词,指代某种性质、状态、程度、方式等,"such; refers to a certain quality, state, degree, manner, etc."
13343,4227,2,代词,代替某种动作或情况,such; substitutes for a certain action or situation
13344,4228,1,代词,指较近的两个以上的人或事物。用来修饰名词,these; refers to two or more relatively near people or things; used to modify nouns
13345,4228,2,代词,代替较近的两个以上的人或事物,these; substitutes for two or more relatively near people or things
13346,4229,1,名词,现时；当前,now; at present; currently
13347,4230,1,,表示数量不定,some; indicates an indefinite quantity
13348,4230,2,,表示少量,some; indicates a small amount
13349,4230,3,,表示不止一个或不止一次等,"some; indicates more than one or more than once, etc."
13350,4230,4,,用在某些动词、形容词等之后，表示微小的量,some; a little
13351,4231,1,动词,主管某项工作，使顺利进行,manage; to be in charge of and ensure smooth progress
13352,4231,2,动词,保管并料理,manage; to take care of and handle
13353,4231,3,动词,看管并约束,manage; to oversee and restrain
13354,4232,1,动词,通过言行显示出（思想、感情、态度）,"express; to show (thoughts, feelings, attitude) through words or actions"
13355,4232,2,动词,事物本身或借助其他事物显示出某种意义,indicate; for something itself or through other things to show a certain meaning
13356,4233,1,动词,深入探求（事物的本质、规律等）,"research; to deeply explore (the essence, laws, etc. of things)"
13357,4233,2,动词,考虑或共同商讨,study; to consider or discuss together
13358,4234,1,名词,人类在实践活动中直接应用的知识、技能和操作方法,"technology; knowledge, skills, and operational methods directly applied by humans in practical activities"
13359,4234,2,名词,技巧；本领,technique; skill; ability
13360,4235,1,动词,使用工具改变劳动对象以创造生产资料和生活资料,produce; to use tools to transform labor objects to create means of production and means of subsistence
13361,4235,2,动词,生孩子,give birth; to bear a child
13362,4236,1,动词,有关系；牵涉到,related; to have a connection; to involve
13363,4237,1,名词,说话时的这一年,this year; the current year when speaking
13364,4238,1,名词,相同的时间；同一个时候,same time; identical time; at the same moment
13365,4238,2,连词,连接两个分句、句子或段落，表示并列关系,"at the same time; connecting two clauses, sentences, or paragraphs to indicate a parallel relationship"
13366,4238,3,连词,连接两个分句、句子或段落，表示递进关系，相当于“并且”,"moreover; connecting two clauses, sentences, or paragraphs to indicate a progressive relationship, equivalent to ""and"""
13367,4238,4,动词,在同一时间,coincide; to occur at the same time
13368,4239,1,介词,引进动作的媒介或方式、手段等,"through; introducing the medium or method, means of an action"
13369,4239,2,动词,（议案等）经过法定人数的同意而成立,"pass; (of a bill, etc.) to be approved by a statutory number of people"
13370,4239,3,动词,穿过或经过,pass through; to go through or traverse
13371,4239,4,动词,经过某部门、某人等准许,"approve; to be permitted by a certain department, person, etc."
13372,4240,1,动词,（行为、现象等）发生,"begin; (of behavior, phenomenon, etc.) to occur"
13373,4240,2,动词,着手进行,start; to commence doing something
13374,4240,3,动词,以某一点作为起始,commence; to take a certain point as the start
13375,4240,4,名词,开始的阶段,beginning; the initial stage
13376,4241,1,名词,人或事物之间的相互联系,relationship; mutual connections between people or things
13377,4241,2,名词,对事物产生的影响,influence; the impact on things
13378,4241,3,动词,关联；涉及,relate; to be connected; to involve
13379,4241,4,名词,泛指原因、条件等,"reason; broadly referring to cause, condition, etc."
13380,4241,5,名词,特指组织关系或表明组织关系的证件,credentials; specifically referring to organizational relationship or documents indicating such
13381,4242,1,连词,连接分句，表示因果关系。一般用在前一分句里，常同“所以”配合使用；当前后两个分句主语相同时，也可以用在后一分句里,"because; connecting clauses to indicate causality, often used with ""so"""
13382,4242,2,介词,引进表示原因的人或事物,because of; introducing the person or thing representing the cause
13383,4243,1,名词,受委托或指派替个人、集体、政府办事或表达意见的人,"representative; a person delegated or appointed to act or express opinions on behalf of an individual, group, or government"
13384,4243,2,名词,由选举产生的替选举人办事或表达意见的人,representative; a person elected to act or express opinions on behalf of the electorate
13385,4243,3,动词,受委托或指派替个人、集体、政府办事或表达意见,"represent; to act or express opinions on behalf of an individual, group, or government by delegation or appointment"
13386,4243,4,动词,用人或事物表示某种特定的意义或概念,symbolize; to use a person or thing to represent a specific meaning or concept
13387,4243,5,名词,某一类人或事物的典型,epitome; a typical example of a certain type of person or thing
13388,4244,1,形容词,事物中最重要的、起决定作用的（跟“次要”相对）,"main; the most important and decisive in a thing (opposite of ""secondary"")"
13389,4245,1,名词,担任领导职务的人,leader; a person holding a leadership position
13390,4245,2,动词,带领并引导大家开展工作,lead; to guide and direct everyone in carrying out work
13391,4246,1,名词,说话时的这一天,today; the current day when speaking
13392,4246,2,名词,现在；如今,today; now; at present
13393,4247,1,动词,变为,become; to turn into
13394,4248,1,动词,相互配合做事；共同进行,cooperate; to work together; to carry out jointly
13395,4249,1,名词,事物发展所表现出来的总体状况,situation; the overall state shown by the development of things
13396,4249,2,名词,值得注意的变化或动向,development; noteworthy changes or trends
13397,4250,1,名词,担任某种职务或属于某一类的人,personnel; people holding a certain position or belonging to a certain category
13398,4251,1,名词,指生存和发展所需的各种物质条件,livelihood; various material conditions necessary for survival and development
13399,4251,2,名词,人和动物在生存和发展过程中进行的各种活动,life; various activities carried out by humans and animals during survival and development
13400,4251,3,动词,人和动物在生存和发展过程中进行各种活动,live; for humans and animals to carry out various activities during survival and development
13401,4252,1,动词,向人提出愿望或条件,request; to put forward wishes or conditions to someone
13402,4252,2,名词,向人提出的愿望或条件,requirement; the wishes or conditions put forward to someone
13403,4253,1,动词,运动,move; to exercise
13404,4253,2,名词,为达到某种目的而采取的行动,activity; actions taken to achieve a certain purpose
13405,4253,3,动词,能摇动；松动,loose; able to shake; not firmly fixed
13406,4253,4,动词,为达到某种目的而行动,act; to take action to achieve a certain purpose
13407,4253,5,形容词,可灵活变动或移动的,movable; capable of flexible change or movement
13408,4253,6,动词,通过说情或行贿等手段，打通关节,pull strings; to use persuasion or bribery to gain favor
13409,4254,1,名词,按行政或业务等划分的机构或单位,"department; an institution or unit divided according to administration or business, etc."
13410,4255,1,动词,进行（正式或隆重的活动）,hold; to conduct (a formal or grand activity)
13411,4256,1,动词,用在动词或形容词前，表示估计,may; used before a verb or adjective to indicate estimation
13412,4256,2,形容词,会成为事实的,possible; likely to become a fact
13413,4256,3,名词,能成为事实的趋势或机会,possibility; the tendency or chance of becoming a fact
13414,4257,1,名词,由有关组织召开的听取情况、讨论问题和布置工作的集会,"meeting; an assembly convened by relevant organizations to hear reports, discuss issues, and assign work"
13415,4257,2,名词,一种经常商讨并处理重要事务的常设机构或组织,conference; a standing body or organization that regularly discusses and handles important affairs
13416,4258,1,动词,射中靶心；击中目标,hit the mark; to hit the bull's-eye; to strike the target
13417,4258,2,动词,比喻（话语等）击中要害,"hit home; metaphorically (of words, etc.) to strike at the vital point"
13418,4259,1,名词,单个的人,individual; a single person
13419,4259,2,代词,复指它前面的代词或名词，相当于“自己”,"self; referring back to the preceding pronoun or noun, equivalent to ""oneself"""
13420,4260,1,动词,用在动词后，表示动作开始并继续下去,up; used after a verb to indicate the action starts and continues
13421,4260,2,动词,用在形容词后，表示情况、状态出现，并且程度继续加深,up; used after an adjective to indicate the appearance and deepening of a situation or state
13422,4261,1,动词,由躺、坐、跪等姿势变为站立,"stand up; to change from lying, sitting, kneeling, etc., to a standing position"
13423,4261,2,动词,起床,get up; to rise from bed
13424,4260,3,动词,用在动词后，表示动作有了一定结果,up; used after a verb to indicate the action has achieved a certain result
13425,4261,3,动词,泛指升起、兴起、奋起等,"rise; broadly referring to ascending, emerging, uprising, etc."
13426,4260,4,动词,用在动词后，表示估计或着眼于某一方面,up; used after a verb to indicate estimation or focusing on a certain aspect
13427,4260,5,动词,用在动词后，表示人或事物随动作由低到高,up; used after a verb to indicate a person or thing moving from low to high with the action
13428,4262,1,名词,时间的某一点,time; a specific point in time
13429,4262,2,名词,指时间量,duration; referring to the amount of time
13430,4262,3,名词,指物质运动的存在形式，由过去、现在和将来构成的连绵不断的系统。是物质运动的持续性和顺序性的表现,"time; the form of existence of material motion, a continuous system composed of past, present, and future. It represents the continuity and sequence of material motion."
13431,4263,1,动词,改进革新,reform; to improve and innovate
13432,4263,2,名词,改进革新的举措,reform; measures for improvement and innovation
13433,4264,1,连词,连接分句，表示假设关系，常同“就”、“那么”等词配合使用,"if; connecting clauses to indicate a hypothetical relationship, often used with ""then,"" ""so,"" etc."
13434,4265,1,名词,一定的社会制度或政治经济体系,doctrine; a certain social system or political-economic system
13435,4265,2,名词,对自然界、人类社会等所持有的系统的理论、学说,"theory; systematic theories or doctrines held about nature, human society, etc."
13436,4265,3,名词,某个方面的观点、作风,attitude; views or style in a certain aspect
13437,4266,1,名词,人类创造的物质财富和精神财富的总和；特指精神财富，如教育、科学、文艺等,"culture; the sum total of material and spiritual wealth created by humans; specifically spiritual wealth, such as education, science, arts, etc."
13438,4266,2,名词,特指某一领域或某一范畴体现的思想、观念、道德和行为规范以及风俗习惯等,"culture; specifically the ideas, concepts, morality, behavioral norms, and customs reflected in a certain field or category"
13439,4266,3,名词,运用语言文字的能力和一般的知识,literacy; the ability to use language and general knowledge
