definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
31311,17241,1,形容词,样式陈旧的,old-style
31312,17242,1,动词,从高处远望,gaze into the distance
31313,17243,1,名词,桥梁、屋顶、桁架等跨越空间的大小；也指构件支撑点之间的距离,span
31314,17243,2,名词,指时间距离,time span
31315,17244,1,动词,飞着从空中越过,fly over
31316,17245,1,动词,偿还贷款,repay a loan
31317,17246,1,名词,先前发生的同类事例,precedent
31318,17247,1,名词,有三个轮子的脚踏车，装有车厢或平板，可以载人、载物,tricycle
31319,17248,1,名词,道德品行,moral character
31320,17249,1,名词,【松】松树，一般为常绿乔木。树皮多为鳞片状，常有树脂，叶子针形，果实球形、卵形或圆柱形。种类很多，常见的有马尾松、油松、黑松、白皮松等。木材用途广，树脂可供医药和工业用，松子可榨油或食用,pine tree
31321,17250,1,动词,崇拜金钱,worship money
31322,17251,1,形容词,性情刚强而又固执,stubborn
31323,17252,1,副词,表示程度很深,deeply
31324,17253,1,动词,照射；映照,shine upon
31325,17254,1,形容词,处理某事之前必须首先解决或具备的,prerequisite
31326,17255,1,形容词,形容很安静，没有任何声响,very quiet
31327,17256,1,动词,扶持帮助,assist
31328,17257,1,形容词,价值高得无法衡量。形容极为珍贵（跟“有价”相对）,priceless
31329,17258,1,名词,比喻正义、光明,justice and light
31330,17258,2,名词,天空和太阳；有时也指太阳,sky and sun
31331,17258,3,名词,日子；一定的时间,days
31332,17259,1,动词,把某人或某事物比方成另外的人或事物,compare to
31333,17260,1,,互相辅助，互相促成,complement each other
31334,17261,1,动词,指因气候变异和人类活动等因素造成大片土地退化，变成荒漠,desertification
31335,17262,1,动词,推导出来,derive
31336,17263,1,动词,审理结案,conclude a trial
31337,17264,1,动词,在水中下降,sink
31338,17264,2,动词,地面、建筑物等从正常位置往下降,subside
31339,17265,1,动词,捆；绑（多用于人）,bind
31340,17266,1,名词,完成某项工作的时间限制；期限,time limit
31341,17267,1,名词,频率高的音,high pitch
31342,17268,1,形容词,消息不灵通；知道的事少,unenlightened
31343,17268,2,形容词,偏僻；交通不顺畅,remote
31344,17268,3,动词,堵塞,block up
31345,17269,1,动词,从后往前数,count down
31346,17270,1,名词,数学上指两个数之间的一种关系。当一个数不等于零，而另一个数等于1除以这个数，则这两个数互为倒数。如1/8的倒数是8，5的倒数是1/5,reciprocal
31347,17271,1,形容词,形容有烂泥而难以行走的样子,muddy
31348,17271,2,名词,淤积起来的烂泥,mud
31349,17272,1,名词,新开设的课程；第一次开讲的课程,new course
31350,17273,1,名词,旧指在同一地主或富农家连续受雇出卖劳动力半年以上的农民,long-term laborer
31351,17274,1,名词,用可可粉冲制的饮料,cocoa
31352,17274,2,名词,可可树果实制成的粉末；可可粉,cocoa powder
31353,17274,3,名词,常绿乔木，叶椭圆形，花萼红色，花瓣黄色，果实呈卵形，红、黄或褐色，成熟后制成粉可做饮料，榨出的油供药用,cacao tree
31354,17275,1,名词,古指长江下游芜湖、南京以下的南岸地区,east of the Yangtze River
31355,17275,2,名词,特指三国时期孙权统治的吴国,Eastern Wu
31356,17276,1,名词,四周为陡坡的平坦开阔的高地,tableland
