example_id,definition_id,example_sn,example_cn
75828,75807,1,对那些奸臣，就该投畀豺虎｜百姓们恨不得将贪官投畀豺虎
75829,75808,1,小女孩们正在院子里跳皮筋儿｜我们小时候常玩跳皮筋儿
75830,75809,1,为了攒钱，他过着紧衣缩食的生活｜那段日子我们只能紧衣缩食
75831,75810,1,房子才盖了个半半拉拉，钱就花完了｜刚听个半半拉拉，他就不讲了。
75832,75811,1,他从小跟着戏班子吃开口饭｜说相声的也是吃开口饭的
75833,75812,1,不搞那些外面儿光的“形象工程”。
75834,75813,1,炉箅子需要经常清理灰烬｜这个炉子的炉箅子坏了
75835,75814,1,当面奉承，背后却放暗箭。
75836,75815,1,江南的霉天总是潮湿闷热｜衣服在霉天容易发霉
75837,75816,1,昨晚大风降温，今天早晨就见冰碴儿了。
75838,75817,1,饮料里加了冰碴儿更解渴｜路面结了一层薄冰碴儿
75839,75818,1,这件衬衫的脖领儿有点紧｜他把围巾塞进脖领儿里
75840,75819,1,她的身材细溜溜的。
75841,75820,1,这出戏很有看头儿。
75842,75821,1,早餐摊的豆花儿很受欢迎｜她最爱吃咸味豆花儿
75843,75822,1,他唱歌总是走调儿｜这把琴弦松了，弹起来走调儿
75844,75823,1,金闪闪的勋章
75845,75824,1,光板儿皮袄
75846,75825,1,这条皮褥已经磨成光板儿了。
75847,75826,1,她一见针头就晕针｜打疫苗时有人会晕针
75848,75827,1,她晕血，不能在外科工作。
75849,75828,1,如有垂问，必及时回禀。
75850,75829,1,他磨叨半天，我都听烦了。
75851,75830,1,会计正在办公室盘账｜月底都要盘账一次
75852,75831,1,多蒙垂念，不胜感激。
75853,75832,1,坐赃致罪
75854,75833,1,来意备悉
75855,75834,1,南京的香肚很有名｜下酒菜切了盘香肚
75856,75835,1,车来了，快闪道
75857,75836,1,黏米适合做年糕｜奶奶用黏米包粽子
75858,75837,1,没有历史记载的荒古年代。
75859,75838,1,博物馆陈列着古代兵械｜士兵们擦拭着兵械
75860,75839,1,这件柔姿纱裙子很飘逸｜夏天穿柔姿纱很凉快
75861,75840,1,他在家是窝里横，出门就怂｜别只会窝里横
75862,75841,1,他的迂论没人愿意听｜这些迂论早已过时
75863,75842,1,战争时期百姓只能吃混合面儿｜混合面儿口感粗糙
75864,75843,1,玩得正在兴头儿上。
75865,75844,1,他俩前后脚儿进来｜前后脚儿上演了几出新戏
75866,75845,1,今晚剧院上演黔剧｜她从小学习黔剧
75867,75846,1,老师叱问谁打破了玻璃｜父亲厉声叱问缘由
75868,75847,1,叱令歹徒举手投降。
75869,75848,1,得此凶耗，震惊不已。
75870,75849,1,嘎噔一声，凳子撞倒了。
75871,75850,1,这篇小说采用顺叙手法｜故事按顺叙展开
75872,75851,1,公司精简后闲员减少了｜他是个挂名的闲员
75873,75852,1,屯守边关
75874,75853,1,晚饭做了热乎乎的烩饼｜北方人爱吃烩饼
75875,75854,1,这个家具的卯榫很牢固｜传统木工讲究卯榫结构
75876,75855,1,小偷在踩道时被抓获｜他们提前来踩道
75877,75856,1,两个小伙子在掰腕子｜他掰腕子从没输过
75878,75857,1,他解扣儿脱下了外套｜孩子学不会解扣儿
75879,75858,1,经过调解，双方终于解扣儿了｜这个矛盾很难解扣儿
75880,75859,1,他在工地做零杂工｜找零杂工帮忙搬家
75881,75860,1,分片包干儿｜实行包干儿制
75882,75861,1,他辈数儿小，年纪却不小。
75883,75862,1,考试带小抄儿是作弊｜他把公式写在小抄儿上
75884,75863,1,炒菜要先用葱白儿爆香｜汤里撒些葱白儿提味
75885,75864,1,这家饭店由老师傅掌勺儿｜他掌勺儿二十年了
75886,75865,1,红烧鱼要烧得入味儿
75887,75866,1,他说的评书越听越入味儿。
75888,75867,1,靠卖大碗儿茶发家。
75889,75868,1,春秋衫适合这个季节穿｜她买了件新春秋衫
75890,75869,1,王大爷是村里的花把式｜向花把式请教种玫瑰
75891,75870,1,办公室换上了新管儿灯｜管儿灯比灯泡省电
75892,75871,1,那种单位他去了也玩儿不转。
75893,75872,1,宠用亲信
75894,75873,1,这位英雄生荣死哀｜老先生可谓生荣死哀
75895,75874,1,买肉找回的钱，全是油脂麻花的。
75896,75875,1,别叫他乡巴佬儿，不礼貌｜城里人看不起乡巴佬儿
75897,75876,1,她长着标准的瓜子儿脸｜瓜子儿脸很上镜
75898,75877,1,荷叶上雨珠儿点点。
75899,75878,1,他想翻本儿又输光了｜做生意亏损想翻本儿
75900,75879,1,这片地块儿适合种小麦｜开发商买下了这块地块儿
75901,75880,1,戗面馒头｜戗面火烧
75902,75881,1,戗面馒头更有嚼劲｜妈妈正在厨房戗面
75903,75882,1,早餐吃了碗炒肝儿｜老北京的炒肝儿很有名
75904,75883,1,香干儿可以凉拌着吃｜买几块香干儿做菜
75905,75884,1,爷爷年轻时当过猪倌儿｜猪倌儿赶着猪群回圈
