definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
69553,49581,1,名词,常绿乔木，树干通直，树冠塔形，叶子条形，球果卵圆形。是我国特有的稀有树种，属国家保护植物,Cathaya
69554,49582,1,名词,凶暴的气焰,Ferociousness
69555,49583,1,,大材料用在小处；比喻人才使用不当，浪费人才,Using a talented person in an insignificant position
69556,49584,1,,天荒地老,Until the end of time
69557,49585,1,名词,筵席；宴会,Feast; banquet
69558,49586,1,名词,螟蛾的幼虫，种类很多。多数生活在水稻、高粱、玉米等农作物的茎秆中，吃茎秆的髓部，危害农作物,Borer
69559,49587,1,动词,公开辩白,To argue in self-defense
69560,49588,1,动词,宽恕；原谅,To forgive; to pardon
69561,49589,1,动词,拜访亲友,To pay a visit
69562,49590,1,动词,粘（zhān）在一起；附着,To adhere; to stick
69563,49591,1,名词,蜡烛,Candle
69564,49592,1,名词,像骆驼毛似的浅棕色,Camel (color)
69565,49593,1,动词,阅读时在书刊、文章上加批注和圈点,To punctuate and annotate
69566,49594,1,形容词,形容生气或发怒的样子,Angry; enraged
69567,49595,1,名词,制造金银饰品、器物的工匠,Silversmith
69568,49596,1,名词,指月亮。传说月宫中有蟾蜍，故称,The moon
69569,49597,1,名词,供蹲着排泄粪便的便坑,Squat toilet
69570,49597,2,动词,蹲守,To stake out
69571,49598,1,动词,抄写,To transcribe; to copy
69572,49599,1,,（对某人或某事物）诽谤和赞誉的话各占一半,Mixed reviews
69573,49600,1,名词,多指脚用力蹬地后所产生的向上或向前的力量，一般以弹跳高度和远近为衡量标准,Jumping ability
69574,49601,1,名词,送给别人祝贺圣诞节的卡片,Christmas card
69575,49602,1,名词,旧时地主豪绅组织的地方武装,Local militia
69576,49602,2,名词,指团练的头目,Militia head
69577,49603,1,动词,弯着背；驼背,To hunch one's back
69578,49603,2,名词,弓上呈弧形的部分,Back of a bow
69579,49604,1,形容词,妥当；得当,Appropriate; proper
69580,49605,1,名词,用香料、木屑等制成的细长而不带棒儿的香。用于祭祀、礼佛或为室内增添香气。,Incense stick
69581,49606,1,名词,一年生草本植物，夏季开花，花色很多。红色的花瓣可用来染指甲，花和种子可以做药材。俗称指甲花,Garden balsam
