definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
57653,39138,1,动词,热能从温度高的部分传到温度低的部分,conduct heat
57654,39139,1,,高兴得控制不住自己（禁：承受，忍受）,unable to contain joy
57655,39140,1,形容词,又黑又瘦,dark and thin
57656,39141,1,名词,经过干燥后熏制而成的外表呈黑褐色的青梅，可以做药材,smoked plum
57657,39142,1,,由两个演员表演的相声，是相声的主要形式。一人逗哏，一人捧哏,cross-talk duet
57658,39143,1,,理所当然,as a matter of course
57659,39144,1,动词,婚后推迟几年生育,late childbirth
57660,39145,1,动词,在国家法定节假日休假,take a public holiday
57661,39146,1,拟声词,模拟喘气的声音,puffing sound
57662,39147,1,名词,皮制的口袋；比喻人的躯体（多用于贬义）,leather bag; (fig.) human body (often derogatory)
57663,39148,1,名词,存放车辆的棚子,bicycle shed
57664,39149,1,动词,改掉（不良的嗜好或习气）,give up (bad habits)
57665,39150,1,动词,保存收藏,preserve and collect
57666,39151,1,名词,旧俗结婚时洞房中点燃的饰有龙凤图案等的红烛,bridal candles
57667,39152,1,,要去南方，车子却往北赶。比喻行动和愿望完全相反,head south by driving north; (fig.) act contrary to one's wishes
57668,39153,1,,在动物学中一般指身体结构复杂、组织及器官分化显著并具有脊椎的动物。最狭义的高等动物专指哺乳动物,higher animals
57669,39154,1,,说起来要用很多话。常用来表示事情比较复杂，只用三言两语说不清楚,it's a long story
57670,39155,1,,细小的枝节。比喻无关紧要的小事,minor details; trivial matters
57671,39156,1,,正经八百,serious and proper
57672,39157,1,名词,用来拧紧或旋松螺钉、螺母等的工具,wrench
57673,39157,2,名词,器具上供用手扳动的部分,lever (on a tool)
57674,39158,1,,战国时策士游说国君的政治主张和策略（纵横：合纵和连横；捭阖：开与合）。现指政治上、外交上运用手段，进行联合或分化,maneuver among various political groupings
57675,39159,1,名词,女性家属,female family members
57676,39160,1,名词,成色十足的金子,pure gold
57677,39161,1,名词,人或某些动物嘴边掩蔽上牙的肌肉组织,upper lip
57678,39162,1,动词,设下埋伏,lay an ambush
57679,39163,1,,公开和暗中都在相互争斗,open strife and veiled struggle
57680,39164,1,名词,下雪或雪后的景致,snow scene
57681,39165,1,动词,预防夏季高温的危害；预防中暑,prevent heatstroke
57682,39166,1,动词,没有工作闲住在家,live at home idle
57683,39167,1,,听到一点儿动静就吓破了胆。形容对某事物极其恐惧。,become terror-stricken at the news
57684,39168,1,动词,损害；伤害,harm; injure
57685,39169,1,动词,（服务行业、交通运输业等）正式开业前进行试验性营业,trial operation (of a business)
57686,39170,1,名词,研墨、盛墨的文具。四周稍稍凸起，中间略为凹陷，多为石制,inkstone
57687,39171,1,动词,医院或医生开始接收病人治病,start seeing patients
57688,39172,1,名词,善于写文章的人或擅长书法的人,skilled writer or calligrapher
57689,39173,1,动词,泛指上升,climb; rise
57690,39173,2,动词,（飞行器）向上飞,(of aircraft) climb
57691,39173,3,动词,比喻升职（多含贬义）,(fig.) climb the career ladder (often derogatory)
57692,39174,1,名词,用蚕丝或人造丝织成的头巾、围巾等,silk scarf
57693,39175,1,名词,指示风向的仪器。一般是安在高杆上的箭形装置。箭随风转动，箭头指示风向,weather vane
57694,39176,1,名词,像蜗牛壳那样的居室。谦称自己窄小的住所,(humble) small dwelling
57695,39176,2,动词,像蜗牛那样居住（在窄小的房子里）,live in a small place
57696,39177,1,,由老年回到少年。形容老年人焕发青春,rejuvenate
57697,39178,1,名词,钢琴、风琴、电子琴等键盘乐器上用来弹奏的按键,piano key
57698,39179,1,动词,传授技艺,teach a skill
57699,39180,1,,道理正当充足，措辞严正有力,speak sternly out of a sense of justice
57700,39181,1,名词,地图、机械图等图上长度与它所表示的实际长度之比。有数字比例尺和直线比例尺等,scale (on a map)
57701,39181,2,名词,一种制图工具。其刻度按长度单位缩小或放大若干倍后刻成。常见的是三棱比例尺,scale (drawing tool)
57702,39182,1,,危及自身性命的祸患,deadly disaster
57703,39183,1,,比喻关系密切，不可分离,as close as flesh and blood
57704,39184,1,动词,（夕阳）回照；泛指（光线）反射,reflect (light)
57705,39185,1,名词,竹制的器物。如竹筐、竹篮、竹篓、竹床、竹椅、竹席、竹帘等,bamboo ware
57706,39186,1,,拐弯抹角,beat around the bush
57707,39187,1,形容词,相貌好看,beautiful (of appearance)
57708,39188,1,,主动跟不熟识、不亲密的人拉拢关系，表示亲近（多含贬义）,cotton up to someone
57709,39189,1,,像一群乌鸦聚在一起的一帮人。指无组织、无纪律的一群人,disorderly crowd
57710,39190,1,,表面遵从，暗中违抗,overtly agree but covertly oppose
57711,39191,1,,用眼神向别人暗示自己的意思,give a hint with the eyes
57712,39192,1,动词,用言语、表情或氛围等打动人，使激动,stir up emotions
57713,39193,1,动词,拒不执行命令,disobey orders
57714,39194,1,名词,官吏的作风和政绩,administration of officials
57715,39195,1,,胸有成竹,have a well-thought-out plan
57716,39196,1,名词,报告丧事的通知,obituary notice
57717,39196,2,动词,〈文〉报告丧事,announce a death
57718,39197,1,形容词,剩余的；闲置的,spare; vacant
57719,39197,2,动词,剩余；空着没有被利用,remain (unused)
