definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
20105,8701,1,名词,臂，从肩到手腕的部分,arm
20106,8702,1,名词,大气的猛烈扰动和天气剧烈变化过程的统称。如沙尘暴、龙卷风、热带气旋等,storm
20107,8702,2,名词,比喻气势猛烈、震动全社会的事件,"storm; metaphor for a violent, society-shaking event"
20108,8703,1,动词,埋怨,complain
20109,8704,1,动词,检验证实,verify
20110,8704,2,动词,查核证件,check credentials
20111,8705,1,形容词,十分好；极好,excellent
20112,8705,2,动词,（疾病）接近痊愈,almost recovered (from illness)
20113,8706,1,名词,高等学校招生考试的简称,college entrance examination
20114,8707,1,形容词,没有报酬的；不需要对方付出代价的,free of charge
20115,8708,1,动词,用仪器考察和测量（难以直接观察到的事物或现象）,detect (using instruments)
20116,8708,2,动词,探求测度（抽象的事物或道理）,probe (abstract matters)
20117,8709,1,名词,已满法定成年年龄的人。我国《民法通则》规定18周岁以上的公民是成年人,adult
20118,8710,1,名词,表示人或事物名称的词。如“大象”、“黄河”、“理论”、“昨天”等,noun
20119,8710,2,名词,指专业术语或近似术语的字眼（就其词性而言不一定都是名词）,term; terminology
20120,8711,1,名词,载重汽车,truck
20121,8712,1,名词,英语 taxi 音译。【出租汽车】供人临时乘坐并按里程收取费用的汽车,taxi
20122,8713,1,动词,投入；放进,put in; release into
20123,8714,1,形容词,一层又一层；逐层逐次,layer upon layer; level by level
20124,8715,1,名词,事物的风格和面貌,style and features
20125,8715,2,名词,风光；景象,scene; scenery
20126,8715,3,名词,人的风采和容貌,elegant demeanor and appearance
20127,8716,1,名词,将各种形式的能量转化为机械能从而产生动力的机器。如电动机、蒸汽机、内燃机等,engine
20128,8717,1,动词,阻挡、制止，不使外力侵入或为害,resist
20129,8718,1,名词,面貌；比喻事物的状态,face; appearance; metaphor for the state of things
20130,8718,2,名词,脸面；面子,reputation; prestige
20131,8719,1,动词,为完成某一个项目而汇总各方面的技术、设备、材料等，使实现最终的设定功能,"integrate (technologies, etc.)"
20132,8719,2,动词,汇集某一方面的著述成果（多用于书名）,compile (writings)
20133,8720,1,动词,检验后收下,check and accept
