definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
73514,53133,1,名词,雕漆,Carved lacquer
73515,53134,1,名词,苦难；灾难,Hardship; disaster
73516,53135,1,名词,敬词，称对方的商号,Honorific term for the other party's business name
73517,53135,2,名词,敬词，称对方的名字,Honorific term for the other party's name
73518,53136,1,动词,心存怨恨；含恨,To harbor resentment
73519,53137,1,名词,供耕作或运输用的牲畜。如牛、马、驴、骡等,Draft animal
73520,53138,1,动词,巧妙地论辩；诡辩,To argue skillfully; sophistry
73521,53139,1,名词,家禽，由原鸽驯化而成。喙短，翅长大，善飞，体呈纺锤形，腿短。,Domestic pigeon
73522,53140,1,名词,窗扇,Window sash
73523,53141,1,名词,仇敌,Enemy; foe
73524,53142,1,名词,立春。旧时在立春日鞭打衙门前的泥塑耕牛，表示春耕开始，故称,Beginning of Spring (traditional term)
73525,53143,1,名词,雌性和雄性,Female and male
73526,53144,1,名词,旧指前妻死后续娶的妻子,A wife taken after the death of the first wife
73527,53144,2,动词,旧指女子嫁给死了妻子的男人,To marry a widower
73528,53145,1,动词,修整眉毛,To shape eyebrows
73529,53145,2,名词,长长的眉毛,Long eyebrows
73530,53146,1,动词,否定或驳斥对方的意见或观点；驳回,To refute; to reject
73531,53147,1,动词,踢蹬,To kick about
73532,53148,1,动词,对诬陷或错误的指责进行辩解,To defend against false accusations
73533,53149,1,名词,手工编织花边等用的带钩的针,Crochet hook
73534,53150,1,名词,各种电气器材的统称,Electrical materials
73535,53151,1,名词,痢疾的一种。特点是大便中不带血但有黏液或脓,White dysentery
73536,53152,1,形容词,豆绿,Pea green
73537,53153,1,动词,受阻断不能通行,To be blocked; impassable
73538,53154,1,名词,藕灰的颜色,Pale pinkish-gray (color of lotus root)
73539,53155,1,动词,敬词，用于请他人指正、修改诗文,To polish (a piece of writing) (honorific)
73540,53156,1,名词,为正常死亡的高寿老人所举办的丧事,A funeral for an elderly person who died of natural causes
73541,53157,1,名词,某些地区指篙,Pole (for propelling a boat)
73542,53158,1,名词,规定军事操练原则和要领的书,Drill manual
73543,53159,1,动词,欠债,To be in debt
73544,53160,1,形容词,形容十分坚硬,Very hard
73545,53161,1,名词,洗涮毛笔的器皿。多用陶瓷制成,Brush washer
73546,53162,1,名词,措辞强硬的话,Strong words
73547,53163,1,动词,依照俭省的原则,To practice frugality
73548,53164,1,,玉的斑点和光泽同时显现出来；比喻优点缺点同时并存,To have both defects and merits
73549,53165,1,名词,我国少数民族之一。主要分布在新疆,Tatar ethnic group
73550,53166,1,,点点头的交情。形容交情并不深,Nodding acquaintance
73551,53167,1,形容词,形容容貌俊美,With red lips and white teeth (describing good looks)
73552,53168,1,,国际互联网安全监察专业警察，是我国的一个新设警种。其职责是打击国际互联网犯罪活动、维护网络秩序、防止病毒侵害、确保电子计算机系统安全等；也指这个警种的成员。简称网警,Cyber police
73553,53169,1,,指翻来覆去说的唠叨话,Repetitive talk
73554,53170,1,,空占着职位，白吃饭不做事,To hold a position without doing any work
73555,53171,1,,《南史·梁元帝徐妃传》里说，梁元帝有一个姓徐的妃子，虽然年纪已经不轻了，但仍然很多情。后用“徐娘半老”泛指仍存风韵的中年妇女（多含轻薄意）,A middle-aged woman who remains attractive
73556,53172,1,名词,叹词,Interjection
73557,53173,1,名词,五更的时候（凌晨3时—5时）,The fifth watch (3-5 a.m.)
73558,53174,1,,寻求巧妙的方法,To look for tricks or shortcuts
73559,53175,1,名词,去除了脂肪成分的棉花。脱脂棉更易吸收液体，可做卫生用品等,Absorbent cotton
73560,53176,1,名词,指针和表盘上表示时间的数字或符号涂有发光物质的表，在黑暗中能看清时刻,Luminous watch
73561,53177,1,动词,亏待；以错误的方式对待,To treat unfairly
73562,53178,1,名词,刚孵出的小鸭,Duckling
73563,53179,1,名词,【气孔】泛指能使气体通过的孔,Air hole
73564,53179,2,名词,【气孔】铸件内部或表面的孔洞，由铸造过程中进入空气形成（凡有气孔的铸件，质量都大受影响）,Blowhole (in casting)
73565,53180,1,名词,肩膀前侧凹下的部分,Shoulder hollow
73566,53181,1,动词,把抵押在当铺里的东西用钱赎回来,To redeem from a pawnshop
73567,53182,1,动词,嬉戏玩耍,To frolic
73568,53183,1,名词,不幸的消息（多指死人或大灾难）,Bad news (especially of death or disaster)
73569,53184,1,名词,汉族人的姓,Han Chinese surname
73570,53184,2,名词,特指汉族以外的人使用的汉族人的姓,Han surname used by non-Han people
73571,53185,1,名词,旧时把被关押的人浸泡在水中的牢房,Water dungeon
73572,53186,1,名词,用细铁丝编成的网状物，多用来做纱窗、纱门,Wire gauze
73573,53187,1,动词,偷吃东西,To sneak food
73574,53188,1,名词,（人的）脂肪和血液；借指辛勤劳动创造的财富,Fat and blood (figuratively: fruits of labor)
73575,53189,1,名词,一种传统糕点。用油、糖和面，叠成上小下大的多层圆饼（也有仅两层的），层与层之间铺上果料儿，经烘烤或蒸制而成。,Layered cake with fruit filling
73576,53190,1,名词,用作庆贺或吊唁礼物的整幅绸布，上面多附有题词,Scroll of silk (for congratulations or condolences)
73577,53191,1,名词,才智杰出的人,Outstanding person
73578,53191,2,形容词,才智杰出,Outstanding
73579,53192,1,名词,脊柱的组成部分。由五块骶椎合成，呈倒三角形。上部与第五腰椎体相连，下部接尾骨,Sacrum
73580,53193,1,形容词,（事务）繁杂混乱,Complicated and chaotic
73581,53194,1,名词,油漆器物时刷的第一道漆,Primer (paint)
73582,53195,1,动词,不但没赚着，反而赔了本儿,To suffer a loss instead of making a profit
73583,53196,1,动词,正式考试前举行的考试，具有演练作用或预选作用,Preliminary examination
73584,53197,1,名词,比喻义,Figurative meaning
73585,53198,1,动词,对疑惑进行解释分析,To resolve doubts
73586,53199,1,名词,有提梁的兜儿,Handbag with handles
73587,53200,1,动词,帮助；扶持；提拔,To assist; to promote
73588,53200,2,动词,〈文〉统率；带领,To lead; to command
73589,53201,1,动词,命令（多用于公文）,To order (formal)
73590,53201,2,名词,下达命令的公文,Written order
73591,53202,1,动词,纠缠不休（多指向人要求什么）,To pester
73592,53202,2,动词,动作迟缓，拖延时间,To dawdle
73593,53203,1,名词,【元宵】农历正月十五日为上元节，这一天的晚上称元宵,Lantern Festival (evening of the 15th of the first lunar month)
73594,53204,1,名词,结婚时张贴的对联,Wedding couplet
73595,53205,1,,把招牌砸了；比喻损害品牌的声誉,To ruin a reputation
73596,53206,1,,指大发歪论，蛊惑人心，或四处煽动，拨弄是非；也指卖弄口才,To wag one's tongue (engage in demagoguery)
73597,53207,1,名词,用苇席或帆布等制成的可以遮挡阳光的设施,Awning
73598,53208,1,,触景生情,To be moved by what one sees
73599,53209,1,形容词,形容文句读起来不顺口,"Full of difficult, unpronounceable words"
73600,53210,1,,按照成例应付了事（故事：旧例，即已有的惯例、规定）,To do something perfunctorily as a mere formality
73601,53211,1,形容词,形容头脑昏乱，不清醒,Dizzy; muddled
73602,53212,1,形容词,嘈杂声使人心烦,Noisy and annoying
73603,53213,1,,毛玻璃,Frosted glass
73604,53214,1,动词,出丑,To make a fool of oneself
73605,53215,1,名词,植物的根上生长出来的幼芽，经过移植、培育可以成为独立植物体,Root sprout
73606,53216,1,名词,头绪混乱、无法理清的账目,Messy accounts
73607,53216,2,名词,指拖欠很久、难以收回的账,Bad debt
73608,53217,1,,三个或三个以上的演员表演的相声,Cross talk performed by three or more people
73609,53218,1,名词,禁止某些言行的条例,Prohibitory regulations
73610,53219,1,名词,农业合作化时期指没有参加互助组和合作社的个体农户；现在也用来指不跟他人合作，自己单独从事某种经营活动的人,Individual working on their own
73611,53220,1,,《孟子·梁惠王上》记载：孟子问梁惠王：“弃甲曳兵而走，或百步而后止，或五十步而后止。以五十步笑百步，则何如?”意思是同样都是逃兵，不能因为逃的路程短就可以讥讽逃的路程长的人。后用“五十步笑百步”比喻具有同样缺点或错误的人，程度轻一些的却讥笑程度重的,The pot calling the kettle black
73612,53221,1,名词,指写作能力,Writing ability
73613,53222,1,动词,策划考虑,To plan and consider
73614,53223,1,,没有源头的水，没有根的树。比喻没有基础、没有根据的事物,"Water without a source, a tree without roots; metaphor for something without foundation or basis"
73615,53224,1,名词,偏僻的小巷,Remote alley
73616,53225,1,形容词,（山、建筑物等）高大雄伟,Towering and majestic
73617,53226,1,形容词,俊秀,Handsome and elegant
73618,53227,1,名词,窗户上用木条等制成的格子。过去在上面糊纸或纱，现多镶玻璃,Window lattice
73619,53228,1,,根据生物生长规律，创造适当的培育条件，使动物、植物或微生物等的遗传性向适应人类需要的方向发展,Directed breeding
73620,53229,1,名词,薜荔,Ficus pumila
73621,53230,1,名词,细小而不易引人注意的原因或条件,Minor cause or condition
73622,53230,2,名词,〈文〉无关紧要的小事,Trivial matter
73623,53231,1,,来自东、西、南、北、中各地的人混杂居住在一个地方。形容某地居民情况复杂,People from all regions living together
73624,53232,1,名词,高等菌类，菌盖黄褐色，似牛肝。盛产于云南、四川等地，多数可食用,Boletus mushroom
73625,53233,1,名词,流到嘴边的口水,Drool
73626,53234,1,动词,依次变化；演变,Change successively; evolve
73627,53235,1,名词,海藻，藻体深棕红色，羽状分枝。是提制琼胶的主要原料，也可以食用,Gelidium seaweed
73628,53236,1,,能干的人多操劳一些（有劝勉、赞誉的意味）,The able do more work
73629,53237,1,名词,横断面呈“工”字形的钢材，广泛用于建筑、铁路、桥梁等工程,I-beam
73630,53238,1,,本指极其困窘，无所依托；现多指精神空虚到了极点,Extremely bored and idle
73631,53239,1,名词,弹头尾部装有能发光的化学药剂的炮弹或枪弹。发射后能发出红、黄等色光，用来指示目标、施放信号等,Tracer bullet
73632,53240,1,名词,立在墓道前记载死者生平事迹的石碑；也指神道碑上的碑文,Tombstone inscription
73633,53241,1,名词,测量电路或元件的电阻、电流、电压等的多量程仪表,Multimeter
73634,53242,1,,第一次吃外国的食品；比喻初次接触外来事物或享用新奇东西,Try foreign food for the first time; metaphor for first contact with foreign things
73635,53243,1,名词,昆虫，幼虫淡红色，危害棉花、木棉、锦葵等植物。可喷药或放寄生蜂防治,Pink bollworm
73636,53244,1,动词,救助接应,Rescue and support
73637,53245,1,动词,挖掘清除（淤积的泥沙等）,Dredge and clear
73638,53246,1,名词,雉1,Pheasant
73639,53246,2,名词,旧指妓女,Prostitute (archaic)
73640,53247,1,名词,被阉割后的男人；特指宦官,Eunuch
73641,53248,1,动词,扰乱,Disrupt
73642,53248,2,形容词,混乱；杂乱,Confused; disorderly
73643,53249,1,动词,木工、瓦工干活儿时，在绳线下端吊重物而形成垂线，以求得垂直线或垂直面。,Plumb line
73644,53250,1,动词,招纳，笼络,Win over; recruit
73645,53250,2,动词,承揽,Undertake
73646,53251,1,动词,拒绝、抵制毒品,Reject drugs
73647,53252,1,名词,以煤油、酒精等为燃料，用于烧灼和焊接的喷火器具,Blowtorch
73648,53253,1,名词,邪恶的念头；歹意,Evil thought
73649,53254,1,形容词,过分亲近，态度不庄重,Overly familiar; indecently intimate
73650,53255,1,动词,逮捕法办,Arrest and prosecute
73651,53256,1,名词,佛寺的塔；借指佛寺,Buddhist pagoda; Buddhist temple
73652,53256,2,名词,敬词，称僧尼所在的寺院,Honorific term for a Buddhist temple
73653,53257,1,动词,【出师】（学徒）学习期满，技艺学成,Complete apprenticeship
73654,53258,1,名词,体形瘦削者给人的瘦骨嶙峋的感觉,Bony figure
73655,53259,1,动词,突然发生变化,Change abruptly
73656,53260,1,动词,杀害,Kill
73657,53261,1,名词,戴在耳垂上的装饰物。如耳坠、耳环等,Ear ornament
73658,53262,1,名词,牙齿表面积留的黄色或黑褐色的污垢，硬化后即成牙石,Dental plaque
73659,53263,1,动词,抵抗高温伤害,Resist heat
73660,53264,1,名词,生啤酒,Draft beer
73661,53265,1,名词,复杂名称的简化形式,Abbreviation
73662,53266,1,,味道不正；比喻言语等异常或不符合某人的心意、习惯,Tastes off; metaphor for something abnormal or not to one's liking
73663,53267,1,动词,感到油腻,Feel greasy
73664,53267,2,动词,对某事产生厌烦,Get tired of something
73665,53268,1,名词,汽车等交通工具上的正式座位,Regular seat (in a vehicle)
73666,53268,2,名词,剧场、影院等对着舞台或银幕的正中的座位,Center seat (in a theater)
73667,53268,3,名词,旧时指坐北朝南的座位,South-facing seat (archaic)
73668,53269,1,名词,淡绿色,Light green
73669,53270,1,名词,对邪恶女人的憎称,Wicked old woman
73670,53271,1,形容词,形容颜色青蓝而鲜艳,Bright blue
73671,53272,1,名词,在春天出现的精神倦怠现象,Spring fatigue
73672,53273,1,,空有好看的外表，没有实际内容或实际并非如此,Deceptively impressive appearance
73673,53274,1,名词,戏曲唱腔的板式，唱腔不受固定节拍限制，不用鼓板击节，节奏速度自由，宜于表现激烈或悲痛的感情,Free rhythm (in opera)
73674,53275,1,名词,我国传统计时法指上午9—11点的时间,9–11 a.m. (traditional time)
73675,53276,1,,月光皎洁，微风宜人。形容恬静美好的夜景,Bright moon and gentle breeze
73676,53277,1,动词,（众人）大声说笑,Laugh and talk loudly
73677,53278,1,名词,肉片儿加米粉、作料等蒸熟而成的菜肴。（也说粉蒸肉。）,Steamed pork with rice flour
73678,53279,1,名词,东南亚一带人用来围裹腰腿的下装。样子像长裙，男女老少都穿,Sarong
73679,53280,1,动词,把涂有感光药品的纸衬在描画好工程图样的透明或半透明的纸下面，借日光或灯光照射，使发生化学反应，再经显影复制出图形,Blueprint printing
73680,53281,1,动词,不同的食品或食品与其他物品长时间放在一起，因气味互相影响而变味儿,Absorb odors
73681,53282,1,名词,音调的高低,Pitch (music)
73682,53282,2,名词,指论调（多含贬义）,"Tone (of speech, often derogatory)"
73683,53283,1,名词,在陶瓷半成品表面上涂抹的一种物质，主要用石英、长石、硼砂、黏土等研成粉末，用水调和而成。烧制后可发出玻璃光泽，并能增加绝缘性能和机械强度,Glaze
73684,53284,1,,没有刮风，就不会起波浪。比喻事情的发生总有起因,"No wind, no waves; metaphor for everything has a cause"
73685,53285,1,,战国时，赵国的武灵王提倡穿西北方民族的服装，教百姓骑马射箭，从而为赵国训练了一支强大的骑兵队伍，史称胡服骑射。现常用这个典故说明要善于学习外部或别人长处的道理,Adopt foreign dress and cavalry tactics
73686,53286,1,动词,发生灾害,Suffer a disaster
73687,53287,1,名词,一种棉织品，纹路像缎子，光滑而有亮光。过去多用来做被面,Sateen
73688,53288,1,名词,圩堤,Embankment
73689,53289,1,量词,沓,Stack (measure word)
73690,53290,1,形容词,健忘,Forgetful
73691,53291,1,名词,渔漂,Fishing float
73692,53292,1,名词,蚶,Blood clam
73693,53293,1,名词,戏曲唱腔的板式，无板无眼，速度较慢，节奏自由，句尾往往拖长腔。宜于表达悲愤、昂扬的感情。常作为成套唱腔的先导部分,Preliminary aria (in opera)
73694,53294,1,,唐·秦韬玉《贫女》：“苦恨年年压金线，为他人作嫁衣裳。”后用“为人作嫁”比喻白白地为别人辛苦忙碌,Work for others without benefit to oneself
73695,53295,1,名词,一种响器。在中空的金属环内装金属球，套在手上摇动发声。旧社会走江湖的人常用来招揽生意,Handbell (used by street vendors)
73696,53295,2,名词,连成串的铃铛,String of bells
73697,53296,1,形容词,形容潮气很重,Damp and moist
73698,53297,1,,零散而纷乱,Scattered and messy
73699,53297,2,,零散的杂事或没有多大用处的东西,Odds and ends
73700,53298,1,名词,按日计算的工资,Daily wage
73701,53299,1,名词,比喻能给人的思想作风以消极影响，使堕落变坏的环境、场所,Big dye vat; metaphor for corrupting environment
73702,53300,1,名词,传说中指在夜晚巡游的神。借指喜欢深夜在外面活动或游荡的人,Night owl (person)
73703,53301,1,名词,毒品海洛因的俗称,Heroin (slang)
73704,53302,1,动词,互相招呼而聚集在一起,Gather by calling out
73705,53303,1,名词,寡妇,Widow
73706,53304,1,名词,仅有的一个证据,Lone evidence
73707,53305,1,名词,我国古代传说中的三皇之一，发明钻木取火，教民熟食,Suiren (mythical fire inventor)
73708,53306,1,动词,依仗权势,Rely on power
73709,53307,1,动词,〈口〉不怕危险，拿着性命当儿戏,Risk one's life
73710,53307,2,动词,尽全部力量,Exert all one's strength
73711,53308,1,名词,供食用的新鲜淡水鱼、虾、蟹等,Freshwater delicacies
73712,53309,1,名词,一种含铁的卟啉化合物，为血红蛋白和某些氧化还原酶的辅基。结合到蛋白质分子中后参与生物体中氧的传递和氧化还原作用,Heme
73713,53310,1,名词,用于照相排版的电子设备,Phototypesetting machine
73714,53311,1,动词,用通信的方式购买,mail-order purchase
73715,53312,1,,好说歹说,persuade by all means
73716,53312,2,,议论好坏,discuss merits and demerits
73717,53313,1,名词,比喻性格直爽的人,straightforward person
73718,53314,1,动词,受冻挨饿,suffer cold and hunger
73719,53315,1,,比喻攀附有权势、有地位的人；也比喻跳槽到更好的地方去,climb to a higher branch
73720,53316,1,形容词,话语过多或重复啰唆，使人厌烦,tediously wordy
73721,53316,2,形容词,【腻】因食物中脂肪多而使人不想吃,cloying (of food)
73722,53317,1,动词,应收钱物已如数收清（常以印戳形式将“收讫”二字加盖在票据上）,received in full
73723,53318,1,动词,毫无剩余,completely exhausted
73724,53319,1,名词,一种炒熟的皮不裂开而比较硬的蚕豆,iron-hard broad beans
73725,53320,1,名词,床垫里充水的床。利用水的浮力托起人体，使人感觉舒适,waterbed
73726,53321,1,动词,祭祀时把事情告诉神灵或祖先,report in sacrifice
73727,53322,1,名词,我国传统计时法指夜间9—11点的时间,Hai period (9-11 p.m.)
73728,53323,1,名词,才能和天赋,talent and gift
73729,53324,1,名词,傍晚的景色；比喻年老时的景况,evening scene; old age circumstances
73730,53325,1,动词,懒得,too lazy to
73731,53325,2,形容词,懒惰,lazy
73732,53326,1,动词,税务部门按税率向纳税人收取税金,levy taxes
73733,53327,1,动词,摇晃,shake; sway
73734,53328,1,动词,（菜秧、树苗等）长到适宜的时候，从园圃移植到别处,ready for transplanting
73735,53329,1,动词,着急；发脾气,get anxious; lose temper
73736,53330,1,名词,大于直角小于平角的角,obtuse angle
