example_id,definition_id,example_sn,example_cn
41266,41249,1,国会正在讨论修宪事宜｜修宪程序需要全民公投
41267,41250,1,改良土质
41268,41251,1,办这种事无成法可依。
41269,41252,1,在新法未出台前，暂按成法处理。
41270,41253,1,深山老林
41271,41254,1,进入梦乡
41272,41255,1,说话尖刻，容易伤人。
41273,41256,1,这家超市的乳品很新鲜｜乳品富含多种营养
41274,41257,1,高温使金属熔化成液体｜蜡在火上很快熔化
41275,41258,1,她每天都要涂口红｜这支口红颜色很漂亮
41276,41259,1,她像慈母一样爱抚着这些孤儿。
41277,41260,1,种草固沙，造林防沙。
41278,41261,1,日头晒得人发晕｜日头渐渐西沉
41279,41262,1,公司今年成功减亏｜减亏是企业的重要目标
41280,41263,1,粮店里的米很新鲜｜我去粮店买面粉
41281,41264,1,人造卫星环绕地球运行｜我国发射了新的人造卫星
41282,41265,1,他命大，居然能在空难中幸存下来。
41283,41266,1,缓步走下讲台｜股市总体呈缓步上扬态势。
41284,41267,1,静心养病
41285,41268,1,纲目完整清晰｜《本草纲目》
41286,41269,1,他负责监制这部电影｜监制工作十分繁重
41287,41270,1,我们都是人生的过客｜车站里过客匆匆
41288,41271,1,刺客潜入宫中行刺｜小说里有位神秘的刺客
41289,41272,1,孩子们在草地上无拘无束地玩耍｜他喜欢无拘无束的生活
41290,41273,1,他主动给同桌补课。
41291,41274,1,验收不合格的，都要补课。
41292,41275,1,官僚主义的危害甚于水火。
41293,41276,1,《大众食谱》
41294,41277,1,食堂每天公布食谱。
41295,41278,1,护肤养颜
41296,41279,1,他仍在气恼我昨天失约的事｜流言使他很气恼
41297,41280,1,坐视不救
41298,41281,1,苦口相劝｜苦口婆心
41299,41282,1,良药苦口利于病
41300,41283,1,外贸公司需要及时结汇｜银行提供结汇服务
41301,41284,1,怒目切齿｜怒目而视
41302,41285,1,怒目如火
41303,41286,1,这个故事发人深省｜老师的话发人深省
41304,41287,1,黄芪是常见的中药材｜医生开了黄芪这味药
41305,41288,1,瘦削的面庞｜面庞秀丽
41306,41289,1,他这轮比赛轮空｜轮空直接晋级下一轮
41307,41290,1,这学期轮空，正好修改我的书稿。
41308,41291,1,谐音双关
41309,41292,1,这两个字是谐音｜利用谐音编了个谜语
41310,41293,1,会计正在核对账簿｜账簿记录要准确
41311,41294,1,满脸杀气
41312,41295,1,起跳有力｜起跳投篮
41313,41296,1,你去担水，我来烧火｜烧火取暖
41314,41297,1,开河挖渠，保障灌溉。
41315,41298,1,春天河面开河了｜开河后可以行船
41316,41299,1,他研究训诂学｜训诂是门深奥的学问
41317,41300,1,学者训诂古籍文字｜训诂需要扎实功底
41318,41301,1,品牌就是一棵无形的摇钱树。
41319,41302,1,荣膺国家级最高奖项｜荣膺人民艺术家称号。
41320,41303,1,评分的首要原则是客观性和公正性。
41321,41304,1,渔船驶向外海｜外海风浪较大
41322,41305,1,隐身在战壕里｜在荒山隐身多年
41323,41306,1,时代的骄子
41324,41307,1,这种植物抗性强｜培育抗性好的品种
41325,41308,1,那里死气沉沉的，没有一丝活气。
41326,41309,1,岩画记录古人生活｜我们在山洞发现岩画
41327,41310,1,硬骨头六连
41328,41311,1,我们车间一定把这块硬骨头啃下来。
41329,41312,1,自由市场很热闹｜去自由市场买菜
41330,41313,1,他做事总是手忙脚乱｜考试时别手忙脚乱
41331,41314,1,氧气是非金属｜非金属元素很重要
41332,41315,1,她喜欢打垒球｜垒球比赛很精彩
41333,41316,1,这个垒球很新｜买了个新垒球
41334,41317,1,我们把剩菜打包｜打包带回家
41335,41318,1,产品打包后陆续运出。
41336,41319,1,新电脑先放着，用的时候再打包。
41337,41320,1,蚕食鲸吞｜粉碎侵略者的蚕食阴谋。
41338,41321,1,大麦可以酿酒｜田里种着大麦
41339,41322,1,向右看齐
41340,41323,1,向三八红旗手看齐。
41341,41324,1,翻越雪山
41342,41325,1,请问洗手间在哪｜洗手间很干净
41343,41326,1,她习惯性地眨了眨眼睛｜习惯性动作
41344,41327,1,父亲的老战友｜几个老战友相聚，显得格外亲热。
41345,41328,1,敌人的卑鄙行径实在可憎。
41346,41329,1,用磁卡开门｜磁卡很方便
41347,41330,1,禁中原有女监，不许男犯近前。
41348,41331,1,走到近前仔细观察。
41349,41332,1,历数敌人的罪状
41350,41333,1,这座楼地基没打好，需要拆了重起。
41351,41334,1,不能蒙骗顾客
41352,41335,1,白皙的面孔
41353,41336,1,那份笔录打印出来了。
41354,41337,1,口述笔录
41355,41338,1,可以拿出一点儿公益金贴补困难户。
41356,41339,1,偷盗成性｜嗜赌成性
41357,41340,1,我们要居安思危｜居安思危很重要
41358,41341,1,青松挺立
41359,41342,1,以诈骗罪论处
41360,41343,1,血浆用于输血｜血浆是血液成分
41361,41344,1,不要戏弄同学｜他喜欢戏弄人
41362,41345,1,人们三三两两走来｜三三两两散坐着
41363,41346,1,外乡口音｜去外乡
41364,41347,1,诱使敌人就范
41365,41348,1,防毒器材
41366,41349,1,虽多次碰壁，但他的锐气依旧。
41367,41350,1,要平衡产需关系｜产需信息要准确
41368,41351,1,西式家具
41369,41352,1,纵使下雨也要去｜纵使困难也要坚持
41370,41353,1,小孩儿在玩耍｜带小孩儿去公园
41371,41354,1,他们有两个小孩儿｜小孩儿很懂事
41372,41355,1,下午要去赛球｜赛球很有趣
41373,41356,1,火山喷出岩浆｜岩浆温度很高
41374,41357,1,急流勇进
41375,41358,1,就教于方家
41376,41359,1,歌迷很热情｜他是忠实歌迷
41377,41360,1,他暗下决心｜暗下做了准备
41378,41361,1,辨析“高兴”和“愉快”两个词有什么异同。
41379,41362,1,记者的现场采访手记。
41380,41363,1,电话号码我已经手记下来了。
41381,41364,1,生离死别的场面，让人看了心碎。
41382,41365,1,太阳内部发生聚变｜聚变释放巨大能量
