definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
75477,54897,1,名词,贴在紧临吹孔的孔上的竹膜或苇膜，吹笛时可振动发声,bamboo membrane
75478,54898,1,名词,质地类似橡皮的糖果,gummy candy
75479,54899,1,名词,短暂的碰面,brief encounter
75480,54899,2,动词,露面,to show up
75481,54900,1,动词,赶得上；来得及,to be in time
75482,54901,1,名词,凉了的白开水,cooled boiled water
75483,54902,1,,比喻揭露别人的短处或痛处,to expose someone's sore spot
75484,54903,1,名词,对儿子的岳丈或女儿的公公的称呼,son's father-in-law or daughter's father-in-law
75485,54904,1,名词,中间种植花草、四周围有矮栏的地方,flower bed
75486,54905,1,名词,【溜肩膀】明显向下倾斜的两肩,sloping shoulders
75487,54906,1,动词,赶工,to rush work
75488,54907,1,,咒骂或戏称年老或体弱多病的人,old or sick person (derogatory)
75489,54908,1,动词,喜爱而仰慕,to admire
75490,54909,1,形容词,又焦又煳,scorched
75491,54910,1,,深耕土地，进行细致的田间管理,deep plowing and careful cultivation
75492,54911,1,,白天（含强调意）,broad daylight
75493,54912,1,名词,指甲,fingernail
75494,54913,1,动词,选取景物（多用于摄影、摄像）,to scout locations
75495,54914,1,,神情茫然，若有所失。形容心里不踏实，总好像缺了什么似的,dispirited and lost
75496,54915,1,形容词,很烂（多指食物）,mushy
75497,54916,1,动词,在文字材料上画“√”，用来表示正确或认可,to checkmark
75498,54917,1,,云雾弥漫，遮蔽使看不清楚,shrouded in mist
75499,54918,1,动词,悲伤哽咽,to sob with grief
75500,54919,1,动词,把了结的账目从账上注销,to write off an account
75501,54920,1,名词,【流星】星际空间的固体块和尘粒闯入地球大气层时，同大气摩擦燃烧形成的飞速划过天空的光迹。俗称贼星。,meteor
75502,54921,1,名词,本指供奉神、佛、祖宗等的用浓糖浆浸渍的面食，后成为一种糕点,candied pastry offering
75503,54922,1,名词,无理的话；无聊的话,nonsense
75504,54923,1,名词,蒸饼（多见于近代汉语）,steamed cake
75505,54924,1,动词,公开揭露和谴责,to denounce
75506,54925,1,动词,开会时没人发言或中断发言,awkward silence in a meeting
75507,54925,2,动词,戏剧表演中突然中断一切声响,sudden silence in a performance
75508,54926,1,名词,用绢纺中的下脚料为原料纺织成的平纹绸，表面不光滑，厚实柔韧，可作衣料等,fabric from waste silk
75509,54927,1,动词,凋敝；凋零,withered
75510,54928,1,名词,梳在头顶两旁的发髻,bun hairstyle
75511,54929,1,形容词,愚昧浅陋,ignorant and shallow
75512,54930,1,动词,抵债,to pay a debt in kind
75513,54931,1,动词,退婚,to break off an engagement
75514,54932,1,名词,直尺形的镇纸,paperweight ruler
75515,54933,1,形容词,形容物体像冰一样又凉又硬,ice-cold and hard
75516,54934,1,名词,敬词，用于称对方的病,your illness (polite)
75517,54935,1,拟声词,模拟打喷嚏的声音,achoo
75518,54936,1,动词,伏天歇工休息,to take a summer break
75519,54937,1,动词,从一个方面推想到其他方面,to infer
75520,54938,1,动词,指打字者只看原稿不看键盘打字,touch typing
75521,54939,1,形容词,悲伤凄楚,sorrowful
75522,54940,1,,指贵族、官绅的子弟,children of nobility
75523,54941,1,动词,用劝说来请人做（某事）,to persuade someone to do something
75524,54942,1,动词,上下颠簸，左右摇荡,to toss and sway
75525,54943,1,形容词,喜悦欣慰,happy and relieved
75526,54944,1,名词,用来拉网的绳索,net rope
75527,54945,1,名词,挂钟,wall clock
75528,54946,1,,捕风捉影,to chase shadows
75529,54947,1,形容词,形容零散或断断续续的样子,scattered and intermittent
75530,54948,1,名词,利用电能驱动的、用来碾碎粮食的器具,electric mill
