definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
71773,51564,1,动词,用劲,exert effort
71774,51565,1,,各有各的爱好,each has their own preferences
71775,51566,1,副词,猛然；冷不防,suddenly
71776,51567,1,名词,骨盆下部靠近外生殖器的左右两块骨头,pubic bone
71777,51568,1,名词,十分诚挚的心意,sincere heart
71778,51568,2,形容词,十分诚挚,sincere
71779,51569,1,形容词,平庸,mediocre
71780,51570,1,名词,落叶乔木，羽状复叶。果实也叫山核桃，表面密生黄鳞毛。鲜核仁脱涩后可以吃，也可以榨油。木质坚韧，可做家具、枪托等,hickory
71781,51571,1,动词,错误地听信,mishear
71782,51572,1,形容词,形容失意的样子,disappointed
71783,51573,1,,讥讽人动不动就引经据典，卖弄才学,pedantry
71784,51574,1,动词,吹牛拍马,boasting and flattery
71785,51575,1,名词,海参的一种。体呈圆柱形，前端口周有20个触手，背面有4—6行肉刺。再生力很强。可人工养殖,stichopus japonicus
71786,51575,2,名词,多刺灌木，小枝密生直刺，叶近圆形，边缘有带短刺和刺毛的锯齿，果实球形。根、茎可以做药材,prickly shrub
71787,51576,1,名词,日影移动一寸长的时间。指极短的时间,very short time
71788,51577,1,名词,错误；谬误,error
71789,51578,1,名词,慢性子的人,slowpoke
71790,51578,2,形容词,（脾气、性格）缓慢的,slow-tempered
71791,51579,1,名词,建筑物地面上设置的排水孔，水通过它流入下水道,floor drain
71792,51580,1,名词,支撑桥体的柱子,bridge pile
71793,51581,1,,递送纸条；借指上级部门或有权势的个人为某事给有关人写条子打招呼，要求予以通融照顾的不正之风,pass a note
71794,51582,1,名词,土建工程中回填到低洼处的土石方,fill
71795,51582,2,动词,土建工程中回填土石方,backfill
71796,51583,1,名词,田埂,ridge
71797,51583,2,名词,【垄】在耕地上培起的用来种植农作物的土埂,ridge
71798,51584,1,名词,饲养牲口的棚或围栏,livestock pen
71799,51585,1,名词,旧指出没于山林草莽的盗匪,bandits
71800,51586,1,名词,含肉类的食物,non-vegetarian food
71801,51587,1,名词,对朋友妻子的敬称,your wife
71802,51588,1,形容词,自己感到内疚,self-reproachful
71803,51589,1,形容词,浅显而直露；不委婉，不含蓄,obvious
71804,51590,1,名词,操作钻床的工种,drilling work
71805,51590,2,名词,从事钻工工作的工人,driller
71806,51591,1,名词,经过加工的熟肉干,dried meat
71807,51592,1,动词,审理和判决案件,try a case
71808,51593,1,名词,某些地区指谷子,millet
71809,51594,1,名词,一个地区生产和消费的主要粮食品种。如华北、东北地区的主粮是小麦和玉米,staple food grain
71810,51595,1,,对某种结果事先作出保证,guarantee
71811,51596,1,名词,标点符号，形式有双书名号和单书名号两种。双书名号横排为“《》”，直排为“”；单书名号横排为“〈〉”，直排为“”。古籍或某些文史著作中的书名号可用浪线（~~~~~~~）。,book title mark
71812,51597,1,名词,一个数中整数以外的尾数,fractional amount
71813,51598,1,动词,排斥；抛弃,reject
71814,51599,1,动词,不得已；没有办法,have no choice
71815,51600,1,名词,中药剂型之一。浓稠的糊状药剂，分内服、外用两种,paste
71816,51601,1,名词,傣族、景颇族等民族的一种乐器，鼓身木制，形似象脚，鼓面蒙羊皮、牛皮或马皮。用手拍击鼓面，鼓声雄壮深沉,elephant-foot drum
71817,51602,1,动词,牵挂,worry about
