definition_id,pinyin_id,definition_sn,pos,definition_cn,definition_en
74776,54267,1,动词,稻、麦、高粱等禾本科植物长出穗,to ear (of cereal crops)
74777,54268,1,名词,黄色蒜叶。大蒜在不受阳光照射并在适当的温度、湿度下培育成的蔬菜,blanched garlic leaves
74778,54269,1,动词,乞求支援,to beg for assistance
74779,54270,1,副词,表示动作行为多次重复；屡次,repeatedly
74780,54271,1,动词,通过邮递方式销售（物品）,to sell by mail
74781,54272,1,动词,发给；交付,to issue; to deliver
74782,54273,1,动词,嗓音变得沙哑,to become hoarse
74783,54274,1,名词,闪存盘。因连接在电子计算机 USB 接口上使用，故称（优：英文字母U的音译）,USB flash drive
74784,54275,1,动词,把一组乐曲串联起来，由若干不同的乐器轮流演奏或同一团队依次演奏,to play a medley
74785,54276,1,形容词,彼此很熟悉,mutually familiar
74786,54277,1,动词,巡逻侦察,to patrol and reconnoiter
74787,54278,1,动词,奋力攻击；奋力搏击,to strike fiercely
74788,54279,1,动词,用药物或食品促使产妇分泌较多的乳汁,to promote lactation
74789,54280,1,动词,敬词，用于称对方来访，表示委屈大驾,your gracious visit (honorific)
74790,54281,1,名词,水垢,scale (in kettles etc.)
74791,54281,2,名词,器皿长期盛水留下的痕迹,water stain
74792,54282,1,名词,不便向别人说的疾病,unmentionable disease
74793,54283,1,,比喻局部工作不力而影响全局工作的进展,to hold back overall progress
74794,54283,2,,比喻利用亲情或密切的关系阻挠或牵制他人正当的行动,to hinder someone through personal ties
74795,54284,1,名词,站台票,platform ticket
74796,54285,1,动词,围攻,to besiege and attack
74797,54286,1,名词,按照规定给予居丧的人的假期,bereavement leave
74798,54287,1,名词,落叶乔木，叶子比毛白杨小，呈倒卵形或椭圆形。木材质地软，可供造纸、建筑、制造火柴等用,small-leaved poplar
74799,54288,1,动词,铺叙；详细论述,to elaborate in detail
74800,54289,1,动词,在人手下奔走忙碌做杂事,to run errands
74801,54290,1,动词,隐藏行踪,to hide one's tracks
74802,54291,1,,比喻改变观点,to change one's viewpoint
74803,54292,1,,比喻说话拐弯抹角，不直截了当,to beat around the bush
74804,54293,1,名词,不切实际或浮夸的话,empty rhetoric
74805,54294,1,,耍心眼儿,to scheme against each other
74806,54295,1,名词,迷信指坟墓,grave (superstition)
74807,54296,1,,迷信认为，做了坏事的人现世就会得到报应,instant karma (superstition)
74808,54297,1,名词,愚笨、糊涂的样子,foolish manner
74809,54297,2,名词,死力气；蛮劲,brute strength
74810,54298,1,,摆架子,to put on airs
74811,54299,1,名词,指不合时尚、言行和衣着土里土气的人（含讥讽意）,bumpkin (derogatory)
74812,54300,1,名词,丈夫的哥哥,husband's elder brother
74813,54301,1,名词,苘（qǐng）麻的通称,chingma abutilon
74814,54302,1,名词,称跟在别人屁股后边亦步亦趋、毫无主见的人（含轻蔑意）,copycat (derogatory)
74815,54303,1,连词,声赞叹，表示羡慕,to click the tongue in admiration
74816,54304,1,,见到钱财就产生想要占有的念头,to be moved to covet by sight of wealth
74817,54305,1,名词,盛饭用的勺子,rice scoop
74818,54306,1,名词,脑袋后面凸起的部分。呈半球形，形似勺子，故称,back of the head
74819,54307,1,名词,心地实在的人,straightforward person
74820,54307,2,形容词,心地实在,straightforward
74821,54308,1,,面对着墙角哭泣；形容极其孤立和绝望,to weep all alone in despair
74822,54309,1,名词,汗液蒸发后留在衣帽等上面的盐碱斑迹,sweat stain
74823,54310,1,名词,戏曲中角色所戴的各种帽子的统称。主要用来表示人物的身份，不同性别、年龄、性格的角色戴的盔头都不一样,opera headdress
74824,54311,1,,螳螂举起前足妄想挡住前进的车子。比喻不自量力必然失败,mantis trying to stop a chariot (overambitious)
74825,54312,1,,不能使众人信服；不能达到众人所期望的那样（孚：令人信服）,not commanding public confidence
74826,54313,1,动词,古代指对诬告者按其诬告别人的罪名进行惩罚。如诬告别人杀人，就按杀人罪惩罚诬告者（坐：定罪）,to punish false accuser with their false charge
74827,54314,1,动词,使人佩服震动,to deeply impress
74828,54315,1,,把上天所成就的功绩说成是自己的。现多指抹杀群众或他人的作用，把一切功劳归于自己,to claim credit for others' achievements
74829,54316,1,,比喻用心险恶、暗中害人的手段,devilish stratagem
74830,54317,1,动词,祝贺,to congratulate
74831,54318,1,名词,锁身不外露的锁，一般用钥匙才能锁上,built-in lock
74832,54319,1,,比喻暗中以假代真，掩盖事实真相，达到欺骗、蒙混的目的,to substitute the fake for the genuine
74833,54320,1,名词,用嫩柳条外皮制成的哨子，吹出的声音像笛子,willow whistle
74834,54321,1,,张灯结彩,to decorate with lanterns and streamers
74835,54322,1,,凡是听到的都一定记录下来,to record everything heard
74836,54323,1,动词,落马,to fall from a horse
74837,54324,1,动词,祷告,to pray
74838,54325,1,名词,实际的利益,tangible benefit
74839,54326,1,,汉初萧何做丞相，制定律令制度，后来曹参继任丞相，完全照萧何的成规办事。比喻完全照前人的规矩工作,to follow established rules
74840,54327,1,动词,向朝庭或上司贡献物品；进贡,to offer tribute
74841,54328,1,名词,【便道】近而方便的小路,shortcut
74842,54329,1,,比喻不顾大局，只为自己或局部利益打算,to be calculating about petty gains
74843,54330,1,名词,减法运算符号，即“-”,minus sign
74844,54331,1,,海底捞月,to fish for the moon in water (futile)
74845,54332,1,名词,齿轮,gear wheel
74846,54333,1,,声音像沸腾的水那样翻滚，充满空间（反：翻滚）。形容人声喧闹，乱成一片,bubbling with noise
74847,54334,1,,一时决定不了,unable to decide
74848,54335,1,,耍小聪明；暗用心计,to scheme
74849,54336,1,,既往不咎,to forgive past misdeeds
74850,54337,1,名词,用以擦净黑板的用具,blackboard eraser
74851,54338,1,动词,到战场同敌人作战,to go into battle
74852,54339,1,,《老子》五十六章：“和其光，同其尘。”意思是含敛光耀，混同尘世。后用“和光同尘”比喻随波逐流，不露锋芒的处世态度,to conceal one's brilliance
74853,54340,1,名词,肘关节内侧凹下去的部位,cubital fossa
74854,54341,1,形容词,形容服装奇异、神态妖冶的样子,seductively dressed
74855,54342,1,名词,中医在处方上写的诊断结果,TCM diagnosis record
74856,54343,1,,迷信指诚心敬神，神便得知，不必有过多的供奉和礼拜。今多比喻对人敬重，重在心意，不必送礼或一再表白,sincere intentions are enough
74857,54344,1,,《礼记·大学》：“富润屋，德润身，心广体胖。”原意是胸襟宽阔，身体也就安泰舒适。现在多指心中无忧无虑，因而身体健壮,carefree and contented
74858,54345,1,名词,装有鼓风装置的冶炼炉，用来冶炼有色金属；也指冶炼炉的鼓风装置,blast furnace
74859,54346,1,,安抚受苦受难的民众，讨伐罪恶的统治者,to console the people and punish tyrants
74860,54347,1,,珠算除法的一句口诀。意思是一被二除时，在算盘的横梁下去掉一，在横梁上添个五，表示商是零点五。借指双方平分,to go halves
74861,54348,1,,练武术,to practice martial arts
74862,54349,1,名词,连续多日的阴天,prolonged overcast weather
74863,54350,1,名词,表示感光材料感光快慢的数值,film speed
74864,54351,1,名词,一种精致、光滑的斜纹毛织品或棉织品，质地厚实耐磨，多染成藏青色或黑色，常用来做大衣和鞋面,venetian cloth
74865,54352,1,名词,贺寿的宴席,birthday banquet
74866,54353,1,动词,改口,to change one's statement
74867,54354,1,名词,寿材,coffin prepared before death
74868,54355,1,,经过了许多年月。形容时间很长,over many years
74869,54356,1,,旧时一种婚姻习俗，孩子还没有出生，双方的家长就为腹中的胎儿订立婚约,prenatal betrothal
74870,54357,1,,比喻取有余以补不足，使彼此均衡,to take from the rich to give to the poor
74871,54358,1,名词,牧童、牧人放牧时所吹的笛子,herdsman's flute
74872,54359,1,名词,比喻孤独的人,person left alone
74873,54359,2,名词,落尽了花叶的草木或没有叶子衬托的花朵,bare stem or flower
74874,54360,1,,【揭底】揭露内情,to expose secrets
74875,54361,1,名词,书面词语较多、语句呆板稚嫩、缺少生活气息的言语,bookish language
74876,54362,1,名词,假牙,Denture
74877,54363,1,名词,为表示感谢而送的钱物,Gratuity
74878,54364,1,名词,集体用餐时公用的筷子，用来把菜夹到碗碟内，而不送入嘴里,Serving chopsticks
