example_id,definition_id,example_sn,example_cn
25938,25921,1,骆驼在沙漠中行走｜骆驼的驼峰储存脂肪
25939,25922,1,这首诗的诗句很美｜他喜欢背诵诗句
25940,25923,1,两条铁轨互相平行｜这两条线是平行的
25941,25924,1,多种经济成分平行发展。
25942,25925,1,县级市和县是平行的｜平行单位
25943,25926,1,该文件平行于10个部委。
25944,25927,1,恐龙生活在远古时代｜孩子们喜欢恐龙玩具
25945,25928,1,公民享有政治权利｜选举权是重要的政治权利
25946,25929,1,变相涨价｜变相走私
25947,25930,1,千古流传｜千古罪人
25948,25931,1,"千古永别，令人悲痛｜花圈上写着""千古"""
25949,25932,1,水是必不可少的｜勤奋是成功必不可少的
25950,25933,1,世界正在走向多极｜多极社会
25951,25934,1,工商银行支行
25952,25935,1,秦朝末年，陈涉率先起事。
25953,25936,1,牛羊在牧场吃草｜这片牧场很辽阔
25954,25937,1,他在牧场工作｜这个牧场养了很多牛
25955,25938,1,他的眼珠很黑｜眼珠能转动
25956,25939,1,他带着娘子回家｜这是我娘子
25957,25940,1,这位娘子很贤惠｜娘子请留步
25958,25941,1,两条路由你抉择｜顽抗还是投降，必须马上抉择。
25959,25942,1,败坏社会风气｜败坏名誉
25960,25943,1,道德败坏
25961,25944,1,他是著名音乐家｜音乐家在演奏
25962,25945,1,难民营里住着难民｜他们在难民营生活
25963,25946,1,解放战争取得胜利｜解放战争时期
25964,25947,1,体改工作在进行｜推进体改很重要
25965,25948,1,经济走出了低谷
25966,25949,1,经济处于低谷｜走出人生低谷
25967,25950,1,城堡建在山顶｜这座城堡很古老
25968,25951,1,这栋楼房造价很高｜工程造价
25969,25952,1,疯牛病很可怕｜预防疯牛病传播
25970,25953,1,紧要任务｜紧要环节
25971,25954,1,三句话不离本行
25972,25955,1,他调动后还是干他的本行。
25973,25956,1,聘用管理人才
25974,25957,1,怀有善良愿望
25975,25958,1,到底是怎么回事，很难说。
25976,25959,1,事已至此，难说也要说。
25977,25960,1,单边行动
25978,25961,1,画了个单边边框｜单边线条很细
25979,25962,1,轻音乐好听｜唱得非常好听
25980,25963,1,好听的话未必中肯｜话是挺好听的，就是不照办。
25981,25964,1,这是家丑，传扬出去不好听。
25982,25965,1,心脏收缩时输出血液。
25983,25966,1,收缩战线
25984,25967,1,这药需要口服｜口服药很方便
25985,25968,1,口服心不服
25986,25969,1,抚摸着白鸽光滑的羽毛。
25987,25970,1,这个地名很特别｜地名要记清楚
25988,25971,1,寺庙长老在讲经｜拜见长老
25989,25972,1,他是教会长老｜长老协助牧师
25990,25973,1,村中长老德高望重｜请教长老意见
25991,25974,1,要增强工作的责任心和紧迫感。
25992,25975,1,实现从人力密集型向技术密集型转变。
25993,25976,1,欢迎各位来宾｜来宾请签到
