example_id,definition_id,example_sn,example_cn
64175,64154,1,听到好消息，他顿时开颜。｜胜利的消息让众人开颜。
64176,64155,1,这笔账我们已经两清了。｜买卖双方钱货两清。
64177,64156,1,他擅长赏鉴古代书画。｜请专家赏鉴这件瓷器。
64178,64157,1,他虽然没有后嗣，但在敬老院里一样活得舒坦。
64179,64158,1,坑骗无知少女｜他被不法分子坑骗了。
64180,64159,1,秤杆上的刻度很清晰。｜他用秤杆称了重量。
64181,64160,1,这套房子的租价很合理。｜租价上涨了不少。
64182,64161,1,锋芒毕露，树敌过多｜自以为是，到处树敌。
64183,64162,1,纸型用于制作铅版。｜印刷厂需要纸型。
64184,64163,1,粉黛云集
64185,64164,1,薄施粉黛
64186,64165,1,我敢打保票他会来。｜他为我打了保票。
64187,64166,1,她打扮得怪模怪样的，不像个正派人。
64188,64167,1,新婚燕尔，他们很幸福。｜祝你们新婚燕尔快乐。
64189,64168,1,我只知道一鳞半爪。｜故事只剩一鳞半爪。
64190,64169,1,他在比赛中初露头角。｜这位新人初露头角。
64191,64170,1,为富不仁者遭人唾弃。｜他为人为富不仁。
64192,64171,1,她总是搔首弄姿。｜搔首弄姿的样子很做作。
64193,64172,1,我们非亲非故。｜他们非亲非故却相助。
64194,64173,1,穷则思变，他努力创业。｜困境中他穷则思变。
64195,64174,1,他面有难色地拒绝了。｜面对请求，他面有难色。
64196,64175,1,他借刀杀人害了对手。｜这招是借刀杀人。
64197,64176,1,这两个概念相反相成。｜它们的关系相反相成。
64198,64177,1,他的分析鞭辟入里。｜评论写得鞭辟入里。
64199,64178,1,他住在深宅大院里。｜深宅大院很气派。
64200,64179,1,家慈身体很好。｜请问家慈在家吗？
64201,64180,1,他为父亲戴孝。｜戴孝期间他很悲伤。
64202,64181,1,粪肥用于农田。｜农民使用粪肥。
64203,64182,1,她被迫卖笑为生。｜卖笑生涯很艰辛。
64204,64183,1,他视力远视。｜远视让他看近模糊。
64205,64184,1,极目远视
64206,64185,1,远视达观
64207,64186,1,秋汛导致河水上涨。｜今年秋汛很严重。
64208,64187,1,这点屁事还兴师动众!
64209,64188,1,他爱怎么干就怎么干，关我屁事。
64210,64189,1,买彩票发了洋财
64211,64190,1,打入国际市场发洋财。
64212,64191,1,公园里种了很多侧柏｜侧柏的叶子可以做药材
64213,64192,1,用硬纸板做盒子。｜硬纸板很结实。
64214,64193,1,众人拥立新王。｜他们拥立了领袖。
64215,64194,1,地垄上种了蔬菜。｜农民整理地垄。
64216,64195,1,菩萨救苦救难。｜他立志救苦救难。
64217,64196,1,光读书，不接触社会，就很容易沾染上学究气。
64218,64197,1,他经常逃课。｜逃课会被处罚。
64219,64198,1,他昏头昏脑地走错了。｜忙得昏头昏脑。
64220,64199,1,神明庇佑众生。｜祈求上天庇佑。
64221,64200,1,石斑鱼味道鲜美。｜海里有很多石斑鱼。
64222,64201,1,他胆魄过人。｜做事需要胆魄。
64223,64202,1,农民在夏种。｜夏种时节很忙。
64224,64203,1,恶心干呕
64225,64204,1,这里曾是文化沙漠。｜城市不是文化沙漠。
64226,64205,1,笔势遒劲流畅
64227,64206,1,那首诗笔势豪迈
64228,64207,1,你哪天走任便
64229,64208,1,草菅人命是犯罪。｜暴君草菅人命。
64230,64209,1,后视镜很重要。｜司机看后视镜。
64231,64210,1,邮袋装满了信。｜他用邮袋送邮件。
64232,64211,1,姜黄是一种香料。｜姜黄根可入药。
64233,64212,1,面色姜黄，看似有病。
64234,64213,1,月球上有环形山。｜环形山很壮观。
64235,64214,1,电火花很危险。｜机器产生电火花。
64236,64215,1,途程遥远｜生命的途程
64237,64216,1,丸药便于服用。｜他吃了丸药。
64238,64217,1,减震器坏了。｜车需要换减震器。
64239,64218,1,古今贤哲
64240,64219,1,乳糖在牛奶中。｜乳糖不耐受常见。
64241,64220,1,他用镐头挖地。｜镐头很锋利。
