example_id,definition_id,example_sn,example_cn
45889,45872,1,蔗糖是常见的甜味剂｜甘蔗中含有丰富的蔗糖
45890,45873,1,这种蔗糖是用甘蔗汁熬制的｜传统蔗糖制作工艺很复杂
45891,45874,1,脑部缺血
45892,45875,1,圆锥体
45893,45876,1,球在空中划了一道弧线。
45894,45877,1,他用力敲响了铜锣｜庙会上的铜锣声音很响亮
45895,45878,1,你别在这里胡扯了｜他总爱胡扯些没影的事
45896,45879,1,港口布设了多枚水雷｜这艘船不小心触发了水雷
45897,45880,1,通过精密计算，能预知一千年内日食、月食的准确时刻。
45898,45881,1,蚕豆炒肉很美味｜田里的蚕豆长势很好
45899,45882,1,婴儿的肚脐需要细心护理｜他不小心抓伤了肚脐
45900,45883,1,继承先烈遗志
45901,45884,1,喝茶比喝汽水解渴｜专家深入浅出的报告真解渴。
45902,45885,1,角色换位
45903,45886,1,初冬这场普降的大雪的确是个好兆头｜这可不是好兆头
45904,45887,1,这艘班轮每周往返一次｜我乘坐班轮去上海
45905,45888,1,大管的音色很低沉｜乐团需要一位大管演奏者
45906,45889,1,劈柴看纹理，讲话凭道理。
45907,45890,1,他最近出现了阴虚症状｜中医说他需要调理阴虚
45908,45891,1,保温杯散热慢些｜散热器
45909,45892,1,抒写历史新篇章
45910,45893,1,办洋务｜洋务学堂｜洋务运动
45911,45894,1,大院里有六七户住家。
45912,45895,1,他在城里住家
45913,45896,1,老师夸赞他进步很快｜大家都夸赞她的厨艺
45914,45897,1,法警维持着法庭秩序｜两名法警押解着犯人
45915,45898,1,世界各国向受灾国驰电慰问。
45916,45899,1,鲜亮的红色｜小姑娘打扮得挺鲜亮。
45917,45900,1,冬至要吃饺子｜明天就是冬至了
45918,45901,1,不了解上情｜上情下达
45919,45902,1,情缘难续
45920,45903,1,他当时正在读预科｜预科生
45921,45904,1,告慰英灵｜愧对先烈在天的英灵。
45922,45905,1,他心血来潮想去旅行｜我心血来潮买了这本书
45923,45906,1,这部电影雅俗共赏｜他的作品能做到雅俗共赏
45924,45907,1,他们相信这是命中注定｜缘分真是命中注定
45925,45908,1,制黄、贩黄分子难逃法网。
45926,45909,1,选聘教师
45927,45910,1,山脚下有个寨子｜这个寨子很古老
45928,45911,1,寨子的围墙很坚固｜他们加固了寨子的防御
45929,45912,1,拉闸限电
45930,45913,1,今年是平年｜平年二月只有28天
45931,45914,1,今年是个平年｜平年的收成还算可以
45932,45915,1,歌声戛然而止
45933,45916,1,促销活动戛然而止。
45934,45917,1,戛然长鸣
45935,45918,1,他鬼鬼祟祟地溜走了｜那人行为鬼鬼祟祟的
45936,45919,1,路中间有绿化带｜绿化带里种满了花草
45937,45920,1,他是一名志愿兵｜志愿兵服役期较长
45938,45921,1,清蒸黄鱼很鲜美｜今天买了条新鲜黄鱼
45939,45922,1,桥墩是用混凝土建的｜洪水冲垮了桥墩
45940,45923,1,这朵花很娇艳｜她穿着娇艳的裙子
45941,45924,1,健步登山｜健步如飞
45942,45925,1,天边出现彩霞｜彩霞映红了天空
45943,45926,1,演播新节目｜首次演播，获得成功。
45944,45927,1,悬崖绝壁
45945,45928,1,网络带宽不够｜需要增加带宽
45946,45929,1,牛虻叮咬了牛｜小心被牛虻咬到
45947,45930,1,小麦适宜旱作
45948,45931,1,这里主要种植旱作｜旱作农业很重要
45949,45932,1,这个工艺流程很复杂｜需要优化工艺流程
45950,45933,1,这里岩溶地貌发达｜岩溶景观很奇特
