example_id,definition_id,example_sn,example_cn
57672,57653,1,金属具有良好的导热性能｜这种材料导热性很差
57673,57654,1,听到这个好消息，他喜不自禁｜看到孩子获奖，妈妈喜不自禁
57674,57655,1,战士们从抗洪前线归来，一个个黑瘦黑瘦的。
57675,57656,1,乌梅可以泡水喝｜中药方里常加入乌梅
57676,57657,1,他们表演的对口相声很精彩｜这场对口相声逗得观众大笑
57677,57658,1,帮助老人是理所应当的｜子女赡养父母理所应当
57678,57659,1,现代人普遍选择晚育｜政策鼓励适龄晚育
57679,57660,1,公休日
57680,57661,1,累得呼哧呼哧直喘气。
57681,57662,1,徒有皮囊，毫无人性。
57682,57663,1,自行车停在车棚里｜新建的车棚很宽敞
57683,57664,1,戒除陋习
57684,57665,1,这件文物他整整保藏了40年。
57685,57666,1,洞房里的花烛彻夜不熄｜传统婚礼要点花烛
57686,57667,1,你的做法与目标南辕北辙｜想法和行动南辕北辙
57687,57668,1,人类属于高等动物｜哺乳动物是高等动物
57688,57669,1,这件事说来话长｜关于他的经历说来话长
57689,57670,1,不必在意这些细枝末节｜他总关注细枝末节
57690,57671,1,他是个正儿八经的医生｜正儿八经地谈事情
57691,57672,1,用扳手拧紧螺丝｜工具箱里有把扳手
57692,57673,1,阀门上的扳手坏了｜这个扳手很好用
57693,57674,1,他擅长纵横捭阖的外交手段｜纵横捭阖的政治策略
57694,57675,1,车上坐的都是女眷。
57695,57676,1,这条项链是足金打造的｜足金首饰很保值
57696,57677,1,上唇有些干裂｜他的上唇很薄
57697,57678,1,军队在峡谷设伏｜警方设伏抓捕罪犯
57698,57679,1,公司内部明争暗斗｜他们明争暗斗多年
57699,57680,1,山上的雪景很美｜拍摄冬日雪景
57700,57681,1,防暑费｜防暑措施
57701,57682,1,退休后在家闲居｜他闲居多年
57702,57683,1,敌人闻风丧胆｜将军威名令敌闻风丧胆
57703,57684,1,戕害身心
57704,57685,1,新店开始试营业｜试营业期间有优惠
57705,57686,1,砚台里磨好了墨｜这块砚台很珍贵
57706,57687,1,张大夫今天挂牌开诊。
57707,57688,1,他是当地有名的写家｜这位写家书法很好
57708,57689,1,原油价格持续爬升。
57709,57690,1,飞机在继续爬升｜垂直爬升
57710,57691,1,他爬升得很快
57711,57692,1,她戴着漂亮的丝巾｜这条丝巾很柔软
57712,57693,1,屋顶装有风向标｜风向标指示北风
57713,57694,1,躲进蜗居，以书为伴。
57714,57695,1,蜗居于斗室
57715,57696,1,老人锻炼后仿佛返老还童｜传说仙丹能返老还童
57716,57697,1,钢琴琴键很光滑｜轻触琴键发出声音
57717,57698,1,收徒传艺
57718,57699,1,他义正词严地驳斥谬论｜这番话说得义正词严
57719,57700,1,地图比例尺是一比一万｜注意查看比例尺
57720,57701,1,用比例尺画直线｜三棱比例尺很实用
57721,57702,1,他险些遭杀身之祸｜这句话惹来杀身之祸
57722,57703,1,军民血肉相连｜我们血肉相连不可分
57723,57704,1,夕阳返照｜回光返照
57724,57705,1,这个竹器很精致｜竹器工艺品很受欢迎
57725,57706,1,他说话总是转弯抹角｜小巷转弯抹角很难走
57726,57707,1,面目姣好
57727,57708,1,他想跟我套近乎｜别跟陌生人套近乎
57728,57709,1,这群乌合之众很快散去｜他们不过是乌合之众
57729,57710,1,他阳奉阴违很不诚实｜反对阳奉阴违的行为
57730,57711,1,妈妈一个劲儿地使眼色，让他别说。
57731,57712,1,他的演讲很煽情
