example_id,definition_id,example_sn,example_cn
74797,74776,1,吐穗扬花
74798,74777,1,蒜黄炒鸡蛋很美味｜蒜黄是冬季常见蔬菜
74799,74778,1,向亲友乞援
74800,74779,1,工作累次失误
74801,74780,1,这家书店提供邮售服务｜他通过邮售购买了很多书籍
74802,74781,1,把工程发付给信誉好的公司承办｜工资每月发付一次
74803,74782,1,感冒挺重，说话声音都发哑了。
74804,74783,1,我的优盘存了很多资料｜请把文件拷到优盘里
74805,74784,1,音乐会上有段精彩的联奏｜这首联奏由五种乐器完成
74806,74785,1,混得厮熟
74807,74786,1,今晚二班巡哨
74808,74787,1,群起奋击
74809,74788,1,喝鲫鱼汤催奶
74810,74789,1,先生枉驾光临，深感荣幸。
74811,74790,1,水壶里积了厚厚的水锈｜水锈会影响热水器效率
74812,74791,1,茶杯上有明显的水锈｜水锈很难彻底清除
74813,74792,1,他有隐疾不愿告诉别人｜这种隐疾需要及时治疗
74814,74793,1,这个部门总是拉后腿｜不能因为个人原因拉后腿
74815,74794,1,她总是被家庭拉后腿
74816,74795,1,买张月台票送朋友｜月台票已停止发售
74817,74796,1,敌军被团团围击｜他们遭到猛烈围击
74818,74797,1,他请了三天丧假｜丧假一般不超过七天
74819,74798,1,这片小叶杨长势很好｜小叶杨是很好的造纸原料
74820,74799,1,他详细敷陈了观点｜文章敷陈了历史背景
74821,74800,1,我经常帮他跑腿儿｜跑腿儿能赚些零花钱
74822,74801,1,潜踪匿迹
74823,74802,1,时代进步了，思想也要转弯子。
74824,74803,1,你就直接说吧，不要转弯子了。
74825,74804,1,浮词虚语｜改削浮词，直书其事。
74826,74805,1,他俩总爱斗心眼儿｜职场中少斗心眼儿
74827,74806,1,这座阴宅风水很好｜阴宅需要定期修缮
74828,74807,1,他这是现世报｜作恶多端终得现世报
74829,74808,1,搞错了你还笑，看你这傻劲儿。
74830,74809,1,不要光靠傻劲儿，得动脑子。
74831,74810,1,他总爱端架子｜领导从不端架子
74832,74811,1,别穿得像个土老帽儿｜他说话像个土老帽儿
74833,74812,1,我大伯子很照顾我｜大伯子比他大五岁
74834,74813,1,青麻可以制作绳索｜这片地里种着青麻
74835,74814,1,他就像个跟屁虫｜别总当别人的跟屁虫
74836,74815,1,大家对他啧啧称羡｜他的成就令人啧啧称羡
74837,74816,1,他见财起意偷了钱包｜不能见财起意做坏事
74838,74817,1,饭勺放在厨房｜请用饭勺盛饭
74839,74818,1,他后脑勺儿很圆｜碰到后脑勺儿了
74840,74819,1,他是个实心眼儿，有什么说什么。
74841,74820,1,他是个实心眼儿的人。
74842,74821,1,他独自向隅而泣｜失败后向隅而泣
74843,74822,1,衬衫上有汗斑｜汗斑很难洗干净
74844,74823,1,这个盔头很精美｜演员戴着华丽的盔头
74845,74824,1,你这是螳臂当车｜螳臂当车不自量力
74846,74825,1,他的表现不孚众望｜这个决定不孚众望
74847,74826,1,诬告者被反坐定罪｜古代法律有反坐规定
74848,74827,1,艺术团的表演倾动了全城。
74849,74828,1,他贪天之功据为己有｜不能贪天之功
74850,74829,1,识破他的鬼蜮伎俩｜这些鬼蜮伎俩很阴险
74851,74830,1,欣逢寿诞，特来称贺。
74852,74831,1,门上装了暗锁｜暗锁比较安全
74853,74832,1,他偷天换日篡改账本｜这是偷天换日的把戏
74854,74833,1,孩子们吹着柳笛｜柳笛声音很清脆
74855,74834,1,节日里悬灯结彩｜大厅悬灯结彩很热闹
74856,74835,1,记者有闻必录｜他有闻必录的习惯
74857,74836,1,他在比赛中坠马｜将军坠马受伤
74858,74837,1,她向天祝告｜在庙里祝告祈福
74859,74838,1,这能带来实益｜追求实际实益
74860,74839,1,他萧规曹随很稳妥｜新领导萧规曹随
74861,74840,1,遣使贡奉
74862,74841,1,走便路省时间
74863,74842,1,他总爱打小算盘｜不能只顾打小算盘
74864,74843,1,减号表示减法｜别忘了写减号
74865,74844,1,这是水中捞月白费力｜水中捞月一场空
74866,74845,1,机器需要更换牙轮｜牙轮磨损严重
74867,74846,1,现场沸反盈天｜市场里沸反盈天
74868,74847,1,他委决不下很犹豫｜这件事委决不下
74869,74848,1,应该以诚待人，不要耍心眼儿。
74870,74849,1,我们不咎既往｜领导不咎既往
74871,74850,1,黑板擦不见了｜用黑板擦擦黑板
74872,74851,1,齐心赴敌
74873,74852,1,他和光同尘很低调｜处世和光同尘
74874,74853,1,打针在肘窝进行｜肘窝部位很敏感
74875,74854,1,她打扮得妖里妖气｜妖里妖气的样子
74876,74855,1,医生写了脉案｜脉案记录很详细
74877,74856,1,心到神知重在诚意｜送礼不必心到神知
74878,74857,1,他心广体胖很健康｜退休后心广体胖
74879,74858,1,鼓风炉正在工作｜新建了鼓风炉
74880,74859,1,起义军吊民伐罪｜吊民伐罪正义之举
74881,74860,1,我们二一添作五平分｜利润二一添作五
74882,74861,1,早年跟师傅打把式卖艺。
74883,74862,1,这是连阴天｜连阴天让人郁闷
74884,74863,1,调整相机感光度｜感光度设置太高
74885,74864,1,这件直贡呢大衣很暖和｜直贡呢质地厚实
74886,74865,1,举办隆重的寿筵｜寿筵来了很多客人
74887,74866,1,他马上改嘴了｜发现说错就改嘴
74888,74867,1,准备了上等寿木｜寿木已经做好
74889,74868,1,积年累月才完成｜积年累月的研究
74890,74869,1,他们指腹为婚｜指腹为婚的习俗
74891,74870,1,抽肥补瘦均衡发展｜需要抽肥补瘦
74892,74871,1,牧笛声很悠扬｜吹着牧笛放羊
74893,74872,1,这里只有我光杆儿一人了。
74894,74873,1,光杆儿牡丹
74895,74874,1,他喜欢揭老底
74896,74875,1,深入群众，克服学生腔。
74897,74876,1,他戴了义齿｜义齿需要保养
74898,74877,1,送上谢仪表心意｜谢仪已经收到
74899,74878,1,请使用公筷｜公筷很卫生
74900,74879,1,疏狂不羁
74901,74880,1,别叫我穷骨头｜穷骨头也要有志气
74902,74881,1,国富民安是理想｜实现国富民安
74903,74882,1,攘夺权柄
74904,74883,1,评价要实事求是，不要滥施褒词。
74905,74884,1,这是褒词｜多用褒词鼓励
74906,74885,1,弘扬遗业
74907,74886,1,继承父亲遗业｜遗业经营很好
74908,74887,1,他总赔小心｜对领导赔小心
74909,74888,1,大家叽叽嘎嘎地又说又笑。
74910,74889,1,修建风火墙防火｜风火墙很有效
74911,74890,1,炒股票赔了老本儿。
74912,74891,1,吃老本儿
74913,74892,1,这小伙子蔫头耷脑的，恐怕有不痛快的事吧?
74914,74893,1,这个姑娘挺媚气的。
74915,74894,1,治装远行
74916,74895,1,察勘地形
74917,74896,1,杜绝了点卯应景的消极现象。
74918,74897,1,麦糠可以喂牲口｜麦糠用处很多
74919,74898,1,这事很费手脚｜费手脚也要做
74920,74899,1,皱痕累累
74921,74900,1,灾民吃观音土｜观音土不能多吃
74922,74901,1,他今天真邪门儿，一会儿哭，一会儿笑。
74923,74902,1,用钉锤钉钉子｜钉锤很实用
74924,74903,1,相声演员抖包袱｜抖包袱引人大笑
74925,74904,1,柿霜可以入药｜柿霜很甜
74926,74905,1,穿运动袜跑步｜运动袜很舒适
74927,74906,1,豆腐用凝固剂｜凝固剂很重要
74928,74907,1,肉馅儿包子
74929,74908,1,用力叩打铁门
74930,74909,1,设下绊马索｜绊马索很有效
74931,74910,1,他总唱白脸｜一个唱白脸一个唱红脸
74932,74911,1,用电烤炉烤肉｜电烤炉很方便
74933,74912,1,他长着八字眉｜八字眉很特别
74934,74913,1,工地上堆放着大量熟石灰。｜熟石灰常用于消毒杀菌。
74935,74914,1,牙缸在洗手间｜新买的牙缸
74936,74915,1,穿上卫生衣｜卫生衣很暖和
74937,74916,1,体弱多病，干不了重活儿。
74938,74917,1,看计程表读数｜计程表坏了
74939,74918,1,他是上中农｜上中农生活较好
74940,74919,1,学会前滚翻｜前滚翻是基础动作
74941,74920,1,在签到簿签名｜签到簿在这里
74942,74921,1,穿连裆裤的孩子｜连裆裤更保暖
74943,74922,1,别总吊胃口，快告诉我答案｜这部电影预告片很会吊胃口
74944,74923,1,他这人够交情，有事真帮忙｜咱俩这交情够交情了吧
74945,74924,1,他俩无话不谈，真是够交情。
74946,74925,1,这件蝙蝠衫穿起来很舒适｜八十年代流行穿蝙蝠衫
74947,74926,1,这篇文章不要按常套来写。
74948,74927,1,草丛里有只四脚蛇｜孩子捉到一只四脚蛇
74949,74928,1,当地讳忌说“死”字｜老人多有讳忌
74950,74929,1,这件毛衣是马海毛的｜马海毛围巾很暖和
74951,74930,1,她买了团马海毛织围巾｜这件马海毛毛衣不扎皮肤
