rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
60001,1,敬称,jìngchēng,,,动,尊敬地称呼,古人敬称梅、兰、竹、菊为“四君子”。
60001,2,敬称,jìngchēng,,,名,尊敬的称呼,“孔子”是对孔丘的敬称。
60002,1,出摊儿,chūtānr,,,动,摆出摊 儿 卖货 天刚亮就 出摊儿,
60003,1,宠辱不惊,chǒngrǔ-bùjīng,,,,无论得宠还是受辱都不动心。形容把得失置之度外,
60005,1,闲空,xiánkòng,,,名,空闲时间,每天忙得一点儿闲空都没有｜有了闲空，咱们去看场电影。
60007,1,寒来暑往,hánlái-shǔwǎng,,,,热天已去，冷天到来。指四季更替，岁月流逝,
60010,1,采蜜,cǎimì,,,动,蜜蜂采集花蜜,
60010,2,采蜜,cǎimì,,,动,从蜜蜂蜂巢里采集蜂蜜,
60012,1,不虞,bùyú,,,动,没有料想到,不虞之誉｜不虞中途遇雨，耽误归期。
60012,2,不虞,bùyú,,,名,没有料想到的事情,有备无患，以防不虞。
60013,1,完全小学,wánquán xiǎoxué,,,,指设置有一至六各个年级的小学。简称完小,
60015,1,有色眼镜,yǒusè yǎnjìng,,,,比喻看问题时的成见或偏见,戴着有色眼镜看人，不可能看得正确。
60019,1,洞天福地,dòngtiān-fúdì,,,,道教指神仙居住的地方；泛指非常清幽的名山胜地,
60020,1,王水,wángshuǐ,,,名,一份浓硝酸和三份浓盐酸的混合液。腐蚀性极强，可以溶解黄金等金属。冶金工业中用作溶剂,
60021,1,风压,fēngyā,,,名,风垂直作用于物体表面的压强。是建筑工程上需要掌握的数据,
60023,1,习尚,xíshàng,,,名,社会上流行的习惯和风尚,了解当地习尚
60025,1,好赖,hǎolài,,,名,好歹①,
60025,2,好赖,hǎolài,,,副,好歹③,
60025,3,好赖,hǎolài,,,副,好歹④,
60026,1,佯作,yángzuò,,,动,假装；装作,佯作不知
60030,1,招租,zhāozū,,,动,招人租用（房屋、设备等）,
60032,1,肺痨,fèiláo,,,名,中医指肺部虚损的慢性疾病（包括肺结核）,
60034,1,木梳,mùshū,,,名,木制梳子,
60035,1,靡靡,mǐmǐ,,,形,迟缓；柔弱,步履靡靡｜细雨靡靡
60035,2,靡靡,mǐmǐ,,,形,萎靡颓废；特指乐声萎靡颓废,靡靡情调｜靡靡之音
60037,1,单帮,dānbāng,,,名,指利用地区间差价，从事异地贩运以谋利的个体商贩。旧时因其未加入商业行帮，故称,跑单帮
60041,1,化学能,huàxuénéng,,,名,物质进行化学反应时放出的能量。如煤燃烧时放出的光和热,
60042,1,减缩,jiǎnsuō,,,动,减少、压缩,减缩编制
60043,1,冒失鬼,màoshiguǐ,,,名,言行轻率、莽撞的人,
60044,1,三角裤,sānjiǎokù,,,名,三角形的短内裤,
60045,1,护膝,hùxī,,,名,套在膝关节处，起保护作用的用品,
60046,1,打牙祭,dǎyájì,,,,原指每逢月初、月中吃一次肉食（牙祭：旧时店主、雇主向所雇用的人定期提供肉食）；现泛指偶尔吃一顿丰盛的饭菜,
60047,1,考区,kǎoqū,,,名,统一考试中，为便于管理而划分的区域,北京考区
60050,1,怒族,nùzú,,,名,我国少数民族之一。主要分布在云南,
60052,1,边角料,biānjiǎoliào,,,名,加工、制造物品剩下的零碎材料,利用做皮夹克的边角料做皮手套。
60053,1,西南非,xīnánfēi,,,名,指非洲西南部地区。包括喀麦隆、加蓬、刚果等国家和地区,
60054,1,双声,shuāngshēng,,,名,汉语语音学上指两个或几个字声母相同的现象。如气球（qìqiú）、崎岖（qíqū）、参差（cēncī）,
60055,1,奶娘,nǎiniáng,,,名,奶妈,
60058,1,微血管,wēixuèguǎn,,,名,毛细血管,
60061,1,逆光,nìguāng,,,动,通常指摄影时的一种用光方法，即摄影时让光线从被摄物体的背后向摄影镜头射来。这种方法可以较清晰地勾勒物体轮廓或更突出地表现透明体,
60064,1,航天服,hánɡtiānfú,,,名,宇航员穿的特制服装，由密闭服和密闭头盔等组成，可保持与地面相同的气压和氧气供应，保障宇航员的生命安全和工作能力,
60065,1,抗上,kàngshàng,,,动,对抗上级,斗胆抗上
60066,1,靛蓝,diànlán,,,名,一种深蓝色染料。用蓼蓝叶加工制成，现在也可用化学方法合成。通称蓝靛,
60067,1,光洁度,guāngjiédù,,,名,机器零件、工件表面光洁的程度,
60068,1,童便,tóngbiàn,,,名,中医指12岁以下健康男孩 儿 的尿，可以做药材,
60070,1,石羊,shíyáng,,,名,岩羊,
60071,1,线路图,xiànlùtú,,,名,用线条表示电子线路的平面示意图,
60072,1,闹饥荒,nàojīhuang,,,,比喻经济上发生困难,这阵子闹饥荒，你能不能借点儿钱给我?
60072,2,闹饥荒,nàojīhuāng,,,,指遭到严重灾荒，粮食歉收,
60073,1,绣花针,xiùhuāzhēn,,,名,绣花用的细针,
60074,1,救生员,jiùshēngyuán,,,名,从事救生工作的人员；特指在游泳场所抢救溺水者的专职人员,
60075,1,白眼珠,báiyǎnzhū,,,名,巩膜,
60076,1,焦心,jiāoxīn,,,形,心里着急,流血不止，令人焦心。
60078,1,水痘,shuǐdòu,,,名,病毒引起的急性传染病，患者多为儿童。症状为发烧，全身皮肤出现小红丘疹，二三日转为水疱，结痂而愈。病愈后终身免疫,
60079,1,妖孽,yāoniè,,,名,指妖魔鬼怪及一切怪异反常的事物,
60079,2,妖孽,yāoniè,,,名,比喻危害他人或社会的人,铲除害国害民的妖孽。
60080,1,耳朵眼儿,ěrduoyǎnr,,,名,外耳和内耳的通道,
60080,2,耳朵眼儿,ěrduoyǎnr,,,名,在耳垂上扎的小孔，可以佩戴耳饰,
60082,1,焊缝,hànfèng,,,动,把金属工件的缝隙焊接起来,
60082,2,焊缝,hànfèng,,,名,金属部件焊接的部位或焊接留下的痕迹,
60084,1,狮子舞,shīziwǔ,,,名,我国一种民间舞蹈，通常由两人同披一张假狮皮，一人舞狮头，一人舞狮尾。另一人扮武士，手持绣球逗引狮子,
60085,1,试读,shìdú,,,动,学生在取得正式学籍之前，先随班学习一段时间，供考查是否适应,
60086,1,初雪,chūxuě,,,名,入冬后第一次下的雪,
60088,1,雅静,yǎjìng,,,形,幽雅宁静,树木葱郁的小山庄，非常雅静。
60088,2,雅静,yǎjìng,,,形,文雅沉静,端庄雅静
60091,1,放话,fànghuà,,,动,有意发出话来（向人透露自己或集体内部的某些意向，以达到某种目的）,赛前他们队就放话要夺取冠军。
60093,1,阴离子,yīnlízǐ,,,名,负离子,
60097,1,消毒柜,xiāodúguì,,,名,利用电子设备产生高温杀灭细菌的柜形消毒器具,
60100,1,皮笑肉不笑,pí xiào ròu bù xiào,,,,形容勉强地或虚伪奸猾地笑,
60102,1,弄假成真,nòngjiǎ-chéngzhēn,,,,原本是作假，结果却变成了真的,他俩原在戏台上演夫妻，后来弄假成真，成了真夫妻。
60103,1,连阴雨,liányīnyǔ,,,名,连续多日不停的雨,
60104,1,凝缩,níngsuō,,,动,凝聚浓缩,这座古城凝缩着两千多年的历史。
60110,1,吊死鬼,diàosǐguǐ,,,名,迷信指上吊而死的人的鬼魂；也指上吊而死的人,
60114,1,感情投资,gǎnqíng tóuzī,,,,为了达到一定目的而投入金钱、时间、精力等与对方建立感情,
60114,2,感情投资,gǎnqíng tóuzī,,,,为了达到一定目的，与对方建立感情所投入的金钱、时间、精力等,
60115,1,父本,fùběn,,,名,参与杂交的动植物雄性个体,
60120,1,嗜欲,shìyù,,,名,指贪图身体官能方面种种享受的不良欲望,节制嗜欲
60121,1,二板市场,èrbǎn shìchǎng,,,,创业板市场。因在主板市场之外，故称（跟“主板市场”相区别）,
60125,1,旬刊,xúnkān,,,名,每10天出版1期的刊物,
60126,1,飞虹,fēihóng,,,名,虹,
60127,1,海狗,hǎigǒu,,,名,哺乳动物，毛紫褐色或深灰色，四肢短，像鳍，有蹼，尾短，生活在海洋中，能在陆上爬行,
60128,1,聚齐,jùqí,,,动,全体都到约定地方会合,全班同学明晨8点在北海后门聚齐。
60129,1,清盘,qīngpán,,,动,企业因破产、停业或其他原因不再继续经营时，依法清点和处理全部资产,破产清盘
60129,2,清盘,qīngpán,,,动,指清理电子计算机上的磁盘或清除其磁盘上的所有信息,
60134,1,小平头,xiǎopíngtóu,,,名,一种男式发型。顶部头发长一厘米左右，发顶稍平,
60138,1,肯綮,kěnqìng,,,名,筋骨结合处；比喻问题的关键、要害,切中肯綮
60140,1,视域,shìyù,,,名,视野,视域开阔
60142,1,一字一板,yīzì-yībǎn,,,,形容说话从容不迫，口齿清楚,
60147,1,衙内,yánèi,,,名,唐代指担任禁卫的官员，后多由官僚子弟充任，故泛指官僚子弟（多含贬义）,
60150,1,荐举,jiànjǔ,,,动,推荐,荐举他当校长
60151,1,竞答,jìngdá,,,动,竞相回答（问题）,四位嘉宾竞答节目主持人提出的问题。
60152,1,临时抱佛脚,línshí bào fójiǎo,,,,指平时不烧香，遇到危难时才求佛保佑。比喻事到临头才慌忙想办法应付,
60153,1,炉渣,lúzhā,,,名,煤燃烧后结成的焦渣,
60153,2,炉渣,lúzhā,,,名,冶炼金属过程中产生的渣滓。有的可用来制造水泥、化肥等,
60154,1,纤瘦,xiānshòu,,,形,纤细②,身材纤瘦
60155,1,成人之美,chéngrénzhīměi,,,,成全他人的好事；帮助他人实现良好的愿望,
60156,1,果酸,guǒsuān,,,名,有机酸，广布于植物体中，葡萄和梨内含量很多。具有促进消化和缓泻的功效，可供制药，也是工业用品,
60157,1,起承转合,qǐ-chéng-zhuǎn-hé,,,,指文章写作的一般章法。“起”是开始，“承”是承接上文加以申述，“转”是转折，从正面或反面进一步论证，“合”是结尾,
60158,1,红妆,hóngzhuāng,,,,现在一般写作“红装”,
60159,1,转托,zhuǎntuō,,,动,把别人托自己办的事再托付给另外的人去办,你托我的事我已转托老张办理。
60160,1,塑钢,sùgāng,,,名,用来制作门窗等的一种材料，按照设计要求把槽形钢材嵌在里面作骨架，外面用聚氯乙烯、树脂等原料并添加适当的助剂，挤压成型,
60163,1,锚链,máoliàn,,,名,连接锚和船身的铁链,
60166,1,烦言,fányán,,,名,气愤的话；不满的话,啧有烦言
60171,1,时疫,shíyì,,,名,某一季节流行的传染病,时疫蔓延
60172,1,氨水,ānshuǐ,,,名,氨的水溶液，有强烈的刺激性气味，易挥发，是速效氮肥，低浓度的可作外用药,
60173,1,挑肥拣瘦,tiāoféi-jiǎnshòu,,,,指挑来挑去，一味挑对自己有利的（含贬义）,
60174,1,右行,yòuxíng,,,动,向右边行走,出门右行几步就是。
60174,2,右行,yòuxíng,,,动,靠右边行走,车辆右行
60177,1,壁毯,bìtǎn,,,名,毛织壁挂,
60178,1,镂刻,lòukè,,,动,雕刻；比喻深深地记住,镂刻玉石｜父亲的教诲镂刻在他的脑海里。
60180,1,涡旋,wōxuán,,,名,气象学上指空气旋转流动而形成的螺旋形气流,
60181,1,罐头盒,guàntouhé,,,名,装罐头食品或饮料的金属罐 儿,
60184,1,卡带,kǎdài,,,名,盒带,录音卡带
60184,2,卡带,qiǎdài,,,动,录音机、录像机等发生故障，卡住录音带、录像带而不能运转,
60185,1,苇席,wěixí,,,名,用苇茎篾片编成的席子。通称芦席,
60186,1,上蜡,shànglà,,,动,（在物体上）涂蜡，使光滑,地板该上蜡了
60187,1,公议,gōngyì,,,动,大家共同商议,同行公议
60188,1,示例,shìlì,,,动,举出具体例证作为示范,
60188,2,示例,shìlì,,,名,具有示范作用的例证,
60189,1,谦词,qiāncí,,,名,专门用来表示谦虚的词语。如“谬奖” “过誉” “岂敢岂敢”等,
60191,1,枣泥,zǎoní,,,名,煮熟的枣 儿 除去皮、核捣成的泥状物，可做馅 儿 枣泥 馅 儿 点心,
60194,1,做秀,zuòxiù,,,,现在一般写作“作秀”,
60196,1,愧悔,kuìhuǐ,,,动,因感到惭愧而后悔,万分愧悔
60198,1,幽魂,yōuhún,,,名,幽灵,
60199,1,槽子,cáozi,,,名,槽,
60201,1,弊害,bìhài,,,名,弊病；害处,消除弊害
60204,1,测速,cèsù,,,动,测量流体流动或固体运行的速度,
60205,1,白润,báirùn,,,形,（皮肤）白净、细腻而有光泽,白润的肌肤
60208,1,柴刀,cháidāo,,,名,砍柴用的刀,
60209,1,客舍,kèshè,,,名,供旅客居住的房屋,客舍青青柳色新
60210,1,鸡雏,jīchú,,,名,小鸡；雏鸡,
60211,1,回航,huíháng,,,动,返航,
60212,1,默记,mòjì,,,动,默默地记住,默记在心
60213,1,糨糊,jiànghu,,,名,用面粉等制成的用来粘贴纸张、布等的糊状物,
60214,1,添色,tiānsè,,,动,增色；使更精彩,引用一句恰当的名言，给文章添色不少。
60215,1,橛子,juézi,,,名,短小的木桩,在路基上钉几根橛子作为测量标志。
60216,1,佛珠,fózhū,,,名,佛教徒念诵经文时用以计数的串珠。多用香木制成，也有用玛瑙、玉石等制成的,
60219,1,藕粉,ǒufěn,,,名,用藕制成的淀粉。可供食用,
60220,1,挪步,nuóbù,,,动,移动脚步,一直站着没挪步
60221,1,鸣哨,míngshào,,,动,吹响哨子；借指赛事开始,全国女足锦标赛已于昨日下午鸣哨。
60222,1,墨线,mòxiàn,,,名,从墨斗里沾上墨汁的线,
60222,2,墨线,mòxiàn,,,名,用墨线打出的直线,
60223,1,乡谊,xiāngyì,,,名,同乡的情谊,乡谊亲情
60226,1,恶搞,ègǎo,,,动,恶作剧地搞笑,恶搞的手法｜恶搞贺岁片
60228,1,入梅,rùméi,,,动,进入黄梅季节,
60229,1,记认,jìrèn,,,动,辨认并记住,他的字很好记认
60230,1,应诊,yìngzhěn,,,动,接诊,
60230,2,应诊,yìngzhěn,,,动,接受诊疗,每天前来应诊的病人超过百名。
60233,1,谢忱,xièchén,,,名,感谢的心意,深表谢忱
60235,1,看跌,kàndiē,,,动,预料（行情）有下降的趋势（跟“看涨”相对）,行情看跌｜股票看跌
60236,1,苦境,kǔjìng,,,名,艰难困苦的处境,
