rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
50225,1,套语,tàoyǔ,,,名,【【套话】现成的、可到处套用的空话,
50340,1,坯子,pīzi,,,名,【坯】用黏土、高岭土等原料加工成形，还没有入窑烧制的砖瓦、陶瓷等的半成品,砖坯子
50340,2,坯子,pīzi,,,名,【坯】泛指半成品,印章坯子｜钢印坯子
50399,2,松松垮垮,sōngsōng-kuǎkuǎ,,,形,【松懈】懈怠；懒散,这个人干事一向松松垮垮。
50411,1,小解,xiǎojiě,,,动,【小便】人排尿,
50537,1,映山红,yìngshānhóng,,,名,【杜鹃】常绿或落叶灌木，叶子卵圆形。花也叫杜鹃，多为红色，供观赏,
50838,1,吞服,tūnfú,,,动,【吞】不经咀嚼或细嚼，整个地往下咽（多指服药）,温开水吞服
50896,1,多一半,duōyībàn,,,数,【多半】半数以上；大半,
50942,2,脚力,jiǎolì,,,名,【脚夫】旧指搬运工人,
51008,1,蒿草,hāocǎo,,,名,【蒿】二年或多年生草本植物，叶子羽状分裂，花小，带有某种特殊气味。常见的有茼蒿、蒌蒿、青蒿、艾蒿等。有的嫩茎叶可以作蔬菜，有的可以驱蚊、做药材；泛指杂草,田园荒芜，蒿草丛生。
51071,1,落英,luòyīng,,,名,【落花】凋落的花瓣,餐秋菊之落英｜风雨过后，满地落英。
51130,1,罩子,zhàozi,,,名,【罩】指罩形的器物；也指某些遮在物体外面的东西,玻璃罩子｜拿罩子罩上
51176,1,闲言碎语,xiányán-suìyǔ,,,,【闲话】不负责任地议论他人是非的话,
51365,1,偶或,ǒuhuò,,,副,【偶尔】间或；有时候。表示某种情况发生的次数不是很多,
51378,2,法场,fǎchǎng,,,名,【道场】僧道诵经做法事的场所,
51653,1,清库,qīngkù,,,动,【清仓】清理查点仓库中所存的物资,年终清库核对
51826,1,弦子,xiánzi,,,名,【弦】乐器上用来发音的丝线或金属线；借指弦乐器,
51970,1,枝杈,zhīchà,,,名,【枝】植物主干上分出来的细杈,春分一过，树木的枝杈上就显出淡淡的绿意。
52212,2,雕凿,diāozáo,,,动,【雕琢】刻意地修饰（文章）,行文过于雕凿
52295,1,轻软,qīngruǎn,,,形,【轻柔】轻而柔软,
52474,1,羔子,gāozi,,,名,【羔】某些幼小的动物,羊羔子｜鹿羔子
52559,3,吊带,diàodài,,,名,【背带】搭在肩上吊住裤子或裙子的带子,
52612,2,鼓词,gǔcí,,,名,【大鼓】一种曲艺，流行于北方。用韵文演唱故事，穿插少量说白，用鼓、板、三弦等伴奏。如京韵大鼓、京东大鼓等；也指大鼓书的唱词,
52732,1,点种,diǎnzhòng,,,动,【点播】播种方法，按一定的行距、株距挖坑下种（跟“撒播”、“条播”相区别）,
52838,1,残生,cánshēng,,,名,【残年】人的晚年；一生最后的岁月（含悲凉的意味）,夫妻相依为命，共度残生。
52924,1,风致,fēngzhì,,,名,【风韵】指风度韵致（多用于女性）,风致洒脱
52950,1,正极,zhèngjí,,,名,【阳极】电池、蓄电池等直流电源中吸收电子，带正电的电极，常用符号“+”表示。干电池中间的炭精棒就是阳极,
53226,1,编列,biānliè,,,动,【编排】按照一定标准排列次序,编列成集｜生产流程已编列完毕，马上试运转。
53242,1,膀臂,bǎngbì,,,名,【臂膀】胳膊,
53278,1,后步,hòubù,,,名,【后路】借指说话、做事所留的回旋余地,给自己留点儿后步。
53350,2,利齿,lìchǐ,,,名,【利口】能说会道、口齿伶俐的嘴,
53400,1,投枪,tóuqiāng,,,名,【标枪】古代一种投掷武器，在长杆的一端装有枪头,
53458,1,鼓书,gǔshū,,,名,【大鼓】一种曲艺，流行于北方。用韵文演唱故事，穿插少量说白，用鼓、板、三弦等伴奏。如京韵大鼓、京东大鼓等,
53565,1,画匠,huàjiàng,,,名,【画工】以绘画为职业的工匠,
53840,2,浸渍,jìnzì,,,动,【浸染】比喻人处在某种环境中慢慢受到沾染,
53978,1,纳贡,nàgòng,,,动,【进贡】旧时藩属向宗主国或臣民向朝廷进献财物,
54182,1,稀巴烂,xībālàn,,,形,【稀烂】（东西）破碎得很严重,
54438,2,报账,bàozhàng,,,动,【报销】把公务开支的款项列出清单，附上必要的单据，报请财务主管部门审核销账,
54553,2,吞灭,tūnmiè,,,动,【吞没】淹没；罩住,夜幕吞灭了远近的山峦。
54561,1,发神经,fāshénjīng,,,,【发疯】对言行违反常情的夸张,
54652,1,本册,běncè,,,名,【本】书册；簿册,
54707,1,灶火,zàohuǒ,,,名,【灶】烧火做饭的设备,
54824,2,套曲,tàoqǔ,,,名,【套数】戏曲或散曲（小令除外）中，用多种曲调互相连贯、有首有尾、成为一套的曲子,
54828,2,缝线,féngxiàn,,,名,【缝合线】指外科手术中缝合伤口的专用线。如羊肠线,伤口愈合后尚留有缝线痕迹。
54856,1,岗子,gǎngzi,,,名,【岗】地势不高而较平的土石山；隆起的坡地,黄土岗子上全是树。
54856,2,岗子,gǎngzi,,,名,【岗】平面上凸起的长条形的东西,路面上有不少高低不平的岗子。
