rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
35179,3,水平线,shuǐpíngxiàn,,,名,【水平】在某一方面达到的高度,
35578,1,魂灵,húnlíng,,,名,【灵魂】迷信指附在人体上的一种非物质的东西，离开人体人即死亡，而它依然独立存在,
35789,2,傻气,shǎqì,,,名,【傻劲儿】愚笨、糊涂的样子,
35869,1,丑角,chǒujué,,,名,戏曲里的一个行当。扮演滑稽或反面人物，鼻梁上抹一块儿白粉，相貌丑陋而举止可笑。（也说小花脸、三花脸）,
35884,1,腰肢,yāozhī,,,名,【腰身】腰部,腰肢纤弱｜腰肢婀娜
35985,2,留驻,liúzhù,,,动,【留存】一直存在,留驻青春容光
36138,1,死讯,sǐxùn,,,名,【死信】人死亡的消息,
36171,1,雄居,xióngjū,,,动,【雄踞】比喻很有气势地占据某处或以绝对优势占有某种地位,
36240,2,小月,xiǎoyuè,,,动,【流产】妊娠不足七个月的胎儿，自然地或用人工方法使其从子宫排出。前者叫自然流产，后者叫人工流产,
36353,2,太阴,tàiyīn,,,名,【太岁】木星的古名。我国古代根据它围绕太阳公转的周期纪年。12年是1周。别称太阴的别称,
36710,2,进账,jìnzhàng,,,动,【收入】收进（款项）,
36710,3,进账,jìnzhàng,,,名,进项；【收入】收进的款项,他每月的进账都很多。
36918,1,石匠,shíjiang,,,名,【石工】从事这种工作的手艺人,
37001,1,拉面,lāmiàn,,,名,【抻面】抻成的面条,
37160,1,古筝,gǔzhēng,,,名,【筝】我国传统拨弦乐器，音箱为木制长方形，上面张弦，唐宋时有13根弦，现在增到25根,
37233,3,贞操,zhēncāo,,,,旧指女子坚守节操，不失身、不改嫁等。,
37255,1,前兆,qiánzhào,,,名,【预兆】事前显示出的某种迹象,月晕是刮风的前兆｜及时提供地质灾害前兆信息
37379,2,破落,pòluò,,,形,【破败】残缺破旧,破落的旧宅
37479,1,第一把手,dì-yībǎshǒu,,,,【一把手】单位或组织的第一负责人,
37632,1,绰约,chuòyuē,,,形,【绰】宽裕；富裕,丰姿绰约｜绰约多姿
37727,1,老茧,lǎojiǎn,,,名,【茧子】手掌和脚掌等部位因长期反复摩擦而生成的硬皮,
37954,1,掰开,bāikāi,,,动,【掰】用双手把东西分开或折断,掰开看看｜掰得开｜掰不开
38139,1,芋头,yùtou,,,名,【芋】多年生草本植物，叶子大，倒卵形，有长柄，地下块茎呈球形或椭圆形，供食用。通称芋头的通称,
38146,1,滴答,dīda,,,动,【滴】（液体）一点一点地落下,水龙头关不严，老滴答水。
38248,1,幕布,mùbù,,,名,【幕】悬挂着的大块绸、布等,
38279,2,高矮,gāo'ǎi,,,名,【高度】从下到上的距离；事物发展所达到的程度和水平,
38280,1,押韵,yāyùn,,,动,诗词歌赋中，某些句子的末字用韵母相同或相近的字，使音调和谐优美。,诗歌通常都要求押韵。
38288,1,品茗,pǐnmíng,,,动,【品茶】仔细品尝茶的味道；喝茶,
38448,1,按键,ànjiàn,,,名,【键】某些乐器、电子计算机、家用电器或其他机器上按动后使进入工作状态的部件,
38569,1,场院,chángyuàn,,,名,【场（cháng）】用于晒粮和脱粒的平坦的空地。,
38652,2,萌动,méngdòng,,,动,【萌发】比喻某种思想、意念或感情开始发生,
38680,1,捎带,shāodài,,,动,【附带】附加,回家捎带着买些菜回来。
38680,2,捎带,shāodài,,,副,【附带】顺便,捎带说明一下
38917,1,黄包车,huángbāochē,,,名,【人力车】特指一种人拉的车，有两个直径较大的橡胶车轮，车身前有两根长柄。主要用于载人,
39042,1,一多半,yīduōbàn,,,数,【多半】半数以上；大半,稿子已抄了一多半，快完了｜我们班一多半是男生。
39428,1,勉力,miǎnlì,,,动,【努力】尽量多地使出力气,勉力进取｜勉力而为
39534,2,陈说,chénshuō,,,名,【陈言】陈旧的言论,
39555,2,斋戒,zhāijiè,,,动,【封斋】伊斯兰教规定，成年穆斯林在伊斯兰教历每年九月白天不进饮食并禁止房事，称为封斋,
39643,1,电影片,diànyǐngpiàn,,,名,【拷贝】指制成的供发行和放映的影片成品,
39723,1,子爵,zǐjué,,,名,古代贵族五等爵位的第四等,
40000,1,欠账,qiànzhàng,,,动,【欠债】借别人钱财尚未归还；也比喻对人的承诺尚未兑现,
40000,2,欠账,qiànzhàng,,,名,【欠债】指所欠的债款或尚未兑现的承诺,
