rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
30006,1,弧线,húxiàn,,,名,【弧】圆周或曲线（如抛物线）上的任意一段,球在空中划了一道弧线。
30017,1,兆头,zhàotou,,,名,【预兆】事前显示出的某种迹象,初冬这场普降的大雪的确是个好兆头｜这可不是好兆头
30045,2,寨子,zhàizi,,,名,【寨】四周有栅栏或围墙的村子；村子,
30244,1,刀锋,dāofēng,,,名,【刀刃】刀上用来切削的锋利的一边,
30253,1,正路,zhènglù,,,名,【正道】正式通行的道路,
30296,1,内服,nèifú,,,动,【口服】把药物吃进去（跟“外敷”、“外用”相区别）,
30310,1,弹丸,dànwán,,,名,【弹】用弹弓弹（tán）射的小丸,
30668,1,合意,héyì,,,形,【合心】称心；符合心意,那么多服装她没有一件合意的。
30788,2,单线,dānxiàn,,,名,【单轨】只有一组轨道的运输线,很多铁路已由单线扩建成复线了。
30815,1,挂断,guàduàn,,,动,【挂】把听筒放回电话机上，使线路切断,他把电话挂断了
30987,1,确乎,quèhū,,,副,【确实】的确，表示肯定客观情况的真实性；的确,这个人确乎难缠｜他长得确乎像他哥哥。
31121,1,菜谱,càipǔ,,,名,【菜单】写有各种菜肴名称及价格的单子,
31531,1,巫婆,wūpó,,,名,【女巫】指旧时以装神弄鬼、搞迷信活动骗人为职业的妇女,
31579,1,零用,língyòng,,,动,【零花】零星地花费,
31579,2,零用,língyòng,,,名,【零花】〈口〉零花钱,
31674,1,耕田,gēngtián,,,动,【耕地】用犁翻地松土,
31674,3,耕田,gēngtián,,,名,【耕地】种植农作物的土地,山脚有耕田数亩
31872,1,洋车,yángchē,,,名,【人力车】特指一种人拉的车，有两个直径较大的橡胶车轮，车身前有两根长柄。主要用于载人。因由东洋（日本）传入，故称,
31898,2,巢穴,cháoxué,,,名,【巢】比喻盗匪或敌人盘踞的地方,捣毁土匪的巢穴
32080,2,碍事,àishì,,,形,【要紧】严重（多用于否定）,小孩子磕碰几下，不碍事。
