rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
65307,1,瓤子,rángzi,,,名,【瓤】瓜果皮里包裹种子的肉或瓣儿,
65307,2,瓤子,rángzi,,,名,【瓤】泛指皮或壳里包着的东西,
65539,1,锉刀,cuòdāo,,,名,【锉】钢制的手工打磨工具，用来对金属、竹木或皮革等的表面进行加工,
65653,1,芙蕖,fúqú,,,名,【莲】多年生水生草本植物，地下茎叫藕，白色，有节；叶子大而圆，叫荷叶；开淡红色或白色大花，有清香，可供观赏；籽实叫莲子。地下茎和籽实可以食用，藕节、莲子、荷叶可以做药材,
65755,2,挂花,guàhuā,,,动,【挂彩】指作战负伤流血,
65777,1,耳孔,ěrkǒng,,,名,【耳朵眼儿】外耳和内耳的通道,
65998,1,拖斗,tuōdǒu,,,名,【拖车】由汽车、拖拉机等牵引着行驶的车斗或车厢（常指小型、无棚的）,
66106,3,拨子,bōzi,,,,量【拨】量用于分批的人或物,那拨子人离开这里有两天了。
66132,1,咂舌,zāshé,,,动,【咂】用舌尖抵住上腭或牙龈突然发出吸气声，表示称赞、羡慕、惊讶、惋惜等。,价钱贵得令人咂舌。
66327,1,国防绿,guófánglǜ,,,形,【军绿】颜色接近于草绿的。因中国人民解放军陆军服是这类颜色的，故称,
66327,2,国防绿,guófánglǜ,,,名,【军绿】借指军服,
66749,1,当中间儿,dāngzhōngjiànr,,,名,【当中】正中间的位置,
66988,2,欢闹,huānnào,,,形,【喧闹】喧哗热闹,欢闹的说话声、喇叭声交织在一起。
67187,1,丢荒,diūhuāng,,,动,【抛荒】抛弃不再耕种，任土地荒芜,
67492,1,衬映,chènyìng,,,动,【映衬】映照衬托,
68025,1,恣情,zìqíng,,,动,【纵情】放纵自己的情感,恣情酒色
68025,2,恣情,zìqíng,,,副,【纵情】尽情,恣情狂欢
68305,1,手头紧,shǒutóujǐn,,,,【手紧】钱不够用,
68720,1,滚轴,gǔnzhóu,,,名,【轴】贯穿在车轮中间承受车身重量的柱形部件；泛指机械中圆柱形的零件，其他转动的零件绕着它转动或随着它转动。,
68740,1,瞎掰,xiābāi,,,动,【瞎闹】没有成效地乱做,瞎掰的事儿别干
68970,1,扭摆,niǔbǎi,,,动,【扭】走路时身体摇摆,腰肢扭摆
69372,1,回拜,huíbài,,,动,【回访】在对方来访后去拜访对方,专程登门回拜
69551,1,私念,sīniàn,,,名,【私心】利己的念头,不存私念｜私念作祟
69636,1,保不定,bǎobudìng,,,副,【保不住】难免；说不定,
69675,1,掉色,diàoshǎi,,,动,【褪色】颜色由深变浅或脱落,这种料子不会掉色。
69711,1,失音,shīyīn,,,动,【失声】因声带或喉部病变引起的发音嘶哑或不能发音,
69729,1,沙果,shāguǒ,,,名,【花红】落叶小乔木，叶卵形或椭圆形，春夏之交开花，花粉红色。果实也叫花红，像苹果而小，黄色或红色,
69874,2,境域,jìngyù,,,名,【境界】事物所达到的程度或表现出的状况,达到理想的境域
