rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
60025,1,好赖,hǎolài,,,名,【好歹】好的和坏的,
60025,2,好赖,hǎolài,,,副,【好歹】将就；凑和,
60025,3,好赖,hǎolài,,,副,【好歹】无论如何；不管怎么样,
60154,1,纤瘦,xiānshòu,,,形,【纤细】瘦长,身材纤瘦
60457,1,精神头儿,jīngshentóur,,,名,【精神（shen）】表现出来的活力,电视里一有球赛，他的精神头儿就来了。
60459,1,洞箫,dòngxiāo,,,名,【箫】用一根竹管做的乐器，竖着吹，吹口在顶端侧沿，正面5孔，背面1孔,
60877,2,偏房,piānfáng,,,名,【妾】旧时男子除正妻以外另娶的女子,
60921,1,火钳,huǒqián,,,名,【火剪】生火时用来夹取煤炭、柴草的工具。形似剪刀，而剪口较长,
61044,1,负极,fùjí,,,名,【阴极】干电池、蓄电池等直流电源放出电子带负电的电极，常用符号“”表示。干电池的锌皮就是阴极,
61074,1,笑剧,xiàojù,,,名,【闹剧】情节滑稽、场面热闹、表演夸张的喜剧,
61117,1,补休,bǔxiū,,,动,【补假】该休假时因工作需要而未休假，过后补给假日,
61202,1,小卧车,xiǎowòchē,,,名,【小轿车】供人乘坐、有沙发式座位的小型汽车,
61250,1,缝子,fèngzi,,,名,空隙；裂开的狭长口子,
61447,1,座子,zuòzi,,,名,【座】器物的基础部分或托底的东西,碑座子
62096,1,忌辰,jìchén,,,名,【忌日】原指先辈去世的日子（旧俗这一天忌娱乐、宴会，故称）；泛指亲友等去世的日子,
62246,1,豁子,huōzi,,,名,【缺口】物体缺掉一块的地方,箱子被老鼠啃了个豁子。
62270,1,龙须菜,lóngxūcài,,,名,【江蓠】藻类植物，藻体线状圆柱形，紫褐或黄绿色。生活在海湾浅水中。可以直接食用，也可以提取琼脂供食用或作工业原料,
62331,1,艾蒿,àihāo,,,名,【艾】多年生草本植物，花小。叶子有香气，可以做药材，也可用于灸疗。,
62569,1,灶头,zàotóu,,,名,【灶】烧火做饭的设备,
62578,1,顶岗,dǐnggǎng,,,动,【顶班】代替别人上班,
62691,1,黄花闺女,huánghuā guīnü,,,,【处女】未曾发生过性行为的女子,
62706,1,避忌,bìjì,,,动,【忌讳】由于习俗或个人原因，禁忌某些言语或举动。如船夫忌讳说“翻”和“沉”,无所避忌
62948,2,底版,dǐbǎn,,,名,【版】印刷用的底子，上有文字或图形，过去用木板、金属板，现多用胶片,
62958,2,孽障,nièzhàng,,,名,【孽种】旧时长辈对不肖子弟的憎称；有时也用作昵称,
62978,1,乐律,yuèlǜ,,,名,【音律】指律吕、宫调等,
63281,1,电度表,diàndùbiǎo,,,名,【电表】电度表的通称。计量用电量的仪表，以千瓦小时为计量单位,
63579,1,狮子狗,shīzigǒu,,,名,【哈巴狗】一种供玩赏的狗。体小、毛长、腿短,
64121,1,直溜,zhíliu,,,形,【直】像线拉平那样，一点儿也不弯曲（跟“曲”相对）,这棵竹子长得挺直溜儿的。
64221,1,沫子,mòzi,,,名,【沫】液体形成的聚集在一起的细泡,水上漂着一层香皂沫子。
64262,1,耍钱,shuǎqián,,,动,【赌博】用财物作赌注，通过打牌、掷色（shǎi）子等决定输赢,
64409,1,风瘫,fēngtān,,,动,【瘫痪】由于神经机能出现障碍，身体的某一部分完全或不完全地丧失运动功能,
64474,1,印刻,yìnkè,,,动,【刻印】比喻留下极深刻的印象,印刻在心上
64525,1,藤子,téngzi,,,名,【藤】蔓生植物名，有白藤、紫藤等多种,
64616,2,漂游,piāoyóu,,,动,【漂泊】比喻生活不安定，四处奔走，居无定所,四海为家，到处漂游。
64716,1,上辈子,shàngbèizi,,,名,【上辈】家族中较久远的前代,我家上辈子几代人都在农村行医。
64880,1,横联,hénglián,,,名,横批；【横幅】幅面左右宽、上下窄的书画、标语、锦旗、会标等（跟“条幅”相区别）,
64966,1,陈酿,chénniàng,,,名,【陈酒】窖藏多年的酒,
64973,1,悬想,xuánxiǎng,,,动,【悬念】牵挂；惦记,
