rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
5001,1,胳膊,gē bo,,,名,臂，从肩到手腕的部分,他的胳膊受伤了｜她抬起胳膊打招呼,arm
5002,1,风暴,fēng bào,,,名,大气的猛烈扰动和天气剧烈变化过程的统称。如沙尘暴、龙卷风、热带气旋等,风暴即将来临｜这场风暴造成很大损失,storm
5002,2,风暴,fēng bào,,,名,比喻气势猛烈、震动全社会的事件,政治风暴｜金融风暴,"storm; metaphor for a violent, society-shaking event"
5003,1,抱怨,bào yuàn,,,动,埋怨,他做了错事不从自身找原因，却抱怨这个，抱怨那个。,complain
5004,1,验证,yàn zhèng,,,动,检验证实,只有实践才能验证所学知识是否有用。,verify
5004,2,验证,yàn zhèng,,,动,查核证件,请验证身份证件｜需要验证护照信息,check credentials
5005,1,大好,dà hǎo,,,形,十分好；极好,大好河山,excellent
5005,2,大好,dà hǎo,,,动,（疾病）接近痊愈,病了一场，现已大好。,almost recovered (from illness)
5006,1,高考,gāo kǎo,,,名,高等学校招生考试的简称,高考成绩公布了｜他为高考努力复习,college entrance examination
5007,1,无偿,wú cháng,,,形,没有报酬的；不需要对方付出代价的,无偿献血｜无偿劳动,free of charge
5008,1,探测,tàn cè,,,动,用仪器考察和测量（难以直接观察到的事物或现象）,探测地下资源,detect (using instruments)
5008,2,探测,tàn cè,,,动,探求测度（抽象的事物或道理）,探测对方的来意,probe (abstract matters)
5010,1,成年人,chéng nián rén,,,名,已满法定成年年龄的人。我国《民法通则》规定18周岁以上的公民是成年人,成年人才可以饮酒｜他是年满18岁的成年人,adult
5011,1,名词,míng cí,,,名,表示人或事物名称的词。如“大象”、“黄河”、“理论”、“昨天”等,"""苹果""是个名词｜名词表示事物名称",noun
5011,2,名词,míng cí,,,名,指专业术语或近似术语的字眼（就其词性而言不一定都是名词）,医学名词｜满嘴都是新名词儿。,term; terminology
5012,1,卡车,kǎ chē,,,名,载重汽车,卡车运来很多货物｜这辆卡车载重十吨,truck
5013,1,的士,dī shì,,,名,英语 taxi 音译。【出租汽车】供人临时乘坐并按里程收取费用的汽车,我打的士去机场｜的士司机很热情,taxi
5014,1,投放,tóu fàng,,,动,投入；放进,把产品尽快投放市场｜兴修水利投放了大量资金和人力。,put in; release into
5015,1,层层,céng céng,,,形,一层又一层；逐层逐次,陷入层层包围之中｜层层加码,layer upon layer; level by level
5018,1,风貌,fēng mào,,,名,事物的风格和面貌,民族风貌｜时代风貌,style and features
5018,2,风貌,fēng mào,,,名,风光；景象,草原风貌,scene; scenery
5018,3,风貌,fēng mào,,,名,人的风采和容貌,风貌不减当年,elegant demeanor and appearance
5020,1,发动机,fā dòng jī,,,名,将各种形式的能量转化为机械能从而产生动力的机器。如电动机、蒸汽机、内燃机等,汽车发动机坏了｜这台发动机功率很大,engine
5021,1,抵制,dǐ zhì,,,动,阻挡、制止，不使外力侵入或为害,抵制盗版音像制品,resist
5022,1,面目,miàn mù,,,名,面貌；比喻事物的状态,面目丑恶｜政治面目,face; appearance; metaphor for the state of things
5022,2,面目,miàn mù,,,名,脸面；面子,有何面目见父老乡亲?,reputation; prestige
5023,1,集成,jí chéng,,,动,为完成某一个项目而汇总各方面的技术、设备、材料等，使实现最终的设定功能,集成芯片｜提供系统集成服务｜集成化,"integrate (technologies, etc.)"
5023,2,集成,jí chéng,,,动,汇集某一方面的著述成果（多用于书名）,《诸子集成》,compile (writings)
5024,1,验收,yàn shōu,,,动,检验后收下,照单验收,check and accept
5025,1,收盘,shōu pán,,,动,证券交易市场每个营业日结束前，某种证券成交最后一笔交易,多数股指收盘前已止跌回升｜收盘价,closing (of stock market)
5025,2,收盘,shōu pán,,,动,指棋类某次比赛结束,职工象棋比赛圆满收盘。,end (of a chess game)
5026,1,行驶,xíng shǐ,,,动,（车、船）行进,车辆行驶，安全第一｜轮船行驶在浩荡的江面上。,"travel (of vehicles, ships)"
5027,1,身亡,shēn wáng,,,动,（人）死去,暴病身亡,die
